Wavelength_01 quinine_0.2mM_PL Wavelength_02 quinine_0.2mM_Abs
5.33962e+02 4.93582e+02 5.33962e+02 3.00000e-02
5.34734e+02 4.84293e+02 5.34734e+02 3.00000e-02
5.35505e+02 4.75234e+02 5.35505e+02 3.00000e-02
5.36277e+02 4.66477e+02 5.36277e+02 3.00000e-02
5.37049e+02 4.57626e+02 5.37049e+02 3.00000e-02
5.37820e+02 4.48980e+02 5.37820e+02 3.00000e-02
5.38591e+02 4.39708e+02 5.38591e+02 3.00000e-02
5.39363e+02 4.31353e+02 5.39363e+02 3.00000e-02
5.40134e+02 4.23123e+02 5.40134e+02 3.00000e-02
5.40905e+02 4.15209e+02 5.40905e+02 3.00000e-02
5.41676e+02 4.06822e+02 5.41676e+02 3.00000e-02
5.42447e+02 3.99492e+02 5.42447e+02 3.00000e-02
5.43218e+02 3.92167e+02 5.43218e+02 3.00000e-02
5.43988e+02 3.85227e+02 5.43988e+02 3.00000e-02
5.44759e+02 3.77651e+02 5.44759e+02 3.00000e-02
5.45530e+02 3.70508e+02 5.45530e+02 3.00000e-02
5.46300e+02 3.63292e+02 5.46300e+02 3.00000e-02
5.47071e+02 3.56473e+02 5.47071e+02 3.00000e-02
5.47841e+02 3.49549e+02 5.47841e+02 3.00000e-02
5.48611e+02 3.42733e+02 5.48611e+02 3.00000e-02
5.49382e+02 3.36044e+02 5.49382e+02 3.00000e-02
5.50152e+02 3.29429e+02 5.50152e+02 3.00000e-02
5.50922e+02 3.22970e+02 5.50922e+02 3.00000e-02
5.51692e+02 3.16820e+02 5.51692e+02 3.00000e-02
5.52462e+02 3.10661e+02 5.52462e+02 3.00000e-02
5.53232e+02 3.04566e+02 5.53232e+02 3.00000e-02
5.54001e+02 2.98500e+02 5.54001e+02 3.00000e-02
5.54771e+02 2.92253e+02 5.54771e+02 3.00000e-02
5.55541e+02 2.86571e+02 5.55541e+02 3.00000e-02
5.56310e+02 2.80574e+02 5.56310e+02 3.00000e-02
5.57080e+02 2.74962e+02 5.57080e+02 3.00000e-02
5.57849e+02 2.69374e+02 5.57849e+02 3.00000e-02
5.58618e+02 2.63888e+02 5.58618e+02 3.00000e-02
5.59388e+02 2.58676e+02 5.59388e+02 3.00000e-02
5.60157e+02 2.53567e+02 5.60157e+02 3.00000e-02
5.60926e+02 2.48429e+02 5.60926e+02 3.00000e-02
5.61695e+02 2.43522e+02 5.61695e+02 3.00000e-02
5.62464e+02 2.38817e+02 5.62464e+02 3.00000e-02
5.63233e+02 2.33906e+02 5.63233e+02 3.00000e-02
5.64001e+02 2.29141e+02 5.64001e+02 3.00000e-02
5.64770e+02 2.24369e+02 5.64770e+02 3.00000e-02
5.65539e+02 2.20067e+02 5.65539e+02 3.00000e-02
5.66307e+02 2.15516e+02 5.66307e+02 3.00000e-02
5.67076e+02 2.11198e+02 5.67076e+02 3.00000e-02
5.67844e+02 2.06537e+02 5.67844e+02 3.00000e-02
5.68612e+02 2.02488e+02 5.68612e+02 3.00000e-02
5.69381e+02 1.98336e+02 5.69381e+02 3.00000e-02
5.70149e+02 1.93951e+02 5.70149e+02 3.00000e-02
5.70917e+02 1.89908e+02 5.70917e+02 3.00000e-02
5.71685e+02 1.85947e+02 5.71685e+02 3.00000e-02
5.72453e+02 1.81929e+02 5.72453e+02 3.11111e-02
5.73220e+02 1.77764e+02 5.73220e+02 3.00000e-02
5.73988e+02 1.73609e+02 5.73988e+02 3.00000e-02
5.74756e+02 1.69620e+02 5.74756e+02 3.00000e-02
5.75523e+02 1.66182e+02 5.75523e+02 3.00000e-02
5.76291e+02 1.62408e+02 5.76291e+02 3.00000e-02
5.77058e+02 1.58811e+02 5.77058e+02 3.00000e-02
5.77826e+02 1.55640e+02 5.77826e+02 3.00000e-02
5.78593e+02 1.52580e+02 5.78593e+02 3.11111e-02
5.79360e+02 1.49632e+02 5.79360e+02 3.44444e-02
5.80127e+02 1.46648e+02 5.80127e+02 3.66667e-02
5.80894e+02 1.43614e+02 5.80894e+02 3.66667e-02
5.81661e+02 1.40578e+02 5.81661e+02 3.77778e-02
5.82428e+02 1.37973e+02 5.82428e+02 3.66667e-02
5.83195e+02 1.35272e+02 5.83195e+02 3.22222e-02
5.83962e+02 1.32461e+02 5.83962e+02 3.11111e-02
5.84728e+02 1.30038e+02 5.84728e+02 3.00000e-02
5.85495e+02 1.27438e+02 5.85495e+02 3.00000e-02
5.86261e+02 1.25031e+02 5.86261e+02 3.00000e-02
5.87028e+02 1.22864e+02 5.87028e+02 3.00000e-02
5.87794e+02 1.20333e+02 5.87794e+02 3.00000e-02
5.88560e+02 1.17727e+02 5.88560e+02 3.00000e-02
5.89326e+02 1.15457e+02 5.89326e+02 3.00000e-02
5.90092e+02 1.12796e+02 5.90092e+02 3.00000e-02
5.90858e+02 1.10221e+02 5.90858e+02 3.00000e-02
5.91624e+02 1.07841e+02 5.91624e+02 3.11111e-02
5.92390e+02 1.05420e+02 5.92390e+02 3.66667e-02
5.93156e+02 1.02958e+02 5.93156e+02 3.77778e-02
5.93922e+02 1.00839e+02 5.93922e+02 3.77778e-02
5.94687e+02 9.86533e+01 5.94687e+02 4.00000e-02
5.95453e+02 9.65011e+01 5.95453e+02 4.00000e-02
5.96218e+02 9.44878e+01 5.96218e+02 4.00000e-02
5.96984e+02 9.25756e+01 5.96984e+02 3.88889e-02
5.97749e+02 9.02978e+01 5.97749e+02 3.55556e-02
5.98514e+02 8.84200e+01 5.98514e+02 3.44444e-02
5.99279e+02 8.62011e+01 5.99279e+02 3.33333e-02
6.00044e+02 8.43922e+01 6.00044e+02 3.22222e-02
6.00809e+02 8.25800e+01 6.00809e+02 3.00000e-02
6.01574e+02 8.09567e+01 6.01574e+02 3.00000e-02
6.02339e+02 7.90311e+01 6.02339e+02 3.00000e-02
6.03104e+02 7.77667e+01 6.03104e+02 3.00000e-02
6.03868e+02 7.60878e+01 6.03868e+02 3.00000e-02
6.04633e+02 7.46778e+01 6.04633e+02 3.00000e-02
6.05397e+02 7.30733e+01 6.05397e+02 3.00000e-02
6.06162e+02 7.14533e+01 6.06162e+02 3.00000e-02
6.06926e+02 7.02533e+01 6.06926e+02 3.00000e-02
6.07690e+02 6.88378e+01 6.07690e+02 3.11111e-02
6.08455e+02 6.75733e+01 6.08455e+02 3.88889e-02
6.09219e+02 6.65222e+01 6.09219e+02 4.00000e-02
6.09983e+02 6.54056e+01 6.09983e+02 4.00000e-02
6.10747e+02 6.41878e+01 6.10747e+02 4.00000e-02
6.11511e+02 6.31144e+01 6.11511e+02 4.00000e-02
6.12274e+02 6.15567e+01 6.12274e+02 4.00000e-02
6.13038e+02 6.03100e+01 6.13038e+02 4.00000e-02
6.13802e+02 5.87989e+01 6.13802e+02 3.66667e-02
6.14565e+02 5.74333e+01 6.14565e+02 3.11111e-02
6.15329e+02 5.62511e+01 6.15329e+02 3.00000e-02
6.16092e+02 5.52889e+01 6.16092e+02 3.00000e-02
6.16855e+02 5.40444e+01 6.16855e+02 3.00000e-02
6.17618e+02 5.30378e+01 6.17618e+02 3.00000e-02
6.18382e+02 5.22278e+01 6.18382e+02 3.00000e-02
6.19145e+02 5.12267e+01 6.19145e+02 3.00000e-02
6.19908e+02 5.01878e+01 6.19908e+02 3.00000e-02
6.20671e+02 4.92000e+01 6.20671e+02 3.00000e-02
6.21433e+02 4.82156e+01 6.21433e+02 3.22222e-02
6.22196e+02 4.71333e+01 6.22196e+02 4.00000e-02
6.22959e+02 4.60611e+01 6.22959e+02 4.00000e-02
6.23721e+02 4.47956e+01 6.23721e+02 4.00000e-02
6.24484e+02 4.39400e+01 6.24484e+02 4.00000e-02
6.25246e+02 4.31167e+01 6.25246e+02 4.00000e-02
6.26009e+02 4.20722e+01 6.26009e+02 4.00000e-02
6.26771e+02 4.10967e+01 6.26771e+02 4.00000e-02
6.27533e+02 4.03767e+01 6.27533e+02 4.00000e-02
6.28295e+02 3.94244e+01 6.28295e+02 4.00000e-02
6.29057e+02 3.88200e+01 6.29057e+02 4.00000e-02
6.29819e+02 3.77344e+01 6.29819e+02 4.00000e-02
6.30581e+02 3.68633e+01 6.30581e+02 4.00000e-02
6.31343e+02 3.60378e+01 6.31343e+02 4.00000e-02
6.32104e+02 3.53244e+01 6.32104e+02 4.00000e-02
6.32866e+02 3.46500e+01 6.32866e+02 4.00000e-02
6.33627e+02 3.40600e+01 6.33627e+02 4.00000e-02
6.34389e+02 3.32444e+01 6.34389e+02 4.00000e-02
6.35150e+02 3.26833e+01 6.35150e+02 4.00000e-02
6.35911e+02 3.21100e+01 6.35911e+02 4.00000e-02
6.36673e+02 3.16189e+01 6.36673e+02 4.00000e-02
6.37434e+02 3.07533e+01 6.37434e+02 4.00000e-02
6.38195e+02 3.01322e+01 6.38195e+02 4.00000e-02
6.38956e+02 2.98722e+01 6.38956e+02 4.00000e-02
6.39717e+02 2.92900e+01 6.39717e+02 4.00000e-02
6.40477e+02 2.88244e+01 6.40477e+02 4.00000e-02
6.41238e+02 2.81711e+01 6.41238e+02 4.00000e-02
6.41999e+02 2.75511e+01 6.41999e+02 4.00000e-02
6.42759e+02 2.69956e+01 6.42759e+02 3.88889e-02
6.43520e+02 2.64744e+01 6.43520e+02 3.88889e-02
6.44280e+02 2.55289e+01 6.44280e+02 3.66667e-02
6.45041e+02 2.50400e+01 6.45041e+02 3.66667e-02
6.45801e+02 2.44611e+01 6.45801e+02 3.88889e-02
6.46561e+02 2.39044e+01 6.46561e+02 4.00000e-02
6.47321e+02 2.34344e+01 6.47321e+02 4.00000e-02
6.48081e+02 2.29144e+01 6.48081e+02 4.00000e-02
6.48841e+02 2.22444e+01 6.48841e+02 4.00000e-02
6.49601e+02 2.20656e+01 6.49601e+02 4.00000e-02
6.50360e+02 2.16011e+01 6.50360e+02 4.00000e-02
6.51120e+02 2.10333e+01 6.51120e+02 4.00000e-02
6.51880e+02 2.07233e+01 6.51880e+02 4.00000e-02
6.52639e+02 2.01689e+01 6.52639e+02 4.00000e-02
6.53399e+02 1.97744e+01 6.53399e+02 4.00000e-02
6.54158e+02 1.95511e+01 6.54158e+02 4.00000e-02
6.54917e+02 1.87933e+01 6.54917e+02 3.11111e-02
6.55676e+02 1.84989e+01 6.55676e+02 3.00000e-02
6.56435e+02 1.81089e+01 6.56435e+02 3.00000e-02
6.57194e+02 1.76200e+01 6.57194e+02 3.00000e-02
6.57953e+02 1.73678e+01 6.57953e+02 3.00000e-02
6.58712e+02 1.70522e+01 6.58712e+02 3.00000e-02
6.59471e+02 1.66244e+01 6.59471e+02 3.00000e-02
6.60230e+02 1.64800e+01 6.60230e+02 3.00000e-02
6.60988e+02 1.59244e+01 6.60988e+02 3.11111e-02
6.61747e+02 1.57367e+01 6.61747e+02 3.55556e-02
6.62505e+02 1.53600e+01 6.62505e+02 4.00000e-02
6.63264e+02 1.51389e+01 6.63264e+02 4.00000e-02
6.64022e+02 1.47956e+01 6.64022e+02 4.00000e-02
6.64780e+02 1.44222e+01 6.64780e+02 4.00000e-02
6.65538e+02 1.39878e+01 6.65538e+02 4.00000e-02
6.66296e+02 1.39944e+01 6.66296e+02 4.00000e-02
6.67054e+02 1.37567e+01 6.67054e+02 4.00000e-02
6.67812e+02 1.36378e+01 6.67812e+02 3.33333e-02
6.68570e+02 1.31333e+01 6.68570e+02 3.00000e-02
6.69327e+02 1.33689e+01 6.69327e+02 3.00000e-02
6.70085e+02 1.31689e+01 6.70085e+02 3.00000e-02
6.70843e+02 1.29011e+01 6.70843e+02 3.00000e-02
6.71600e+02 1.24389e+01 6.71600e+02 3.00000e-02
6.72357e+02 1.20867e+01 6.72357e+02 3.00000e-02
6.73115e+02 1.20533e+01 6.73115e+02 3.00000e-02
6.73872e+02 1.19656e+01 6.73872e+02 3.11111e-02
6.74629e+02 1.14744e+01 6.74629e+02 3.55556e-02
6.75386e+02 1.12200e+01 6.75386e+02 4.00000e-02
6.76143e+02 1.14067e+01 6.76143e+02 4.00000e-02
6.76900e+02 1.11133e+01 6.76900e+02 3.88889e-02
6.77657e+02 1.09633e+01 6.77657e+02 4.00000e-02
6.78413e+02 1.06244e+01 6.78413e+02 4.00000e-02
6.79170e+02 1.03267e+01 6.79170e+02 4.00000e-02
6.79927e+02 9.97889e+00 6.79927e+02 4.00000e-02
6.80683e+02 9.95778e+00 6.80683e+02 4.00000e-02
6.81439e+02 9.76111e+00 6.81439e+02 4.00000e-02
6.82196e+02 9.65222e+00 6.82196e+02 4.00000e-02
6.82952e+02 9.51333e+00 6.82952e+02 4.00000e-02
6.83708e+02 9.31333e+00 6.83708e+02 4.00000e-02
6.84464e+02 9.21444e+00 6.84464e+02 4.00000e-02
6.85220e+02 8.92111e+00 6.85220e+02 4.00000e-02
6.85976e+02 8.79333e+00 6.85976e+02 4.00000e-02
6.86732e+02 8.39556e+00 6.86732e+02 4.00000e-02
6.87488e+02 8.35778e+00 6.87488e+02 4.00000e-02
6.88243e+02 8.17778e+00 6.88243e+02 4.00000e-02
6.88999e+02 7.91556e+00 6.88999e+02 4.00000e-02
6.89754e+02 7.45667e+00 6.89754e+02 4.00000e-02
6.90510e+02 7.72444e+00 6.90510e+02 4.00000e-02
6.91265e+02 7.39000e+00 6.91265e+02 4.00000e-02
6.92020e+02 7.49222e+00 6.92020e+02 4.00000e-02
6.92775e+02 7.34778e+00 6.92775e+02 4.00000e-02
6.93530e+02 7.35778e+00 6.93530e+02 4.00000e-02
6.94285e+02 7.09111e+00 6.94285e+02 4.00000e-02
6.95040e+02 7.09111e+00 6.95040e+02 4.00000e-02
6.95795e+02 6.60222e+00 6.95795e+02 3.55556e-02
6.96550e+02 6.53333e+00 6.96550e+02 3.00000e-02
6.97304e+02 6.11333e+00 6.97304e+02 3.00000e-02
6.98059e+02 5.98889e+00 6.98059e+02 3.22222e-02
6.98813e+02 5.41778e+00 6.98813e+02 3.66667e-02
6.99568e+02 5.44444e+00 6.99568e+02 4.00000e-02
7.00322e+02 5.49444e+00 7.00322e+02 4.00000e-02
7.01076e+02 5.65444e+00 7.01076e+02 4.00000e-02
7.01831e+02 5.59778e+00 7.01831e+02 4.00000e-02
7.02585e+02 5.82333e+00 7.02585e+02 4.00000e-02
7.03339e+02 5.71111e+00 7.03339e+02 4.00000e-02
7.04092e+02 5.77111e+00 7.04092e+02 4.00000e-02
7.04846e+02 5.72444e+00 7.04846e+02 4.00000e-02
7.05600e+02 5.54889e+00 7.05600e+02 4.00000e-02
7.06354e+02 5.31333e+00 7.06354e+02 4.00000e-02
7.07107e+02 5.21333e+00 7.07107e+02 4.00000e-02
7.07861e+02 4.82000e+00 7.07861e+02 4.00000e-02
7.08614e+02 4.74556e+00 7.08614e+02 4.00000e-02
7.09367e+02 4.65000e+00 7.09367e+02 4.00000e-02
7.10121e+02 4.40667e+00 7.10121e+02 4.00000e-02
7.10874e+02 4.27222e+00 7.10874e+02 4.00000e-02
7.11627e+02 4.21111e+00 7.11627e+02 4.00000e-02
7.12380e+02 3.90556e+00 7.12380e+02 4.00000e-02
7.13133e+02 3.86556e+00 7.13133e+02 4.00000e-02
7.13886e+02 3.64667e+00 7.13886e+02 3.66667e-02
7.14638e+02 3.83444e+00 7.14638e+02 3.00000e-02
7.15391e+02 3.51778e+00 7.15391e+02 3.00000e-02
7.16143e+02 3.70444e+00 7.16143e+02 3.00000e-02
7.16896e+02 3.53556e+00 7.16896e+02 3.00000e-02
7.17648e+02 3.59111e+00 7.17648e+02 3.00000e-02
7.18401e+02 3.53667e+00 7.18401e+02 3.00000e-02
7.19153e+02 3.54333e+00 7.19153e+02 3.00000e-02
7.19905e+02 3.14667e+00 7.19905e+02 3.00000e-02
7.20657e+02 3.41222e+00 7.20657e+02 3.22222e-02
7.21409e+02 2.97333e+00 7.21409e+02 4.00000e-02
7.22161e+02 2.95556e+00 7.22161e+02 4.00000e-02
7.22913e+02 2.85111e+00 7.22913e+02 4.00000e-02
7.23664e+02 2.74222e+00 7.23664e+02 4.00000e-02
7.24416e+02 2.53556e+00 7.24416e+02 4.00000e-02
7.25168e+02 2.77444e+00 7.25168e+02 4.00000e-02
7.25919e+02 2.79889e+00 7.25919e+02 3.77778e-02
7.26670e+02 3.00222e+00 7.26670e+02 3.11111e-02
7.27422e+02 2.97667e+00 7.27422e+02 3.00000e-02
7.28173e+02 3.18778e+00 7.28173e+02 3.00000e-02
7.28924e+02 3.16222e+00 7.28924e+02 3.11111e-02
7.29675e+02 3.27444e+00 7.29675e+02 3.44444e-02
7.30426e+02 3.31444e+00 7.30426e+02 4.00000e-02
7.31177e+02 3.13667e+00 7.31177e+02 4.00000e-02
7.31928e+02 3.09556e+00 7.31928e+02 4.00000e-02
7.32679e+02 3.02333e+00 7.32679e+02 4.00000e-02
7.33429e+02 2.84000e+00 7.33429e+02 3.55556e-02
7.34180e+02 2.70111e+00 7.34180e+02 3.00000e-02
7.34930e+02 2.46333e+00 7.34930e+02 3.00000e-02
7.35681e+02 2.30444e+00 7.35681e+02 3.00000e-02
7.36431e+02 2.31222e+00 7.36431e+02 3.00000e-02
7.37181e+02 2.12444e+00 7.37181e+02 3.00000e-02
7.37931e+02 2.22556e+00 7.37931e+02 3.00000e-02
7.38681e+02 2.12667e+00 7.38681e+02 3.00000e-02
7.39431e+02 2.25111e+00 7.39431e+02 3.00000e-02
7.40181e+02 2.29333e+00 7.40181e+02 4.00000e-02
7.40931e+02 2.13889e+00 7.40931e+02 4.00000e-02
7.41680e+02 1.93778e+00 7.41680e+02 4.00000e-02
7.42430e+02 1.69778e+00 7.42430e+02 4.00000e-02
7.43180e+02 1.52556e+00 7.43180e+02 4.00000e-02
7.43929e+02 1.54667e+00 7.43929e+02 4.00000e-02
7.44678e+02 1.51111e+00 7.44678e+02 4.00000e-02
7.45428e+02 1.39889e+00 7.45428e+02 4.00000e-02
7.46177e+02 1.50000e+00 7.46177e+02 4.00000e-02
7.46926e+02 1.58333e+00 7.46926e+02 4.00000e-02
7.47675e+02 2.00667e+00 7.47675e+02 4.00000e-02
7.48424e+02 2.13000e+00 7.48424e+02 4.22222e-02
7.49173e+02 2.06667e+00 7.49173e+02 4.22222e-02
7.49922e+02 2.08222e+00 7.49922e+02 4.22222e-02
7.50670e+02 2.31444e+00 7.50670e+02 4.00000e-02
7.51419e+02 2.20556e+00 7.51419e+02 4.00000e-02
7.52167e+02 2.21111e+00 7.52167e+02 4.00000e-02
7.52916e+02 2.03778e+00 7.52916e+02 4.00000e-02
7.53664e+02 1.92111e+00 7.53664e+02 4.00000e-02
7.54412e+02 1.77778e+00 7.54412e+02 4.00000e-02
7.55161e+02 1.56778e+00 7.55161e+02 4.00000e-02
7.55909e+02 1.46556e+00 7.55909e+02 4.00000e-02
7.56657e+02 1.45889e+00 7.56657e+02 4.00000e-02
7.57405e+02 1.38111e+00 7.57405e+02 3.88889e-02
7.58152e+02 1.28333e+00 7.58152e+02 3.33333e-02
7.58900e+02 1.18556e+00 7.58900e+02 3.00000e-02
7.59648e+02 1.23000e+00 7.59648e+02 3.00000e-02
7.60395e+02 1.41667e+00 7.60395e+02 3.00000e-02
7.61143e+02 1.18111e+00 7.61143e+02 3.00000e-02
7.61890e+02 1.16778e+00 7.61890e+02 3.00000e-02
7.62638e+02 1.01444e+00 7.62638e+02 3.00000e-02
7.63385e+02 9.57778e-01 7.63385e+02 3.00000e-02
7.64132e+02 9.52222e-01 7.64132e+02 3.00000e-02
7.64879e+02 8.28889e-01 7.64879e+02 3.00000e-02
7.65626e+02 5.72222e-01 7.65626e+02 3.00000e-02
7.66373e+02 8.54444e-01 7.66373e+02 3.11111e-02
7.67120e+02 9.47778e-01 7.67120e+02 4.00000e-02
7.67866e+02 9.94444e-01 7.67866e+02 4.00000e-02
7.68613e+02 1.12222e+00 7.68613e+02 4.00000e-02
7.69359e+02 1.04778e+00 7.69359e+02 4.00000e-02
7.70106e+02 1.35000e+00 7.70106e+02 4.00000e-02
7.70852e+02 1.42667e+00 7.70852e+02 4.00000e-02
7.71599e+02 1.27778e+00 7.71599e+02 3.44444e-02
7.72345e+02 1.13444e+00 7.72345e+02 3.00000e-02
7.73091e+02 1.23000e+00 7.73091e+02 3.00000e-02
7.73837e+02 1.06889e+00 7.73837e+02 3.00000e-02
7.74583e+02 1.22444e+00 7.74583e+02 3.00000e-02
7.75329e+02 1.16889e+00 7.75329e+02 3.00000e-02
7.76075e+02 1.20333e+00 7.76075e+02 3.00000e-02
7.76820e+02 1.43444e+00 7.76820e+02 3.00000e-02
7.77566e+02 1.30000e+00 7.77566e+02 3.00000e-02
7.78311e+02 1.05556e+00 7.78311e+02 3.00000e-02
7.79057e+02 1.23778e+00 7.79057e+02 3.00000e-02
7.79802e+02 1.00111e+00 7.79802e+02 3.00000e-02
7.80547e+02 1.14444e+00 7.80547e+02 3.00000e-02
7.81293e+02 1.26333e+00 7.81293e+02 3.00000e-02
7.82038e+02 1.12111e+00 7.82038e+02 3.00000e-02
7.82783e+02 1.22222e+00 7.82783e+02 4.00000e-02
7.83528e+02 1.50111e+00 7.83528e+02 4.00000e-02
7.84272e+02 1.36000e+00 7.84272e+02 4.00000e-02
7.85017e+02 1.41000e+00 7.85017e+02 4.00000e-02
7.85762e+02 1.15667e+00 7.85762e+02 4.00000e-02
7.86506e+02 1.19111e+00 7.86506e+02 4.00000e-02
7.87251e+02 1.17556e+00 7.87251e+02 4.00000e-02
7.87995e+02 1.12222e+00 7.87995e+02 4.00000e-02
7.88740e+02 9.28889e-01 7.88740e+02 4.00000e-02
7.89484e+02 8.32222e-01 7.89484e+02 4.00000e-02
7.90228e+02 7.82222e-01 7.90228e+02 4.00000e-02
7.90972e+02 6.21111e-01 7.90972e+02 4.00000e-02
7.91716e+02 5.04444e-01 7.91716e+02 4.00000e-02
7.92460e+02 3.90000e-01 7.92460e+02 4.00000e-02
7.93204e+02 3.98889e-01 7.93204e+02 4.00000e-02
7.93947e+02 6.51111e-01 7.93947e+02 4.00000e-02
7.94691e+02 6.67778e-01 7.94691e+02 4.00000e-02
7.95434e+02 7.74444e-01 7.95434e+02 4.00000e-02
7.96178e+02 8.98889e-01 7.96178e+02 3.00000e-02
7.96921e+02 9.51111e-01 7.96921e+02 3.00000e-02
7.97664e+02 1.07333e+00 7.97664e+02 3.00000e-02
7.98408e+02 1.20000e+00 7.98408e+02 3.00000e-02
7.99151e+02 9.88889e-01 7.99151e+02 3.00000e-02
7.99894e+02 1.27333e+00 7.99894e+02 3.00000e-02
8.00637e+02 1.27000e+00 8.00637e+02 3.00000e-02
8.01380e+02 1.25667e+00 8.01380e+02 3.00000e-02
8.02122e+02 1.06667e+00 8.02122e+02 3.00000e-02
8.02865e+02 8.30000e-01 8.02865e+02 3.00000e-02
8.03608e+02 8.01111e-01 8.03608e+02 3.00000e-02
8.04350e+02 6.36667e-01 8.04350e+02 3.00000e-02
8.05092e+02 2.60000e-01 8.05092e+02 3.00000e-02
8.05835e+02 2.37778e-01 8.05835e+02 3.44444e-02
8.06577e+02 3.08889e-01 8.06577e+02 3.66667e-02
8.07319e+02 1.24444e-01 8.07319e+02 3.33333e-02
8.08061e+02 2.80000e-01 8.08061e+02 3.44444e-02
8.08803e+02 3.13333e-01 8.08803e+02 3.55556e-02
8.09545e+02 4.74444e-01 8.09545e+02 3.66667e-02
8.10287e+02 6.88889e-01 8.10287e+02 3.44444e-02
8.11028e+02 7.08889e-01 8.11028e+02 3.33333e-02
8.11770e+02 7.12222e-01 8.11770e+02 3.55556e-02
8.12512e+02 6.88889e-01 8.12512e+02 3.77778e-02
8.13253e+02 6.08889e-01 8.13253e+02 3.55556e-02
8.13994e+02 5.70000e-01 8.13994e+02 3.33333e-02
8.14736e+02 3.81111e-01 8.14736e+02 3.55556e-02
8.15477e+02 3.13333e-01 8.15477e+02 4.00000e-02
8.16218e+02 2.46667e-01 8.16218e+02 4.00000e-02
8.16959e+02 6.22222e-02 8.16959e+02 4.00000e-02
8.17700e+02 1.88889e-01 8.17700e+02 4.00000e-02
8.18441e+02 3.64444e-01 8.18441e+02 4.00000e-02
8.19181e+02 3.03333e-01 8.19181e+02 4.00000e-02
8.19922e+02 4.60000e-01 8.19922e+02 4.00000e-02
8.20663e+02 1.58889e-01 8.20663e+02 4.00000e-02
8.21403e+02 3.11111e-01 8.21403e+02 4.00000e-02
8.22144e+02 4.63333e-01 8.22144e+02 4.00000e-02
8.22884e+02 5.68889e-01 8.22884e+02 4.00000e-02
8.23624e+02 3.81111e-01 8.23624e+02 4.00000e-02
8.24364e+02 2.26667e-01 8.24364e+02 4.00000e-02
8.25104e+02 2.33333e-01 8.25104e+02 4.00000e-02
8.25844e+02 3.95556e-01 8.25844e+02 4.00000e-02
8.26584e+02 2.44444e-01 8.26584e+02 4.00000e-02
8.27324e+02 2.52222e-01 8.27324e+02 4.00000e-02
8.28064e+02 1.47778e-01 8.28064e+02 3.00000e-02
8.28803e+02 -1.46667e-01 8.28803e+02 3.00000e-02
8.29543e+02 -5.00000e-02 8.29543e+02 3.00000e-02
8.30282e+02 1.33333e-02 8.30282e+02 3.00000e-02
8.31021e+02 1.75556e-01 8.31021e+02 2.88889e-02
8.31761e+02 8.00000e-02 8.31761e+02 2.11111e-02
8.32500e+02 -1.47778e-01 8.32500e+02 2.00000e-02
8.33239e+02 -3.66667e-02 8.33239e+02 2.00000e-02
8.33978e+02 -1.33333e-02 8.33978e+02 2.00000e-02
8.34717e+02 -7.33333e-02 8.34717e+02 2.00000e-02
8.35456e+02 -9.88889e-02 8.35456e+02 2.00000e-02
8.36194e+02 -2.31111e-01 8.36194e+02 2.00000e-02
8.36933e+02 -2.36667e-01 8.36933e+02 3.00000e-02
8.37672e+02 -1.90000e-01 8.37672e+02 3.00000e-02
8.38410e+02 -3.23333e-01 8.38410e+02 3.00000e-02
8.39148e+02 -1.83333e-01 8.39148e+02 3.00000e-02
8.39887e+02 -1.36667e-01 8.39887e+02 3.00000e-02
8.40625e+02 -3.41111e-01 8.40625e+02 3.00000e-02
8.41363e+02 -1.54444e-01 8.41363e+02 3.00000e-02
8.42101e+02 -1.77778e-01 8.42101e+02 3.00000e-02
8.42839e+02 -2.05556e-01 8.42839e+02 3.00000e-02
8.43577e+02 -2.22222e-01 8.43577e+02 3.00000e-02
8.44315e+02 -1.73333e-01 8.44315e+02 3.00000e-02
8.45052e+02 -5.33333e-02 8.45052e+02 3.00000e-02
8.45790e+02 1.83333e-01 8.45790e+02 3.00000e-02
8.46527e+02 1.47778e-01 8.46527e+02 3.00000e-02
8.47265e+02 1.92222e-01 8.47265e+02 3.22222e-02
8.48002e+02 3.05556e-01 8.48002e+02 4.00000e-02
8.48739e+02 3.82222e-01 8.48739e+02 4.00000e-02
8.49476e+02 4.45556e-01 8.49476e+02 4.00000e-02
8.50213e+02 4.45556e-01 8.50213e+02 4.00000e-02
8.50950e+02 3.44444e-01 8.50950e+02 4.00000e-02
8.51687e+02 8.55556e-02 8.51687e+02 4.00000e-02
8.52424e+02 2.51111e-01 8.52424e+02 4.00000e-02
8.53161e+02 2.43333e-01 8.53161e+02 4.00000e-02
8.53897e+02 2.15556e-01 8.53897e+02 4.00000e-02
8.54634e+02 4.78889e-01 8.54634e+02 4.00000e-02
8.55370e+02 4.26667e-01 8.55370e+02 4.00000e-02
8.56106e+02 6.05556e-01 8.56106e+02 4.00000e-02
8.56843e+02 7.85556e-01 8.56843e+02 4.00000e-02
8.57579e+02 7.42222e-01 8.57579e+02 4.00000e-02
8.58315e+02 7.26667e-01 8.58315e+02 4.00000e-02
8.59051e+02 6.87778e-01 8.59051e+02 4.00000e-02
8.59787e+02 5.70000e-01 8.59787e+02 4.00000e-02
8.60523e+02 2.92222e-01 8.60523e+02 4.00000e-02
8.61258e+02 1.06667e-01 8.61258e+02 4.00000e-02
