Wavelength_01 quinine_0.1mM_PL Wavelength_02 quinine_0.1mM_Abs
5.32418e+02 2.12278e+02 5.32418e+02 -1.00000e-02
5.33190e+02 2.08252e+02 5.33190e+02 -1.00000e-02
5.33962e+02 2.04249e+02 5.33962e+02 -1.00000e-02
5.34734e+02 2.00713e+02 5.34734e+02 -1.00000e-02
5.35505e+02 1.97022e+02 5.35505e+02 -1.00000e-02
5.36277e+02 1.93419e+02 5.36277e+02 -1.00000e-02
5.37049e+02 1.89618e+02 5.37049e+02 -1.00000e-02
5.37820e+02 1.86266e+02 5.37820e+02 -1.00000e-02
5.38591e+02 1.82602e+02 5.38591e+02 -1.00000e-02
5.39363e+02 1.79237e+02 5.39363e+02 -1.00000e-02
5.40134e+02 1.75697e+02 5.40134e+02 -1.00000e-02
5.40905e+02 1.72399e+02 5.40905e+02 -1.00000e-02
5.41676e+02 1.68917e+02 5.41676e+02 -1.00000e-02
5.42447e+02 1.65886e+02 5.42447e+02 -1.00000e-02
5.43218e+02 1.62794e+02 5.43218e+02 -6.66667e-03
5.43988e+02 1.59683e+02 5.43988e+02 -8.88889e-03
5.44759e+02 1.56638e+02 5.44759e+02 -1.00000e-02
5.45530e+02 1.53633e+02 5.45530e+02 -1.00000e-02
5.46300e+02 1.50526e+02 5.46300e+02 -1.00000e-02
5.47071e+02 1.47760e+02 5.47071e+02 -1.00000e-02
5.47841e+02 1.45032e+02 5.47841e+02 -1.00000e-02
5.48611e+02 1.42180e+02 5.48611e+02 -1.00000e-02
5.49382e+02 1.39440e+02 5.49382e+02 -1.00000e-02
5.50152e+02 1.36693e+02 5.50152e+02 -1.00000e-02
5.50922e+02 1.33868e+02 5.50922e+02 -1.00000e-02
5.51692e+02 1.31580e+02 5.51692e+02 -1.00000e-02
5.52462e+02 1.29057e+02 5.52462e+02 -1.00000e-02
5.53232e+02 1.26452e+02 5.53232e+02 -1.00000e-02
5.54001e+02 1.24051e+02 5.54001e+02 -1.00000e-02
5.54771e+02 1.21716e+02 5.54771e+02 -1.00000e-02
5.55541e+02 1.19524e+02 5.55541e+02 -1.00000e-02
5.56310e+02 1.17310e+02 5.56310e+02 -1.00000e-02
5.57080e+02 1.14750e+02 5.57080e+02 -1.00000e-02
5.57849e+02 1.12244e+02 5.57849e+02 -1.00000e-02
5.58618e+02 1.09868e+02 5.58618e+02 -1.00000e-02
5.59388e+02 1.07380e+02 5.59388e+02 -1.00000e-02
5.60157e+02 1.05213e+02 5.60157e+02 -1.00000e-02
5.60926e+02 1.03072e+02 5.60926e+02 -1.00000e-02
5.61695e+02 1.00901e+02 5.61695e+02 -1.00000e-02
5.62464e+02 9.91056e+01 5.62464e+02 -1.00000e-02
5.63233e+02 9.72644e+01 5.63233e+02 -1.00000e-02
5.64001e+02 9.50733e+01 5.64001e+02 -1.00000e-02
5.64770e+02 9.30944e+01 5.64770e+02 -1.00000e-02
5.65539e+02 9.11311e+01 5.65539e+02 -1.00000e-02
5.66307e+02 8.89011e+01 5.66307e+02 -1.00000e-02
5.67076e+02 8.68878e+01 5.67076e+02 -1.00000e-02
5.67844e+02 8.49533e+01 5.67844e+02 -1.00000e-02
5.68612e+02 8.29000e+01 5.68612e+02 -1.00000e-02
5.69381e+02 8.13656e+01 5.69381e+02 -1.00000e-02
5.70149e+02 7.97389e+01 5.70149e+02 -1.00000e-02
5.70917e+02 7.78322e+01 5.70917e+02 -1.00000e-02
5.71685e+02 7.64400e+01 5.71685e+02 -1.00000e-02
5.72453e+02 7.51911e+01 5.72453e+02 -1.00000e-02
5.73220e+02 7.33333e+01 5.73220e+02 -1.00000e-02
5.73988e+02 7.19344e+01 5.73988e+02 -1.00000e-02
5.74756e+02 7.03433e+01 5.74756e+02 -1.00000e-02
5.75523e+02 6.87944e+01 5.75523e+02 -1.00000e-02
5.76291e+02 6.73044e+01 5.76291e+02 -1.00000e-02
5.77058e+02 6.57811e+01 5.77058e+02 -1.00000e-02
5.77826e+02 6.41833e+01 5.77826e+02 -1.00000e-02
5.78593e+02 6.30822e+01 5.78593e+02 -1.00000e-02
5.79360e+02 6.19022e+01 5.79360e+02 -1.00000e-02
5.80127e+02 6.07144e+01 5.80127e+02 -1.00000e-02
5.80894e+02 5.96533e+01 5.80894e+02 -1.00000e-02
5.81661e+02 5.85767e+01 5.81661e+02 -1.00000e-02
5.82428e+02 5.73656e+01 5.82428e+02 -1.00000e-02
5.83195e+02 5.61856e+01 5.83195e+02 -1.00000e-02
5.83962e+02 5.49678e+01 5.83962e+02 -1.00000e-02
5.84728e+02 5.37233e+01 5.84728e+02 -1.00000e-02
5.85495e+02 5.25433e+01 5.85495e+02 -1.00000e-02
5.86261e+02 5.13778e+01 5.86261e+02 -1.00000e-02
5.87028e+02 5.04056e+01 5.87028e+02 -1.00000e-02
5.87794e+02 4.92867e+01 5.87794e+02 -1.00000e-02
5.88560e+02 4.83511e+01 5.88560e+02 -1.00000e-02
5.89326e+02 4.74233e+01 5.89326e+02 -1.00000e-02
5.90092e+02 4.67056e+01 5.90092e+02 -1.00000e-02
5.90858e+02 4.56133e+01 5.90858e+02 -1.00000e-02
5.91624e+02 4.44356e+01 5.91624e+02 -1.00000e-02
5.92390e+02 4.35511e+01 5.92390e+02 -1.00000e-02
5.93156e+02 4.27344e+01 5.93156e+02 -1.00000e-02
5.93922e+02 4.18167e+01 5.93922e+02 -1.00000e-02
5.94687e+02 4.08211e+01 5.94687e+02 -1.00000e-02
5.95453e+02 3.97567e+01 5.95453e+02 -1.00000e-02
5.96218e+02 3.89433e+01 5.96218e+02 -1.00000e-02
5.96984e+02 3.83633e+01 5.96984e+02 -1.00000e-02
5.97749e+02 3.72600e+01 5.97749e+02 -1.00000e-02
5.98514e+02 3.65400e+01 5.98514e+02 -1.00000e-02
5.99279e+02 3.56211e+01 5.99279e+02 -1.00000e-02
6.00044e+02 3.48078e+01 6.00044e+02 -1.00000e-02
6.00809e+02 3.40744e+01 6.00809e+02 -1.00000e-02
6.01574e+02 3.35589e+01 6.01574e+02 -1.00000e-02
6.02339e+02 3.26889e+01 6.02339e+02 -1.00000e-02
6.03104e+02 3.23411e+01 6.03104e+02 -1.00000e-02
6.03868e+02 3.14711e+01 6.03868e+02 -1.00000e-02
6.04633e+02 3.07911e+01 6.04633e+02 -1.00000e-02
6.05397e+02 3.01878e+01 6.05397e+02 -1.00000e-02
6.06162e+02 2.94667e+01 6.06162e+02 -1.00000e-02
6.06926e+02 2.87989e+01 6.06926e+02 -1.00000e-02
6.07690e+02 2.83067e+01 6.07690e+02 -1.00000e-02
6.08455e+02 2.76367e+01 6.08455e+02 -1.00000e-02
6.09219e+02 2.70611e+01 6.09219e+02 -1.00000e-02
6.09983e+02 2.66189e+01 6.09983e+02 -1.00000e-02
6.10747e+02 2.61033e+01 6.10747e+02 -1.00000e-02
6.11511e+02 2.55800e+01 6.11511e+02 -1.00000e-02
6.12274e+02 2.50456e+01 6.12274e+02 -1.00000e-02
6.13038e+02 2.43733e+01 6.13038e+02 -1.00000e-02
6.13802e+02 2.38967e+01 6.13802e+02 -1.00000e-02
6.14565e+02 2.35778e+01 6.14565e+02 -1.00000e-02
6.15329e+02 2.31089e+01 6.15329e+02 -1.00000e-02
6.16092e+02 2.26433e+01 6.16092e+02 -1.00000e-02
6.16855e+02 2.22633e+01 6.16855e+02 -1.00000e-02
6.17618e+02 2.19389e+01 6.17618e+02 -1.00000e-02
6.18382e+02 2.14133e+01 6.18382e+02 -1.00000e-02
6.19145e+02 2.08022e+01 6.19145e+02 -1.00000e-02
6.19908e+02 2.02867e+01 6.19908e+02 -1.00000e-02
6.20671e+02 1.98033e+01 6.20671e+02 -8.88889e-03
6.21433e+02 1.93300e+01 6.21433e+02 -8.88889e-03
6.22196e+02 1.89100e+01 6.22196e+02 -8.88889e-03
6.22959e+02 1.83289e+01 6.22959e+02 -1.00000e-02
6.23721e+02 1.80889e+01 6.23721e+02 -1.00000e-02
6.24484e+02 1.76844e+01 6.24484e+02 -1.00000e-02
6.25246e+02 1.72644e+01 6.25246e+02 -1.00000e-02
6.26009e+02 1.70133e+01 6.26009e+02 -1.00000e-02
6.26771e+02 1.67733e+01 6.26771e+02 -1.00000e-02
6.27533e+02 1.63989e+01 6.27533e+02 -1.00000e-02
6.28295e+02 1.60756e+01 6.28295e+02 -1.00000e-02
6.29057e+02 1.56089e+01 6.29057e+02 -1.00000e-02
6.29819e+02 1.53067e+01 6.29819e+02 -1.00000e-02
6.30581e+02 1.50478e+01 6.30581e+02 -1.00000e-02
6.31343e+02 1.47122e+01 6.31343e+02 -1.00000e-02
6.32104e+02 1.43233e+01 6.32104e+02 -1.00000e-02
6.32866e+02 1.40422e+01 6.32866e+02 -1.00000e-02
6.33627e+02 1.35844e+01 6.33627e+02 -1.00000e-02
6.34389e+02 1.35767e+01 6.34389e+02 -1.00000e-02
6.35150e+02 1.35367e+01 6.35150e+02 -1.00000e-02
6.35911e+02 1.32044e+01 6.35911e+02 -1.00000e-02
6.36673e+02 1.28967e+01 6.36673e+02 -1.00000e-02
6.37434e+02 1.26789e+01 6.37434e+02 -1.00000e-02
6.38195e+02 1.22278e+01 6.38195e+02 -1.00000e-02
6.38956e+02 1.21644e+01 6.38956e+02 -1.00000e-02
6.39717e+02 1.17344e+01 6.39717e+02 -1.00000e-02
6.40477e+02 1.11911e+01 6.40477e+02 -1.00000e-02
6.41238e+02 1.09467e+01 6.41238e+02 -1.00000e-02
6.41999e+02 1.06956e+01 6.41999e+02 -1.00000e-02
6.42759e+02 1.04589e+01 6.42759e+02 -1.00000e-02
6.43520e+02 1.03689e+01 6.43520e+02 -1.00000e-02
6.44280e+02 1.02233e+01 6.44280e+02 -1.00000e-02
6.45041e+02 1.00511e+01 6.45041e+02 -1.00000e-02
6.45801e+02 1.00422e+01 6.45801e+02 -1.00000e-02
6.46561e+02 9.94333e+00 6.46561e+02 -1.00000e-02
6.47321e+02 9.80111e+00 6.47321e+02 -1.00000e-02
6.48081e+02 9.57556e+00 6.48081e+02 -1.00000e-02
6.48841e+02 9.49778e+00 6.48841e+02 -1.00000e-02
6.49601e+02 9.26667e+00 6.49601e+02 -1.00000e-02
6.50360e+02 9.08444e+00 6.50360e+02 -1.00000e-02
6.51120e+02 8.78333e+00 6.51120e+02 -1.00000e-02
6.51880e+02 8.72778e+00 6.51880e+02 -1.00000e-02
6.52639e+02 8.41333e+00 6.52639e+02 -1.00000e-02
6.53399e+02 8.28000e+00 6.53399e+02 -1.00000e-02
6.54158e+02 7.95111e+00 6.54158e+02 -1.00000e-02
6.54917e+02 7.52667e+00 6.54917e+02 -1.00000e-02
6.55676e+02 7.44556e+00 6.55676e+02 -1.00000e-02
6.56435e+02 7.48000e+00 6.56435e+02 -1.00000e-02
6.57194e+02 7.18333e+00 6.57194e+02 -1.00000e-02
6.57953e+02 7.11444e+00 6.57953e+02 -1.00000e-02
6.58712e+02 7.05778e+00 6.58712e+02 -1.00000e-02
6.59471e+02 6.94111e+00 6.59471e+02 -1.00000e-02
6.60230e+02 6.87444e+00 6.60230e+02 -1.00000e-02
6.60988e+02 6.44556e+00 6.60988e+02 -1.00000e-02
6.61747e+02 5.98111e+00 6.61747e+02 -1.00000e-02
6.62505e+02 5.94444e+00 6.62505e+02 -1.00000e-02
6.63264e+02 5.69222e+00 6.63264e+02 -1.00000e-02
6.64022e+02 5.41667e+00 6.64022e+02 -1.00000e-02
6.64780e+02 5.20667e+00 6.64780e+02 -1.00000e-02
6.65538e+02 5.18667e+00 6.65538e+02 -1.00000e-02
6.66296e+02 5.46111e+00 6.66296e+02 -1.00000e-02
6.67054e+02 5.46889e+00 6.67054e+02 -1.00000e-02
6.67812e+02 5.35778e+00 6.67812e+02 -1.00000e-02
6.68570e+02 5.42778e+00 6.68570e+02 -1.00000e-02
6.69327e+02 5.29111e+00 6.69327e+02 -1.00000e-02
6.70085e+02 5.23889e+00 6.70085e+02 -5.55556e-03
6.70843e+02 5.17111e+00 6.70843e+02 0.00000e+00
6.71600e+02 4.92889e+00 6.71600e+02 0.00000e+00
6.72357e+02 4.85667e+00 6.72357e+02 0.00000e+00
6.73115e+02 4.82333e+00 6.73115e+02 0.00000e+00
6.73872e+02 4.61444e+00 6.73872e+02 0.00000e+00
6.74629e+02 4.62444e+00 6.74629e+02 0.00000e+00
6.75386e+02 4.66000e+00 6.75386e+02 0.00000e+00
6.76143e+02 4.60111e+00 6.76143e+02 0.00000e+00
6.76900e+02 4.62444e+00 6.76900e+02 -5.55556e-03
6.77657e+02 4.68333e+00 6.77657e+02 -1.00000e-02
6.78413e+02 4.43667e+00 6.78413e+02 -1.00000e-02
6.79170e+02 4.45667e+00 6.79170e+02 -1.00000e-02
6.79927e+02 4.28889e+00 6.79927e+02 -1.00000e-02
6.80683e+02 4.01778e+00 6.80683e+02 -1.00000e-02
6.81439e+02 3.59667e+00 6.81439e+02 -1.00000e-02
6.82196e+02 3.27444e+00 6.82196e+02 -1.00000e-02
6.82952e+02 3.03889e+00 6.82952e+02 -1.00000e-02
6.83708e+02 3.14000e+00 6.83708e+02 -1.00000e-02
6.84464e+02 2.88556e+00 6.84464e+02 -1.00000e-02
6.85220e+02 2.88778e+00 6.85220e+02 -1.00000e-02
6.85976e+02 2.97667e+00 6.85976e+02 -1.00000e-02
6.86732e+02 3.21000e+00 6.86732e+02 -1.00000e-02
6.87488e+02 3.17444e+00 6.87488e+02 -1.00000e-02
6.88243e+02 2.96556e+00 6.88243e+02 -1.00000e-02
6.88999e+02 2.80111e+00 6.88999e+02 -1.00000e-02
6.89754e+02 2.75000e+00 6.89754e+02 -1.00000e-02
6.90510e+02 2.73000e+00 6.90510e+02 -1.00000e-02
6.91265e+02 2.53556e+00 6.91265e+02 -1.00000e-02
6.92020e+02 2.41667e+00 6.92020e+02 -1.00000e-02
6.92775e+02 2.38556e+00 6.92775e+02 -1.00000e-02
6.93530e+02 2.46222e+00 6.93530e+02 -1.00000e-02
6.94285e+02 2.37000e+00 6.94285e+02 -1.00000e-02
6.95040e+02 2.29889e+00 6.95040e+02 -1.00000e-02
6.95795e+02 2.31444e+00 6.95795e+02 -1.00000e-02
6.96550e+02 2.51556e+00 6.96550e+02 -8.88889e-03
6.97304e+02 2.51889e+00 6.97304e+02 -1.00000e-02
6.98059e+02 2.72000e+00 6.98059e+02 -1.00000e-02
6.98813e+02 2.84333e+00 6.98813e+02 -1.00000e-02
6.99568e+02 2.87222e+00 6.99568e+02 -1.00000e-02
7.00322e+02 2.89444e+00 7.00322e+02 -1.00000e-02
7.01076e+02 2.60000e+00 7.01076e+02 -1.00000e-02
7.01831e+02 2.18444e+00 7.01831e+02 -1.00000e-02
7.02585e+02 2.08222e+00 7.02585e+02 -1.00000e-02
7.03339e+02 1.84667e+00 7.03339e+02 -1.00000e-02
7.04092e+02 1.74333e+00 7.04092e+02 -1.00000e-02
7.04846e+02 1.77667e+00 7.04846e+02 -1.00000e-02
7.05600e+02 1.65222e+00 7.05600e+02 -1.00000e-02
7.06354e+02 1.73000e+00 7.06354e+02 -1.00000e-02
7.07107e+02 1.98000e+00 7.07107e+02 -1.00000e-02
7.07861e+02 2.20444e+00 7.07861e+02 -1.00000e-02
7.08614e+02 2.11222e+00 7.08614e+02 -1.00000e-02
7.09367e+02 1.82444e+00 7.09367e+02 -1.00000e-02
7.10121e+02 1.65111e+00 7.10121e+02 -1.00000e-02
7.10874e+02 1.76333e+00 7.10874e+02 -1.00000e-02
7.11627e+02 1.57444e+00 7.11627e+02 -1.00000e-02
7.12380e+02 1.49667e+00 7.12380e+02 -1.00000e-02
7.13133e+02 1.01667e+00 7.13133e+02 -1.00000e-02
7.13886e+02 1.14444e+00 7.13886e+02 -1.00000e-02
7.14638e+02 1.34778e+00 7.14638e+02 -1.00000e-02
7.15391e+02 1.38444e+00 7.15391e+02 -1.00000e-02
7.16143e+02 1.26444e+00 7.16143e+02 -1.00000e-02
7.16896e+02 1.39444e+00 7.16896e+02 -1.00000e-02
7.17648e+02 1.35556e+00 7.17648e+02 -1.00000e-02
7.18401e+02 1.56667e+00 7.18401e+02 -1.00000e-02
7.19153e+02 1.67000e+00 7.19153e+02 -1.00000e-02
7.19905e+02 1.70556e+00 7.19905e+02 -1.00000e-02
7.20657e+02 1.80222e+00 7.20657e+02 -1.00000e-02
7.21409e+02 1.85667e+00 7.21409e+02 -1.00000e-02
7.22161e+02 1.89444e+00 7.22161e+02 -1.00000e-02
7.22913e+02 1.99333e+00 7.22913e+02 -1.00000e-02
7.23664e+02 1.95444e+00 7.23664e+02 -1.00000e-02
7.24416e+02 1.69111e+00 7.24416e+02 -1.00000e-02
7.25168e+02 1.43333e+00 7.25168e+02 -1.00000e-02
7.25919e+02 1.05778e+00 7.25919e+02 -1.00000e-02
7.26670e+02 9.04444e-01 7.26670e+02 -1.00000e-02
7.27422e+02 7.11111e-01 7.27422e+02 -1.00000e-02
7.28173e+02 5.58889e-01 7.28173e+02 -1.00000e-02
7.28924e+02 5.24444e-01 7.28924e+02 -1.00000e-02
7.29675e+02 5.53333e-01 7.29675e+02 -1.00000e-02
7.30426e+02 7.35556e-01 7.30426e+02 -1.00000e-02
7.31177e+02 7.75556e-01 7.31177e+02 -1.00000e-02
7.31928e+02 1.07667e+00 7.31928e+02 -1.00000e-02
7.32679e+02 1.15000e+00 7.32679e+02 -1.00000e-02
7.33429e+02 1.10778e+00 7.33429e+02 -1.00000e-02
7.34180e+02 1.13000e+00 7.34180e+02 -1.00000e-02
7.34930e+02 1.25333e+00 7.34930e+02 -1.00000e-02
7.35681e+02 1.23778e+00 7.35681e+02 -1.00000e-02
7.36431e+02 1.33778e+00 7.36431e+02 -1.00000e-02
7.37181e+02 1.12444e+00 7.37181e+02 -1.00000e-02
7.37931e+02 1.24111e+00 7.37931e+02 -1.00000e-02
7.38681e+02 1.32667e+00 7.38681e+02 -1.00000e-02
7.39431e+02 1.23000e+00 7.39431e+02 -1.00000e-02
7.40181e+02 9.25556e-01 7.40181e+02 -1.00000e-02
7.40931e+02 1.00444e+00 7.40931e+02 -1.00000e-02
7.41680e+02 8.02222e-01 7.41680e+02 -1.00000e-02
7.42430e+02 8.83333e-01 7.42430e+02 -1.00000e-02
7.43180e+02 6.87778e-01 7.43180e+02 -1.00000e-02
7.43929e+02 5.65556e-01 7.43929e+02 -1.00000e-02
7.44678e+02 6.16667e-01 7.44678e+02 -1.00000e-02
7.45428e+02 7.03333e-01 7.45428e+02 -1.00000e-02
7.46177e+02 4.75556e-01 7.46177e+02 -1.00000e-02
7.46926e+02 9.00000e-01 7.46926e+02 -1.00000e-02
7.47675e+02 7.92222e-01 7.47675e+02 -1.00000e-02
7.48424e+02 9.22222e-01 7.48424e+02 -1.00000e-02
7.49173e+02 8.31111e-01 7.49173e+02 -1.00000e-02
7.49922e+02 7.64444e-01 7.49922e+02 -1.00000e-02
7.50670e+02 7.47778e-01 7.50670e+02 -1.00000e-02
7.51419e+02 7.33333e-01 7.51419e+02 -1.00000e-02
7.52167e+02 3.78889e-01 7.52167e+02 -1.00000e-02
7.52916e+02 3.31111e-01 7.52916e+02 -1.00000e-02
7.53664e+02 2.62222e-01 7.53664e+02 -1.00000e-02
7.54412e+02 2.97778e-01 7.54412e+02 -1.00000e-02
7.55161e+02 1.52222e-01 7.55161e+02 -1.00000e-02
7.55909e+02 1.74444e-01 7.55909e+02 -1.00000e-02
7.56657e+02 2.75556e-01 7.56657e+02 -1.00000e-02
7.57405e+02 2.43333e-01 7.57405e+02 -1.00000e-02
7.58152e+02 1.62222e-01 7.58152e+02 -1.00000e-02
7.58900e+02 2.51111e-01 7.58900e+02 -1.00000e-02
7.59648e+02 2.83333e-01 7.59648e+02 -1.00000e-02
7.60395e+02 3.20000e-01 7.60395e+02 -1.00000e-02
7.61143e+02 2.65556e-01 7.61143e+02 -1.00000e-02
7.61890e+02 1.33333e-01 7.61890e+02 -1.00000e-02
7.62638e+02 2.22222e-02 7.62638e+02 -1.00000e-02
7.63385e+02 3.44444e-02 7.63385e+02 -1.00000e-02
7.64132e+02 -2.91111e-01 7.64132e+02 -1.00000e-02
7.64879e+02 -1.94444e-01 7.64879e+02 -1.00000e-02
7.65626e+02 -1.70000e-01 7.65626e+02 -1.00000e-02
7.66373e+02 -8.00000e-02 7.66373e+02 -1.00000e-02
7.67120e+02 2.66667e-02 7.67120e+02 -1.00000e-02
7.67866e+02 1.02222e-01 7.67866e+02 -1.00000e-02
7.68613e+02 4.33333e-02 7.68613e+02 -1.00000e-02
7.69359e+02 9.88889e-02 7.69359e+02 -1.00000e-02
7.70106e+02 8.11111e-02 7.70106e+02 -1.00000e-02
7.70852e+02 3.07778e-01 7.70852e+02 -1.00000e-02
7.71599e+02 2.32222e-01 7.71599e+02 -1.00000e-02
7.72345e+02 2.88889e-01 7.72345e+02 -1.00000e-02
7.73091e+02 3.66667e-01 7.73091e+02 -1.00000e-02
7.73837e+02 6.97778e-01 7.73837e+02 -1.00000e-02
7.74583e+02 8.66667e-01 7.74583e+02 -1.00000e-02
7.75329e+02 9.71111e-01 7.75329e+02 -1.00000e-02
7.76075e+02 8.28889e-01 7.76075e+02 -1.00000e-02
7.76820e+02 8.50000e-01 7.76820e+02 -1.00000e-02
7.77566e+02 7.53333e-01 7.77566e+02 -1.00000e-02
7.78311e+02 6.85556e-01 7.78311e+02 -1.00000e-02
7.79057e+02 4.73333e-01 7.79057e+02 -1.00000e-02
7.79802e+02 3.72222e-01 7.79802e+02 -1.00000e-02
7.80547e+02 2.11111e-01 7.80547e+02 -1.00000e-02
7.81293e+02 1.32222e-01 7.81293e+02 -1.00000e-02
7.82038e+02 3.05556e-01 7.82038e+02 -1.00000e-02
7.82783e+02 1.82222e-01 7.82783e+02 -1.00000e-02
7.83528e+02 1.48889e-01 7.83528e+02 -1.00000e-02
7.84272e+02 9.55556e-02 7.84272e+02 -1.00000e-02
7.85017e+02 1.24444e-01 7.85017e+02 -1.00000e-02
7.85762e+02 4.77778e-02 7.85762e+02 -1.00000e-02
7.86506e+02 1.85556e-01 7.86506e+02 -1.00000e-02
7.87251e+02 2.00000e-02 7.87251e+02 -1.00000e-02
7.87995e+02 1.77778e-02 7.87995e+02 -1.00000e-02
7.88740e+02 5.22222e-02 7.88740e+02 -1.00000e-02
7.89484e+02 -5.55556e-02 7.89484e+02 -1.00000e-02
7.90228e+02 1.31111e-01 7.90228e+02 -1.00000e-02
7.90972e+02 9.88889e-02 7.90972e+02 -1.00000e-02
7.91716e+02 8.11111e-02 7.91716e+02 -1.00000e-02
7.92460e+02 6.88889e-02 7.92460e+02 -1.00000e-02
7.93204e+02 2.24444e-01 7.93204e+02 -1.00000e-02
7.93947e+02 2.81111e-01 7.93947e+02 -1.00000e-02
7.94691e+02 4.92222e-01 7.94691e+02 -1.00000e-02
7.95434e+02 2.48889e-01 7.95434e+02 -1.00000e-02
7.96178e+02 2.06667e-01 7.96178e+02 -1.00000e-02
7.96921e+02 1.33333e-01 7.96921e+02 -1.00000e-02
7.97664e+02 1.22222e-02 7.97664e+02 -1.00000e-02
7.98408e+02 -1.68889e-01 7.98408e+02 -1.00000e-02
7.99151e+02 -2.55556e-02 7.99151e+02 -1.00000e-02
7.99894e+02 -1.45556e-01 7.99894e+02 -1.00000e-02
8.00637e+02 -2.83333e-01 8.00637e+02 -1.00000e-02
8.01380e+02 -1.45556e-01 8.01380e+02 -1.00000e-02
8.02122e+02 -1.55556e-01 8.02122e+02 -1.00000e-02
8.02865e+02 -2.11111e-01 8.02865e+02 -1.00000e-02
8.03608e+02 -5.44444e-02 8.03608e+02 -1.00000e-02
8.04350e+02 -1.97778e-01 8.04350e+02 -1.00000e-02
8.05092e+02 7.88889e-02 8.05092e+02 -1.00000e-02
8.05835e+02 3.96667e-01 8.05835e+02 -1.00000e-02
8.06577e+02 4.52222e-01 8.06577e+02 -1.00000e-02
8.07319e+02 4.23333e-01 8.07319e+02 -1.00000e-02
8.08061e+02 5.14444e-01 8.08061e+02 -1.00000e-02
8.08803e+02 4.92222e-01 8.08803e+02 -1.00000e-02
8.09545e+02 3.74444e-01 8.09545e+02 -1.00000e-02
8.10287e+02 2.25556e-01 8.10287e+02 -1.00000e-02
8.11028e+02 1.95556e-01 8.11028e+02 -1.00000e-02
8.11770e+02 1.97778e-01 8.11770e+02 -1.00000e-02
8.12512e+02 3.83333e-01 8.12512e+02 -1.00000e-02
8.13253e+02 6.32222e-01 8.13253e+02 -1.00000e-02
8.13994e+02 7.01111e-01 8.13994e+02 -1.00000e-02
8.14736e+02 8.98889e-01 8.14736e+02 -1.00000e-02
8.15477e+02 8.37778e-01 8.15477e+02 -1.00000e-02
8.16218e+02 6.94444e-01 8.16218e+02 -1.00000e-02
8.16959e+02 5.90000e-01 8.16959e+02 -1.00000e-02
8.17700e+02 3.16667e-01 8.17700e+02 -1.00000e-02
8.18441e+02 1.53333e-01 8.18441e+02 -1.00000e-02
8.19181e+02 1.46667e-01 8.19181e+02 -1.00000e-02
8.19922e+02 6.00000e-02 8.19922e+02 -1.00000e-02
8.20663e+02 1.12222e-01 8.20663e+02 -1.00000e-02
8.21403e+02 1.88889e-02 8.21403e+02 -1.00000e-02
8.22144e+02 8.88889e-02 8.22144e+02 -1.00000e-02
8.22884e+02 3.05556e-01 8.22884e+02 -1.00000e-02
8.23624e+02 3.86667e-01 8.23624e+02 -1.00000e-02
8.24364e+02 3.03333e-01 8.24364e+02 -1.00000e-02
8.25104e+02 2.56667e-01 8.25104e+02 -1.00000e-02
8.25844e+02 1.08889e-01 8.25844e+02 -1.00000e-02
8.26584e+02 8.22222e-02 8.26584e+02 -1.00000e-02
8.27324e+02 -3.33333e-03 8.27324e+02 -1.00000e-02
8.28064e+02 -6.00000e-02 8.28064e+02 -1.00000e-02
8.28803e+02 -1.45556e-01 8.28803e+02 -1.00000e-02
8.29543e+02 -2.30000e-01 8.29543e+02 -1.00000e-02
8.30282e+02 -2.71111e-01 8.30282e+02 -1.00000e-02
8.31021e+02 -2.07778e-01 8.31021e+02 -1.00000e-02
8.31761e+02 4.66667e-02 8.31761e+02 -1.00000e-02
8.32500e+02 1.01111e-01 8.32500e+02 -1.00000e-02
8.33239e+02 3.88889e-02 8.33239e+02 -1.00000e-02
8.33978e+02 -1.33333e-02 8.33978e+02 -1.00000e-02
8.34717e+02 -2.11111e-02 8.34717e+02 -1.00000e-02
8.35456e+02 1.92222e-01 8.35456e+02 -1.00000e-02
8.36194e+02 1.53333e-01 8.36194e+02 -1.00000e-02
8.36933e+02 1.20000e-01 8.36933e+02 -1.00000e-02
8.37672e+02 -1.88889e-02 8.37672e+02 -1.00000e-02
8.38410e+02 -9.00000e-02 8.38410e+02 -1.00000e-02
8.39148e+02 6.22222e-02 8.39148e+02 -1.00000e-02
8.39887e+02 1.58889e-01 8.39887e+02 -1.00000e-02
8.40625e+02 -3.44444e-02 8.40625e+02 -1.00000e-02
8.41363e+02 -3.77778e-02 8.41363e+02 -1.00000e-02
8.42101e+02 -1.60000e-01 8.42101e+02 -1.00000e-02
8.42839e+02 -2.31111e-01 8.42839e+02 -1.00000e-02
8.43577e+02 -1.30000e-01 8.43577e+02 -1.00000e-02
8.44315e+02 -3.24444e-01 8.44315e+02 -1.00000e-02
8.45052e+02 -3.51111e-01 8.45052e+02 -1.00000e-02
8.45790e+02 -1.93333e-01 8.45790e+02 -1.00000e-02
8.46527e+02 -2.36667e-01 8.46527e+02 -1.00000e-02
8.47265e+02 -2.47778e-01 8.47265e+02 -1.00000e-02
8.48002e+02 -1.88889e-01 8.48002e+02 -1.00000e-02
8.48739e+02 -2.41111e-01 8.48739e+02 -1.00000e-02
8.49476e+02 -2.38889e-01 8.49476e+02 -1.00000e-02
8.50213e+02 -2.27778e-01 8.50213e+02 -1.00000e-02
