Wavelength_01 CsPbBr3_PL Wavelength_02 CsPbBr3_Abs Wavelength_03 CsPbI3_PL Wavelength_04 CsPbI3_Abs
3.61569e+02 3.66224e+02 3.61569e+02 6.37778e-01 3.61569e+02 1.13828e+02 3.61569e+02 1.74000e+00
3.62357e+02 4.33327e+02 3.62357e+02 6.33333e-01 3.62357e+02 1.32048e+02 3.62357e+02 1.74000e+00
3.63145e+02 4.92266e+02 3.63145e+02 6.28889e-01 3.63145e+02 1.47003e+02 3.63145e+02 1.75000e+00
3.63933e+02 5.38463e+02 3.63933e+02 6.23333e-01 3.63933e+02 1.57604e+02 3.63933e+02 1.75111e+00
3.64721e+02 5.66911e+02 3.64721e+02 6.16667e-01 3.64721e+02 1.62089e+02 3.64721e+02 1.76000e+00
3.65509e+02 5.74809e+02 3.65509e+02 6.13333e-01 3.65509e+02 1.60389e+02 3.65509e+02 1.76667e+00
3.66297e+02 5.62354e+02 3.66297e+02 6.03333e-01 3.66297e+02 1.52980e+02 3.66297e+02 1.77000e+00
3.67085e+02 5.33158e+02 3.67085e+02 5.94444e-01 3.67085e+02 1.41036e+02 3.67085e+02 1.77778e+00
3.67872e+02 4.92827e+02 3.67872e+02 5.85556e-01 3.67872e+02 1.26762e+02 3.67872e+02 1.78000e+00
3.68660e+02 4.47299e+02 3.68660e+02 5.77778e-01 3.68660e+02 1.11848e+02 3.68660e+02 1.78556e+00
3.69447e+02 3.99268e+02 3.69447e+02 5.72222e-01 3.69447e+02 9.69544e+01 3.69447e+02 1.78889e+00
3.70235e+02 3.51864e+02 3.70235e+02 5.63333e-01 3.70235e+02 8.31544e+01 3.70235e+02 1.79000e+00
3.71022e+02 3.06780e+02 3.71022e+02 5.53333e-01 3.71022e+02 7.06611e+01 3.71022e+02 1.79222e+00
3.71809e+02 2.65383e+02 3.71809e+02 5.43333e-01 3.71809e+02 5.96656e+01 3.71809e+02 1.79444e+00
3.72596e+02 2.27942e+02 3.72596e+02 5.35556e-01 3.72596e+02 5.04567e+01 3.72596e+02 1.79667e+00
3.73383e+02 1.95376e+02 3.73383e+02 5.32222e-01 3.73383e+02 4.27833e+01 3.73383e+02 1.79778e+00
3.74170e+02 1.66470e+02 3.74170e+02 5.23333e-01 3.74170e+02 3.59233e+01 3.74170e+02 1.79667e+00
3.74957e+02 1.41711e+02 3.74957e+02 5.16667e-01 3.74957e+02 3.02000e+01 3.74957e+02 1.79667e+00
3.75744e+02 1.20764e+02 3.75744e+02 5.13333e-01 3.75744e+02 2.53600e+01 3.75744e+02 1.79444e+00
3.76531e+02 1.03719e+02 3.76531e+02 5.04444e-01 3.76531e+02 2.16833e+01 3.76531e+02 1.79111e+00
3.77318e+02 8.95422e+01 3.77318e+02 5.02222e-01 3.77318e+02 1.86400e+01 3.77318e+02 1.79000e+00
3.78105e+02 7.80256e+01 3.78105e+02 4.94444e-01 3.78105e+02 1.60033e+01 3.78105e+02 1.78667e+00
3.78891e+02 6.84033e+01 3.78891e+02 4.93333e-01 3.78891e+02 1.36533e+01 3.78891e+02 1.78222e+00
3.79678e+02 6.05067e+01 3.79678e+02 4.85556e-01 3.79678e+02 1.20744e+01 3.79678e+02 1.77667e+00
3.80464e+02 5.37522e+01 3.80464e+02 4.83333e-01 3.80464e+02 1.07722e+01 3.80464e+02 1.77000e+00
3.81251e+02 4.79122e+01 3.81251e+02 4.80000e-01 3.81251e+02 9.68333e+00 3.81251e+02 1.76222e+00
3.82037e+02 4.28111e+01 3.82037e+02 4.74444e-01 3.82037e+02 8.81889e+00 3.82037e+02 1.75111e+00
3.82823e+02 3.80700e+01 3.82823e+02 4.72222e-01 3.82823e+02 7.96000e+00 3.82823e+02 1.74000e+00
3.83609e+02 3.39211e+01 3.83609e+02 4.66667e-01 3.83609e+02 7.15667e+00 3.83609e+02 1.72667e+00
3.84395e+02 2.98122e+01 3.84395e+02 4.63333e-01 3.84395e+02 6.39111e+00 3.84395e+02 1.71333e+00
3.85181e+02 2.63956e+01 3.85181e+02 4.61111e-01 3.85181e+02 5.80556e+00 3.85181e+02 1.69667e+00
3.85967e+02 2.32700e+01 3.85967e+02 4.54444e-01 3.85967e+02 5.22222e+00 3.85967e+02 1.68000e+00
3.86753e+02 2.06100e+01 3.86753e+02 4.53333e-01 3.86753e+02 4.76000e+00 3.86753e+02 1.66222e+00
3.87539e+02 1.79767e+01 3.87539e+02 4.50000e-01 3.87539e+02 4.01778e+00 3.87539e+02 1.64333e+00
3.88325e+02 1.61711e+01 3.88325e+02 4.44444e-01 3.88325e+02 3.69889e+00 3.88325e+02 1.62111e+00
3.89110e+02 1.45367e+01 3.89110e+02 4.43333e-01 3.89110e+02 3.45444e+00 3.89110e+02 1.60000e+00
3.89896e+02 1.32089e+01 3.89896e+02 4.38889e-01 3.89896e+02 3.32111e+00 3.89896e+02 1.58000e+00
3.90682e+02 1.17511e+01 3.90682e+02 4.34444e-01 3.90682e+02 2.92889e+00 3.90682e+02 1.55667e+00
3.91467e+02 1.05722e+01 3.91467e+02 4.33333e-01 3.91467e+02 2.59000e+00 3.91467e+02 1.53000e+00
3.92252e+02 9.81444e+00 3.92252e+02 4.30000e-01 3.92252e+02 2.56889e+00 3.92252e+02 1.50778e+00
3.93038e+02 9.27222e+00 3.93038e+02 4.24444e-01 3.93038e+02 2.77000e+00 3.93038e+02 1.48556e+00
3.93823e+02 8.39333e+00 3.93823e+02 4.23333e-01 3.93823e+02 2.50778e+00 3.93823e+02 1.46000e+00
3.94608e+02 7.56667e+00 3.94608e+02 4.21111e-01 3.94608e+02 2.34222e+00 3.94608e+02 1.43889e+00
3.95393e+02 7.06778e+00 3.95393e+02 4.15556e-01 3.95393e+02 2.17222e+00 3.95393e+02 1.41111e+00
3.96178e+02 6.82778e+00 3.96178e+02 4.13333e-01 3.96178e+02 2.28556e+00 3.96178e+02 1.39000e+00
3.96963e+02 6.38000e+00 3.96963e+02 4.11111e-01 3.96963e+02 2.16333e+00 3.96963e+02 1.36444e+00
3.97748e+02 5.59111e+00 3.97748e+02 4.06667e-01 3.97748e+02 1.82444e+00 3.97748e+02 1.34000e+00
3.98533e+02 5.04667e+00 3.98533e+02 4.03333e-01 3.98533e+02 1.57667e+00 3.98533e+02 1.32000e+00
3.99318e+02 4.79444e+00 3.99318e+02 4.02222e-01 3.99318e+02 1.53333e+00 3.99318e+02 1.30000e+00
4.00102e+02 4.53667e+00 4.00102e+02 4.00000e-01 4.00102e+02 1.41333e+00 4.00102e+02 1.28000e+00
4.00887e+02 4.21333e+00 4.00887e+02 3.95556e-01 4.00887e+02 1.36000e+00 4.00887e+02 1.25667e+00
4.01671e+02 3.67222e+00 4.01671e+02 3.93333e-01 4.01671e+02 1.01000e+00 4.01671e+02 1.23222e+00
4.02456e+02 3.73000e+00 4.02456e+02 3.91111e-01 4.02456e+02 1.23333e+00 4.02456e+02 1.21000e+00
4.03240e+02 3.82889e+00 4.03240e+02 3.86667e-01 4.03240e+02 1.28111e+00 4.03240e+02 1.19000e+00
4.04025e+02 3.85000e+00 4.04025e+02 3.83333e-01 4.04025e+02 1.34556e+00 4.04025e+02 1.17000e+00
4.04809e+02 3.58000e+00 4.04809e+02 3.82222e-01 4.04809e+02 1.22333e+00 4.04809e+02 1.15000e+00
4.05593e+02 3.60889e+00 4.05593e+02 3.80000e-01 4.05593e+02 1.24778e+00 4.05593e+02 1.13111e+00
4.06377e+02 3.62778e+00 4.06377e+02 3.76667e-01 4.06377e+02 1.26889e+00 4.06377e+02 1.11444e+00
4.07161e+02 3.79667e+00 4.07161e+02 3.73333e-01 4.07161e+02 1.46222e+00 4.07161e+02 1.09778e+00
4.07945e+02 3.94333e+00 4.07945e+02 3.72222e-01 4.07945e+02 1.60778e+00 4.07945e+02 1.08000e+00
4.08729e+02 3.80111e+00 4.08729e+02 3.70000e-01 4.08729e+02 1.52889e+00 4.08729e+02 1.06000e+00
4.09513e+02 3.52222e+00 4.09513e+02 3.65556e-01 4.09513e+02 1.29889e+00 4.09513e+02 1.04444e+00
4.10296e+02 3.52444e+00 4.10296e+02 3.63333e-01 4.10296e+02 1.43111e+00 4.10296e+02 1.03000e+00
4.11080e+02 3.43667e+00 4.11080e+02 3.62222e-01 4.11080e+02 1.48556e+00 4.11080e+02 1.01222e+00
4.11863e+02 3.26667e+00 4.11863e+02 3.60000e-01 4.11863e+02 1.37222e+00 4.11863e+02 1.00000e+00
4.12647e+02 2.97222e+00 4.12647e+02 3.58889e-01 4.12647e+02 1.15333e+00 4.12647e+02 9.83333e-01
4.13430e+02 2.41778e+00 4.13430e+02 3.54444e-01 4.13430e+02 7.05556e-01 4.13430e+02 9.70000e-01
4.14214e+02 2.57889e+00 4.14214e+02 3.53333e-01 4.14214e+02 9.17778e-01 4.14214e+02 9.57778e-01
4.14997e+02 2.56778e+00 4.14997e+02 3.51111e-01 4.14997e+02 9.96667e-01 4.14997e+02 9.40000e-01
4.15780e+02 2.70222e+00 4.15780e+02 3.50000e-01 4.15780e+02 1.15444e+00 4.15780e+02 9.30000e-01
4.16563e+02 2.67222e+00 4.16563e+02 3.50000e-01 4.16563e+02 1.13889e+00 4.16563e+02 9.17778e-01
4.17346e+02 2.61444e+00 4.17346e+02 3.44444e-01 4.17346e+02 1.16444e+00 4.17346e+02 9.00000e-01
4.18129e+02 2.80889e+00 4.18129e+02 3.43333e-01 4.18129e+02 1.34222e+00 4.18129e+02 8.90000e-01
4.18912e+02 3.15444e+00 4.18912e+02 3.41111e-01 4.18912e+02 1.71889e+00 4.18912e+02 8.80000e-01
4.19695e+02 2.94111e+00 4.19695e+02 3.40000e-01 4.19695e+02 1.59111e+00 4.19695e+02 8.68889e-01
4.20478e+02 2.96667e+00 4.20478e+02 3.40000e-01 4.20478e+02 1.65111e+00 4.20478e+02 8.55556e-01
4.21261e+02 2.83889e+00 4.21261e+02 3.37778e-01 4.21261e+02 1.56111e+00 4.21261e+02 8.43333e-01
4.22043e+02 2.76556e+00 4.22043e+02 3.33333e-01 4.22043e+02 1.47111e+00 4.22043e+02 8.30000e-01
4.22826e+02 2.68000e+00 4.22826e+02 3.33333e-01 4.22826e+02 1.43333e+00 4.22826e+02 8.20000e-01
4.23608e+02 2.77444e+00 4.23608e+02 3.31111e-01 4.23608e+02 1.57333e+00 4.23608e+02 8.10000e-01
4.24391e+02 2.43000e+00 4.24391e+02 3.30000e-01 4.24391e+02 1.30556e+00 4.24391e+02 8.00000e-01
4.25173e+02 2.56111e+00 4.25173e+02 3.30000e-01 4.25173e+02 1.44444e+00 4.25173e+02 7.90000e-01
4.25955e+02 2.38222e+00 4.25955e+02 3.24444e-01 4.25955e+02 1.24222e+00 4.25955e+02 7.80000e-01
4.26737e+02 2.47111e+00 4.26737e+02 3.23333e-01 4.26737e+02 1.39333e+00 4.26737e+02 7.70000e-01
4.27520e+02 2.47333e+00 4.27520e+02 3.22222e-01 4.27520e+02 1.45333e+00 4.27520e+02 7.60000e-01
4.28302e+02 2.58111e+00 4.28302e+02 3.20000e-01 4.28302e+02 1.49333e+00 4.28302e+02 7.50000e-01
4.29084e+02 2.43778e+00 4.29084e+02 3.20000e-01 4.29084e+02 1.44778e+00 4.29084e+02 7.40000e-01
4.29865e+02 2.59333e+00 4.29865e+02 3.20000e-01 4.29865e+02 1.53000e+00 4.29865e+02 7.30000e-01
4.30647e+02 2.47778e+00 4.30647e+02 3.20000e-01 4.30647e+02 1.38556e+00 4.30647e+02 7.28889e-01
4.31429e+02 2.70000e+00 4.31429e+02 3.17778e-01 4.31429e+02 1.57444e+00 4.31429e+02 7.20000e-01
4.32211e+02 2.68000e+00 4.32211e+02 3.14444e-01 4.32211e+02 1.37222e+00 4.32211e+02 7.10000e-01
4.32992e+02 2.50333e+00 4.32992e+02 3.13333e-01 4.32992e+02 1.23111e+00 4.32992e+02 7.00000e-01
4.33774e+02 2.61333e+00 4.33774e+02 3.10000e-01 4.33774e+02 1.30778e+00 4.33774e+02 6.90000e-01
4.34555e+02 2.43222e+00 4.34555e+02 3.10000e-01 4.34555e+02 1.03000e+00 4.34555e+02 6.80000e-01
4.35337e+02 2.46889e+00 4.35337e+02 3.10000e-01 4.35337e+02 1.18667e+00 4.35337e+02 6.70000e-01
4.36118e+02 2.56000e+00 4.36118e+02 3.07778e-01 4.36118e+02 1.27889e+00 4.36118e+02 6.66667e-01
4.36899e+02 2.26778e+00 4.36899e+02 3.04444e-01 4.36899e+02 9.67778e-01 4.36899e+02 6.60000e-01
4.37680e+02 2.29000e+00 4.37680e+02 3.02222e-01 4.37680e+02 1.01667e+00 4.37680e+02 6.50000e-01
4.38461e+02 2.41778e+00 4.38461e+02 3.00000e-01 4.38461e+02 1.21556e+00 4.38461e+02 6.40000e-01
4.39242e+02 2.33889e+00 4.39242e+02 3.00000e-01 4.39242e+02 1.14889e+00 4.39242e+02 6.34444e-01
4.40023e+02 2.35000e+00 4.40023e+02 2.98889e-01 4.40023e+02 1.29444e+00 4.40023e+02 6.30000e-01
4.40804e+02 2.21000e+00 4.40804e+02 2.94444e-01 4.40804e+02 1.03667e+00 4.40804e+02 6.20000e-01
4.41585e+02 2.25778e+00 4.41585e+02 2.92222e-01 4.41585e+02 1.03444e+00 4.41585e+02 6.10000e-01
4.42366e+02 2.52444e+00 4.42366e+02 2.90000e-01 4.42366e+02 1.28667e+00 4.42366e+02 6.10000e-01
4.43146e+02 2.39778e+00 4.43146e+02 2.90000e-01 4.43146e+02 1.17333e+00 4.43146e+02 6.00000e-01
4.43927e+02 2.49333e+00 4.43927e+02 2.90000e-01 4.43927e+02 1.13444e+00 4.43927e+02 5.94444e-01
4.44707e+02 2.56333e+00 4.44707e+02 2.90000e-01 4.44707e+02 1.19222e+00 4.44707e+02 5.90000e-01
4.45488e+02 2.89000e+00 4.45488e+02 2.90000e-01 4.45488e+02 1.43222e+00 4.45488e+02 5.80000e-01
4.46268e+02 2.92556e+00 4.46268e+02 2.90000e-01 4.46268e+02 1.47778e+00 4.46268e+02 5.80000e-01
4.47048e+02 2.84667e+00 4.47048e+02 2.84444e-01 4.47048e+02 1.47667e+00 4.47048e+02 5.70000e-01
4.47828e+02 3.03222e+00 4.47828e+02 2.82222e-01 4.47828e+02 1.50222e+00 4.47828e+02 5.63333e-01
4.48609e+02 3.29111e+00 4.48609e+02 2.81111e-01 4.48609e+02 1.70333e+00 4.48609e+02 5.60000e-01
4.49389e+02 3.53222e+00 4.49389e+02 2.80000e-01 4.49389e+02 1.82111e+00 4.49389e+02 5.51111e-01
4.50169e+02 3.47222e+00 4.50169e+02 2.80000e-01 4.50169e+02 1.67889e+00 4.50169e+02 5.50000e-01
4.50948e+02 3.63778e+00 4.50948e+02 2.80000e-01 4.50948e+02 1.64556e+00 4.50948e+02 5.40000e-01
4.51728e+02 3.84333e+00 4.51728e+02 2.78889e-01 4.51728e+02 1.61333e+00 4.51728e+02 5.40000e-01
4.52508e+02 4.16000e+00 4.52508e+02 2.75556e-01 4.52508e+02 1.70889e+00 4.52508e+02 5.31111e-01
4.53288e+02 4.24444e+00 4.53288e+02 2.73333e-01 4.53288e+02 1.72556e+00 4.53288e+02 5.30000e-01
4.54067e+02 4.23667e+00 4.54067e+02 2.71111e-01 4.54067e+02 1.55000e+00 4.54067e+02 5.27778e-01
4.54847e+02 4.29778e+00 4.54847e+02 2.70000e-01 4.54847e+02 1.44111e+00 4.54847e+02 5.20000e-01
4.55626e+02 4.66667e+00 4.55626e+02 2.70000e-01 4.55626e+02 1.62000e+00 4.55626e+02 5.18889e-01
4.56406e+02 4.58000e+00 4.56406e+02 2.70000e-01 4.56406e+02 1.35000e+00 4.56406e+02 5.10000e-01
4.57185e+02 4.96333e+00 4.57185e+02 2.70000e-01 4.57185e+02 1.48889e+00 4.57185e+02 5.10000e-01
4.57964e+02 4.98889e+00 4.57964e+02 2.68889e-01 4.57964e+02 1.29556e+00 4.57964e+02 5.02222e-01
4.58743e+02 4.97778e+00 4.58743e+02 2.66667e-01 4.58743e+02 9.80000e-01 4.58743e+02 5.00000e-01
4.59522e+02 5.40667e+00 4.59522e+02 2.64444e-01 4.59522e+02 1.11444e+00 4.59522e+02 4.98889e-01
4.60301e+02 5.74333e+00 4.60301e+02 2.63333e-01 4.60301e+02 1.11444e+00 4.60301e+02 4.90000e-01
4.61080e+02 6.03222e+00 4.61080e+02 2.61111e-01 4.61080e+02 9.90000e-01 4.61080e+02 4.90000e-01
4.61859e+02 6.38778e+00 4.61859e+02 2.60000e-01 4.61859e+02 8.87778e-01 4.61859e+02 4.80000e-01
4.62638e+02 6.85000e+00 4.62638e+02 2.60000e-01 4.62638e+02 9.35556e-01 4.62638e+02 4.80000e-01
4.63417e+02 7.36111e+00 4.63417e+02 2.60000e-01 4.63417e+02 8.86667e-01 4.63417e+02 4.75556e-01
4.64195e+02 8.23222e+00 4.64195e+02 2.60000e-01 4.64195e+02 1.19000e+00 4.64195e+02 4.70000e-01
4.64974e+02 8.78111e+00 4.64974e+02 2.60000e-01 4.64974e+02 1.11889e+00 4.64974e+02 4.70000e-01
4.65752e+02 9.49444e+00 4.65752e+02 2.56667e-01 4.65752e+02 1.22778e+00 4.65752e+02 4.61111e-01
4.66531e+02 1.03344e+01 4.66531e+02 2.53333e-01 4.66531e+02 1.35556e+00 4.66531e+02 4.60000e-01
4.67309e+02 1.14011e+01 4.67309e+02 2.52222e-01 4.67309e+02 1.61778e+00 4.67309e+02 4.60000e-01
4.68087e+02 1.19733e+01 4.68087e+02 2.52222e-01 4.68087e+02 1.46556e+00 4.68087e+02 4.50000e-01
4.68865e+02 1.28722e+01 4.68865e+02 2.51111e-01 4.68865e+02 1.43889e+00 4.68865e+02 4.50000e-01
4.69644e+02 1.38622e+01 4.69644e+02 2.50000e-01 4.69644e+02 1.59889e+00 4.69644e+02 4.50000e-01
4.70422e+02 1.49422e+01 4.70422e+02 2.50000e-01 4.70422e+02 1.49444e+00 4.70422e+02 4.40000e-01
4.71200e+02 1.59422e+01 4.71200e+02 2.50000e-01 4.71200e+02 1.29778e+00 4.71200e+02 4.40000e-01
4.71977e+02 1.72300e+01 4.71977e+02 2.50000e-01 4.71977e+02 1.26333e+00 4.71977e+02 4.40000e-01
4.72755e+02 1.84778e+01 4.72755e+02 2.50000e-01 4.72755e+02 1.09889e+00 4.72755e+02 4.30000e-01
4.73533e+02 2.01400e+01 4.73533e+02 2.50000e-01 4.73533e+02 1.16222e+00 4.73533e+02 4.30000e-01
4.74311e+02 2.16511e+01 4.74311e+02 2.50000e-01 4.74311e+02 1.18111e+00 4.74311e+02 4.30000e-01
4.75088e+02 2.33544e+01 4.75088e+02 2.50000e-01 4.75088e+02 1.02111e+00 4.75088e+02 4.20000e-01
4.75866e+02 2.51178e+01 4.75866e+02 2.50000e-01 4.75866e+02 9.72222e-01 4.75866e+02 4.20000e-01
4.76643e+02 2.72956e+01 4.76643e+02 2.47778e-01 4.76643e+02 1.01111e+00 4.76643e+02 4.20000e-01
4.77420e+02 2.93800e+01 4.77420e+02 2.46667e-01 4.77420e+02 8.85556e-01 4.77420e+02 4.14444e-01
4.78198e+02 3.19056e+01 4.78198e+02 2.45556e-01 4.78198e+02 1.03444e+00 4.78198e+02 4.10000e-01
4.78975e+02 3.47267e+01 4.78975e+02 2.43333e-01 4.78975e+02 1.23222e+00 4.78975e+02 4.10000e-01
4.79752e+02 3.77344e+01 4.79752e+02 2.43333e-01 4.79752e+02 1.23556e+00 4.79752e+02 4.10000e-01
4.80529e+02 4.08522e+01 4.80529e+02 2.43333e-01 4.80529e+02 1.12333e+00 4.80529e+02 4.01111e-01
4.81306e+02 4.45200e+01 4.81306e+02 2.40000e-01 4.81306e+02 1.33000e+00 4.81306e+02 4.00000e-01
4.82083e+02 4.81356e+01 4.82083e+02 2.40000e-01 4.82083e+02 1.25000e+00 4.82083e+02 4.00000e-01
4.82860e+02 5.22167e+01 4.82860e+02 2.40000e-01 4.82860e+02 1.28444e+00 4.82860e+02 3.98889e-01
4.83637e+02 5.65067e+01 4.83637e+02 2.40000e-01 4.83637e+02 1.34000e+00 4.83637e+02 3.90000e-01
4.84413e+02 6.12600e+01 4.84413e+02 2.40000e-01 4.84413e+02 1.13556e+00 4.84413e+02 3.90000e-01
4.85190e+02 6.66544e+01 4.85190e+02 2.40000e-01 4.85190e+02 1.23000e+00 4.85190e+02 3.90000e-01
4.85966e+02 7.23278e+01 4.85966e+02 2.40000e-01 4.85966e+02 1.21889e+00 4.85966e+02 3.90000e-01
4.86743e+02 7.84733e+01 4.86743e+02 2.40000e-01 4.86743e+02 1.19333e+00 4.86743e+02 3.80000e-01
4.87519e+02 8.50811e+01 4.87519e+02 2.40000e-01 4.87519e+02 1.06333e+00 4.87519e+02 3.80000e-01
4.88295e+02 9.26356e+01 4.88295e+02 2.40000e-01 4.88295e+02 1.16111e+00 4.88295e+02 3.80000e-01
4.89072e+02 1.00863e+02 4.89072e+02 2.40000e-01 4.89072e+02 1.04000e+00 4.89072e+02 3.80000e-01
4.89848e+02 1.09484e+02 4.89848e+02 2.40000e-01 4.89848e+02 9.60000e-01 4.89848e+02 3.72222e-01
4.90624e+02 1.18869e+02 4.90624e+02 2.40000e-01 4.90624e+02 7.81111e-01 4.90624e+02 3.70000e-01
4.91400e+02 1.29328e+02 4.91400e+02 2.40000e-01 4.91400e+02 8.64444e-01 4.91400e+02 3.70000e-01
4.92176e+02 1.40521e+02 4.92176e+02 2.40000e-01 4.92176e+02 9.10000e-01 4.92176e+02 3.70000e-01
4.92952e+02 1.53076e+02 4.92952e+02 2.40000e-01 4.92952e+02 1.10778e+00 4.92952e+02 3.68889e-01
4.93727e+02 1.66249e+02 4.93727e+02 2.40000e-01 4.93727e+02 8.72222e-01 4.93727e+02 3.61111e-01
4.94503e+02 1.80688e+02 4.94503e+02 2.40000e-01 4.94503e+02 8.92222e-01 4.94503e+02 3.60000e-01
4.95279e+02 1.96660e+02 4.95279e+02 2.40000e-01 4.95279e+02 9.21111e-01 4.95279e+02 3.60000e-01
4.96054e+02 2.13692e+02 4.96054e+02 2.40000e-01 4.96054e+02 9.88889e-01 4.96054e+02 3.60000e-01
4.96830e+02 2.32600e+02 4.96830e+02 2.40000e-01 4.96830e+02 1.16778e+00 4.96830e+02 3.60000e-01
4.97605e+02 2.53017e+02 4.97605e+02 2.40000e-01 4.97605e+02 1.00667e+00 4.97605e+02 3.57778e-01
4.98380e+02 2.75057e+02 4.98380e+02 2.40000e-01 4.98380e+02 9.54444e-01 4.98380e+02 3.50000e-01
4.99156e+02 2.98457e+02 4.99156e+02 2.40000e-01 4.99156e+02 1.06111e+00 4.99156e+02 3.50000e-01
4.99931e+02 3.23788e+02 4.99931e+02 2.40000e-01 4.99931e+02 1.02333e+00 4.99931e+02 3.50000e-01
5.00706e+02 3.50783e+02 5.00706e+02 2.40000e-01 5.00706e+02 1.14667e+00 5.00706e+02 3.50000e-01
5.01481e+02 3.80184e+02 5.01481e+02 2.40000e-01 5.01481e+02 1.33556e+00 5.01481e+02 3.40000e-01
5.02256e+02 4.10990e+02 5.02256e+02 2.40000e-01 5.02256e+02 1.34889e+00 5.02256e+02 3.40000e-01
5.03031e+02 4.43688e+02 5.03031e+02 2.40000e-01 5.03031e+02 1.31222e+00 5.03031e+02 3.40000e-01
5.03805e+02 4.78607e+02 5.03805e+02 2.40000e-01 5.03805e+02 1.30667e+00 5.03805e+02 3.40000e-01
5.04580e+02 5.16036e+02 5.04580e+02 2.40000e-01 5.04580e+02 1.25556e+00 5.04580e+02 3.37778e-01
5.05355e+02 5.55207e+02 5.05355e+02 2.40000e-01 5.05355e+02 1.39111e+00 5.05355e+02 3.31111e-01
5.06129e+02 5.96106e+02 5.06129e+02 2.40000e-01 5.06129e+02 1.13111e+00 5.06129e+02 3.30000e-01
5.06904e+02 6.38327e+02 5.06904e+02 2.40000e-01 5.06904e+02 9.13333e-01 5.06904e+02 3.30000e-01
5.07678e+02 6.81173e+02 5.07678e+02 2.40000e-01 5.07678e+02 7.58889e-01 5.07678e+02 3.30000e-01
5.08452e+02 7.24867e+02 5.08452e+02 2.40000e-01 5.08452e+02 8.16667e-01 5.08452e+02 3.30000e-01
5.09227e+02 7.68299e+02 5.09227e+02 2.40000e-01 5.09227e+02 9.15556e-01 5.09227e+02 3.30000e-01
5.10001e+02 8.10233e+02 5.10001e+02 2.40000e-01 5.10001e+02 9.90000e-01 5.10001e+02 3.30000e-01
5.10775e+02 8.50254e+02 5.10775e+02 2.40000e-01 5.10775e+02 8.80000e-01 5.10775e+02 3.23333e-01
5.11549e+02 8.86670e+02 5.11549e+02 2.38889e-01 5.11549e+02 1.18889e+00 5.11549e+02 3.20000e-01
5.12323e+02 9.18548e+02 5.12323e+02 2.33333e-01 5.12323e+02 1.35444e+00 5.12323e+02 3.20000e-01
5.13097e+02 9.45313e+02 5.13097e+02 2.30000e-01 5.13097e+02 1.35333e+00 5.13097e+02 3.20000e-01
5.13871e+02 9.65023e+02 5.13871e+02 2.25556e-01 5.13871e+02 1.52333e+00 5.13871e+02 3.20000e-01
5.14644e+02 9.76820e+02 5.14644e+02 2.20000e-01 5.14644e+02 1.73222e+00 5.14644e+02 3.20000e-01
5.15418e+02 9.80674e+02 5.15418e+02 2.16667e-01 5.15418e+02 1.46889e+00 5.15418e+02 3.20000e-01
5.16192e+02 9.76294e+02 5.16192e+02 2.10000e-01 5.16192e+02 1.41111e+00 5.16192e+02 3.16667e-01
5.16965e+02 9.63772e+02 5.16965e+02 2.01111e-01 5.16965e+02 1.17333e+00 5.16965e+02 3.13333e-01
5.17738e+02 9.42928e+02 5.17738e+02 2.00000e-01 5.17738e+02 1.02667e+00 5.17738e+02 3.10000e-01
5.18512e+02 9.15724e+02 5.18512e+02 1.90000e-01 5.18512e+02 9.07778e-01 5.18512e+02 3.10000e-01
5.19285e+02 8.82702e+02 5.19285e+02 1.80000e-01 5.19285e+02 8.13333e-01 5.19285e+02 3.10000e-01
5.20058e+02 8.44712e+02 5.20058e+02 1.80000e-01 5.20058e+02 5.74444e-01 5.20058e+02 3.10000e-01
5.20831e+02 8.03008e+02 5.20831e+02 1.70000e-01 5.20831e+02 8.31111e-01 5.20831e+02 3.10000e-01
5.21604e+02 7.58487e+02 5.21604e+02 1.60000e-01 5.21604e+02 7.72222e-01 5.21604e+02 3.05556e-01
5.22377e+02 7.13156e+02 5.22377e+02 1.50000e-01 5.22377e+02 1.07889e+00 5.22377e+02 3.00000e-01
5.23150e+02 6.67696e+02 5.23150e+02 1.50000e-01 5.23150e+02 1.18000e+00 5.23150e+02 3.00000e-01
5.23923e+02 6.22199e+02 5.23923e+02 1.40000e-01 5.23923e+02 1.36111e+00 5.23923e+02 3.00000e-01
5.24696e+02 5.77654e+02 5.24696e+02 1.40000e-01 5.24696e+02 1.23333e+00 5.24696e+02 3.00000e-01
5.25468e+02 5.35118e+02 5.25468e+02 1.30000e-01 5.25468e+02 1.47667e+00 5.25468e+02 3.00000e-01
5.26241e+02 4.94661e+02 5.26241e+02 1.30000e-01 5.26241e+02 1.44778e+00 5.26241e+02 3.00000e-01
5.27013e+02 4.56669e+02 5.27013e+02 1.24444e-01 5.27013e+02 1.67778e+00 5.27013e+02 2.95556e-01
5.27786e+02 4.20583e+02 5.27786e+02 1.20000e-01 5.27786e+02 1.39222e+00 5.27786e+02 2.90000e-01
5.28558e+02 3.87383e+02 5.28558e+02 1.20000e-01 5.28558e+02 1.34333e+00 5.28558e+02 2.90000e-01
5.29330e+02 3.56501e+02 5.29330e+02 1.20000e-01 5.29330e+02 1.39667e+00 5.29330e+02 2.90000e-01
5.30102e+02 3.28034e+02 5.30102e+02 1.18889e-01 5.30102e+02 1.68111e+00 5.30102e+02 2.90000e-01
