Wavelength_01 CsPbBr3_PL Wavelength_02 CsPbBr3_Abs Wavelength_03 CsPbI3_PL Wavelength_04 CsPbI3_Abs
5.30875e+02 3.01586e+02 5.30875e+02 1.10000e-01 5.30875e+02 1.61000e+00 5.30875e+02 2.90000e-01
5.31647e+02 2.77168e+02 5.31647e+02 1.10000e-01 5.31647e+02 1.68000e+00 5.31647e+02 2.90000e-01
5.32418e+02 2.54634e+02 5.32418e+02 1.10000e-01 5.32418e+02 1.74000e+00 5.32418e+02 2.86667e-01
5.33190e+02 2.34022e+02 5.33190e+02 1.10000e-01 5.33190e+02 1.80000e+00 5.33190e+02 2.80000e-01
5.33962e+02 2.15140e+02 5.33962e+02 1.10000e-01 5.33962e+02 2.07444e+00 5.33962e+02 2.80000e-01
5.34734e+02 1.97531e+02 5.34734e+02 1.10000e-01 5.34734e+02 2.06778e+00 5.34734e+02 2.80000e-01
5.35505e+02 1.81451e+02 5.35505e+02 1.10000e-01 5.35505e+02 1.95667e+00 5.35505e+02 2.80000e-01
5.36277e+02 1.66680e+02 5.36277e+02 1.10000e-01 5.36277e+02 2.00556e+00 5.36277e+02 2.78889e-01
5.37049e+02 1.53240e+02 5.37049e+02 1.02222e-01 5.37049e+02 2.01333e+00 5.37049e+02 2.70000e-01
5.37820e+02 1.40636e+02 5.37820e+02 1.00000e-01 5.37820e+02 1.82778e+00 5.37820e+02 2.70000e-01
5.38591e+02 1.29257e+02 5.38591e+02 1.00000e-01 5.38591e+02 1.86889e+00 5.38591e+02 2.70000e-01
5.39363e+02 1.18666e+02 5.39363e+02 1.00000e-01 5.39363e+02 1.51111e+00 5.39363e+02 2.70000e-01
5.40134e+02 1.09158e+02 5.40134e+02 1.00000e-01 5.40134e+02 1.17000e+00 5.40134e+02 2.70000e-01
5.40905e+02 1.00538e+02 5.40905e+02 1.00000e-01 5.40905e+02 9.44444e-01 5.40905e+02 2.70000e-01
5.41676e+02 9.26578e+01 5.41676e+02 1.00000e-01 5.41676e+02 7.15556e-01 5.41676e+02 2.70000e-01
5.42447e+02 8.55167e+01 5.42447e+02 1.00000e-01 5.42447e+02 8.76667e-01 5.42447e+02 2.70000e-01
5.43218e+02 7.92078e+01 5.43218e+02 1.00000e-01 5.43218e+02 1.02778e+00 5.43218e+02 2.70000e-01
5.43988e+02 7.31133e+01 5.43988e+02 1.00000e-01 5.43988e+02 1.19778e+00 5.43988e+02 2.61111e-01
5.44759e+02 6.75078e+01 5.44759e+02 1.00000e-01 5.44759e+02 1.61556e+00 5.44759e+02 2.60000e-01
5.45530e+02 6.21544e+01 5.45530e+02 1.00000e-01 5.45530e+02 2.13222e+00 5.45530e+02 2.60000e-01
5.46300e+02 5.73700e+01 5.46300e+02 1.00000e-01 5.46300e+02 2.97444e+00 5.46300e+02 2.60000e-01
5.47071e+02 5.28778e+01 5.47071e+02 1.00000e-01 5.47071e+02 3.62111e+00 5.47071e+02 2.60000e-01
5.47841e+02 4.87922e+01 5.47841e+02 1.00000e-01 5.47841e+02 4.19556e+00 5.47841e+02 2.60000e-01
5.48611e+02 4.49244e+01 5.48611e+02 1.00000e-01 5.48611e+02 5.04222e+00 5.48611e+02 2.60000e-01
5.49382e+02 4.13667e+01 5.49382e+02 1.00000e-01 5.49382e+02 5.67111e+00 5.49382e+02 2.50000e-01
5.50152e+02 3.80844e+01 5.50152e+02 1.00000e-01 5.50152e+02 6.27556e+00 5.50152e+02 2.50000e-01
5.50922e+02 3.51000e+01 5.50922e+02 1.00000e-01 5.50922e+02 7.04556e+00 5.50922e+02 2.50000e-01
5.51692e+02 3.21389e+01 5.51692e+02 1.00000e-01 5.51692e+02 7.36667e+00 5.51692e+02 2.50000e-01
5.52462e+02 2.94956e+01 5.52462e+02 1.00000e-01 5.52462e+02 7.98778e+00 5.52462e+02 2.50000e-01
5.53232e+02 2.70722e+01 5.53232e+02 1.00000e-01 5.53232e+02 8.73333e+00 5.53232e+02 2.50000e-01
5.54001e+02 2.48500e+01 5.54001e+02 1.00000e-01 5.54001e+02 9.38556e+00 5.54001e+02 2.50000e-01
5.54771e+02 2.29278e+01 5.54771e+02 1.00000e-01 5.54771e+02 1.02522e+01 5.54771e+02 2.50000e-01
5.55541e+02 2.10956e+01 5.55541e+02 1.00000e-01 5.55541e+02 1.12122e+01 5.55541e+02 2.50000e-01
5.56310e+02 1.96233e+01 5.56310e+02 9.88889e-02 5.56310e+02 1.23033e+01 5.56310e+02 2.50000e-01
5.57080e+02 1.82067e+01 5.57080e+02 9.00000e-02 5.57080e+02 1.34800e+01 5.57080e+02 2.42222e-01
5.57849e+02 1.69956e+01 5.57849e+02 9.00000e-02 5.57849e+02 1.46989e+01 5.57849e+02 2.40000e-01
5.58618e+02 1.58967e+01 5.58618e+02 9.00000e-02 5.58618e+02 1.61922e+01 5.58618e+02 2.40000e-01
5.59388e+02 1.48244e+01 5.59388e+02 9.00000e-02 5.59388e+02 1.76300e+01 5.59388e+02 2.40000e-01
5.60157e+02 1.38267e+01 5.60157e+02 9.00000e-02 5.60157e+02 1.92678e+01 5.60157e+02 2.40000e-01
5.60926e+02 1.30589e+01 5.60926e+02 9.00000e-02 5.60926e+02 2.11067e+01 5.60926e+02 2.40000e-01
5.61695e+02 1.22033e+01 5.61695e+02 9.00000e-02 5.61695e+02 2.29889e+01 5.61695e+02 2.40000e-01
5.62464e+02 1.15444e+01 5.62464e+02 9.00000e-02 5.62464e+02 2.51344e+01 5.62464e+02 2.40000e-01
5.63233e+02 1.08689e+01 5.63233e+02 9.00000e-02 5.63233e+02 2.75244e+01 5.63233e+02 2.40000e-01
5.64001e+02 1.00589e+01 5.64001e+02 9.00000e-02 5.64001e+02 2.95544e+01 5.64001e+02 2.40000e-01
5.64770e+02 9.56000e+00 5.64770e+02 9.00000e-02 5.64770e+02 3.21344e+01 5.64770e+02 2.30000e-01
5.65539e+02 8.97444e+00 5.65539e+02 9.00000e-02 5.65539e+02 3.46311e+01 5.65539e+02 2.30000e-01
5.66307e+02 8.31556e+00 5.66307e+02 9.00000e-02 5.66307e+02 3.72922e+01 5.66307e+02 2.30000e-01
5.67076e+02 7.77778e+00 5.67076e+02 9.00000e-02 5.67076e+02 4.00867e+01 5.67076e+02 2.30000e-01
5.67844e+02 7.35333e+00 5.67844e+02 9.00000e-02 5.67844e+02 4.31478e+01 5.67844e+02 2.30000e-01
5.68612e+02 6.88889e+00 5.68612e+02 9.00000e-02 5.68612e+02 4.61856e+01 5.68612e+02 2.30000e-01
5.69381e+02 6.50111e+00 5.69381e+02 9.00000e-02 5.69381e+02 4.97411e+01 5.69381e+02 2.30000e-01
5.70149e+02 6.09222e+00 5.70149e+02 9.00000e-02 5.70149e+02 5.32967e+01 5.70149e+02 2.30000e-01
5.70917e+02 5.78444e+00 5.70917e+02 9.00000e-02 5.70917e+02 5.72144e+01 5.70917e+02 2.30000e-01
5.71685e+02 5.55333e+00 5.71685e+02 9.00000e-02 5.71685e+02 6.11322e+01 5.71685e+02 2.30000e-01
5.72453e+02 5.36000e+00 5.72453e+02 9.00000e-02 5.72453e+02 6.53344e+01 5.72453e+02 2.28889e-01
5.73220e+02 4.80333e+00 5.73220e+02 9.00000e-02 5.73220e+02 6.93644e+01 5.73220e+02 2.20000e-01
5.73988e+02 4.44667e+00 5.73988e+02 9.00000e-02 5.73988e+02 7.35144e+01 5.73988e+02 2.20000e-01
5.74756e+02 4.10000e+00 5.74756e+02 9.00000e-02 5.74756e+02 7.77356e+01 5.74756e+02 2.20000e-01
5.75523e+02 3.78556e+00 5.75523e+02 9.00000e-02 5.75523e+02 8.22378e+01 5.75523e+02 2.20000e-01
5.76291e+02 3.42667e+00 5.76291e+02 9.00000e-02 5.76291e+02 8.67478e+01 5.76291e+02 2.20000e-01
5.77058e+02 3.27111e+00 5.77058e+02 9.00000e-02 5.77058e+02 9.16911e+01 5.77058e+02 2.20000e-01
5.77826e+02 3.12000e+00 5.77826e+02 9.00000e-02 5.77826e+02 9.68156e+01 5.77826e+02 2.20000e-01
5.78593e+02 3.21889e+00 5.78593e+02 9.00000e-02 5.78593e+02 1.02374e+02 5.78593e+02 2.20000e-01
5.79360e+02 3.08778e+00 5.79360e+02 9.00000e-02 5.79360e+02 1.08024e+02 5.79360e+02 2.20000e-01
5.80127e+02 2.90222e+00 5.80127e+02 9.00000e-02 5.80127e+02 1.13876e+02 5.80127e+02 2.20000e-01
5.80894e+02 2.58333e+00 5.80894e+02 9.00000e-02 5.80894e+02 1.19640e+02 5.80894e+02 2.20000e-01
5.81661e+02 2.67000e+00 5.81661e+02 9.00000e-02 5.81661e+02 1.26153e+02 5.81661e+02 2.17778e-01
5.82428e+02 2.47222e+00 5.82428e+02 9.00000e-02 5.82428e+02 1.32423e+02 5.82428e+02 2.10000e-01
5.83195e+02 2.15444e+00 5.83195e+02 9.00000e-02 5.83195e+02 1.38709e+02 5.83195e+02 2.10000e-01
5.83962e+02 1.72444e+00 5.83962e+02 9.00000e-02 5.83962e+02 1.44948e+02 5.83962e+02 2.10000e-01
5.84728e+02 1.65333e+00 5.84728e+02 9.00000e-02 5.84728e+02 1.51510e+02 5.84728e+02 2.10000e-01
5.85495e+02 1.78111e+00 5.85495e+02 8.66667e-02 5.85495e+02 1.57989e+02 5.85495e+02 2.10000e-01
5.86261e+02 1.86556e+00 5.86261e+02 8.55556e-02 5.86261e+02 1.64552e+02 5.86261e+02 2.10000e-01
5.87028e+02 1.69889e+00 5.87028e+02 8.55556e-02 5.87028e+02 1.70830e+02 5.87028e+02 2.10000e-01
5.87794e+02 1.63000e+00 5.87794e+02 8.44444e-02 5.87794e+02 1.77584e+02 5.87794e+02 2.02222e-01
5.88560e+02 1.46778e+00 5.88560e+02 8.11111e-02 5.88560e+02 1.84329e+02 5.88560e+02 2.00000e-01
5.89326e+02 1.74222e+00 5.89326e+02 8.00000e-02 5.89326e+02 1.91456e+02 5.89326e+02 2.00000e-01
5.90092e+02 1.66889e+00 5.90092e+02 8.00000e-02 5.90092e+02 1.98500e+02 5.90092e+02 2.00000e-01
5.90858e+02 1.46222e+00 5.90858e+02 8.00000e-02 5.90858e+02 2.05707e+02 5.90858e+02 2.00000e-01
5.91624e+02 1.19333e+00 5.91624e+02 8.66667e-02 5.91624e+02 2.12922e+02 5.91624e+02 2.00000e-01
5.92390e+02 1.09556e+00 5.92390e+02 8.55556e-02 5.92390e+02 2.20292e+02 5.92390e+02 2.00000e-01
5.93156e+02 9.56667e-01 5.93156e+02 8.66667e-02 5.93156e+02 2.27582e+02 5.93156e+02 2.00000e-01
5.93922e+02 1.04444e+00 5.93922e+02 9.00000e-02 5.93922e+02 2.35214e+02 5.93922e+02 2.00000e-01
5.94687e+02 8.35556e-01 5.94687e+02 9.00000e-02 5.94687e+02 2.42663e+02 5.94687e+02 2.00000e-01
5.95453e+02 1.01556e+00 5.95453e+02 9.00000e-02 5.95453e+02 2.50657e+02 5.95453e+02 2.00000e-01
5.96218e+02 9.56667e-01 5.96218e+02 9.00000e-02 5.96218e+02 2.58534e+02 5.96218e+02 2.00000e-01
5.96984e+02 1.26889e+00 5.96984e+02 9.00000e-02 5.96984e+02 2.66912e+02 5.96984e+02 1.98889e-01
5.97749e+02 1.12667e+00 5.97749e+02 9.00000e-02 5.97749e+02 2.74756e+02 5.97749e+02 1.91111e-01
5.98514e+02 1.18667e+00 5.98514e+02 9.00000e-02 5.98514e+02 2.82950e+02 5.98514e+02 1.90000e-01
5.99279e+02 1.17889e+00 5.99279e+02 8.44444e-02 5.99279e+02 2.91343e+02 5.99279e+02 1.90000e-01
6.00044e+02 1.11778e+00 6.00044e+02 8.00000e-02 6.00044e+02 2.99950e+02 6.00044e+02 1.90000e-01
6.00809e+02 1.22778e+00 6.00809e+02 8.00000e-02 6.00809e+02 3.09017e+02 6.00809e+02 1.90000e-01
6.01574e+02 1.30667e+00 6.01574e+02 8.00000e-02 6.01574e+02 3.18146e+02 6.01574e+02 1.90000e-01
6.02339e+02 1.23778e+00 6.02339e+02 8.00000e-02 6.02339e+02 3.27603e+02 6.02339e+02 1.90000e-01
6.03104e+02 1.35444e+00 6.03104e+02 8.00000e-02 6.03104e+02 3.37903e+02 6.03104e+02 1.90000e-01
6.03868e+02 1.25000e+00 6.03868e+02 8.00000e-02 6.03868e+02 3.48067e+02 6.03868e+02 1.90000e-01
6.04633e+02 9.54444e-01 6.04633e+02 8.00000e-02 6.04633e+02 3.58359e+02 6.04633e+02 1.90000e-01
6.05397e+02 1.04222e+00 6.05397e+02 8.00000e-02 6.05397e+02 3.69187e+02 6.05397e+02 1.90000e-01
6.06162e+02 7.45556e-01 6.06162e+02 8.00000e-02 6.06162e+02 3.79692e+02 6.06162e+02 1.88889e-01
6.06926e+02 7.44444e-01 6.06926e+02 8.00000e-02 6.06926e+02 3.90789e+02 6.06926e+02 1.80000e-01
6.07690e+02 6.94444e-01 6.07690e+02 8.00000e-02 6.07690e+02 4.01694e+02 6.07690e+02 1.80000e-01
6.08455e+02 7.01111e-01 6.08455e+02 8.00000e-02 6.08455e+02 4.12370e+02 6.08455e+02 1.80000e-01
6.09219e+02 1.17444e+00 6.09219e+02 8.00000e-02 6.09219e+02 4.23658e+02 6.09219e+02 1.80000e-01
6.09983e+02 1.75778e+00 6.09983e+02 8.00000e-02 6.09983e+02 4.34909e+02 6.09983e+02 1.80000e-01
6.10747e+02 1.95444e+00 6.10747e+02 8.00000e-02 6.10747e+02 4.46252e+02 6.10747e+02 1.80000e-01
6.11511e+02 2.04778e+00 6.11511e+02 8.00000e-02 6.11511e+02 4.57814e+02 6.11511e+02 1.80000e-01
6.12274e+02 1.88000e+00 6.12274e+02 8.00000e-02 6.12274e+02 4.69199e+02 6.12274e+02 1.80000e-01
6.13038e+02 1.85222e+00 6.13038e+02 8.00000e-02 6.13038e+02 4.81132e+02 6.13038e+02 1.80000e-01
6.13802e+02 1.78111e+00 6.13802e+02 8.00000e-02 6.13802e+02 4.93366e+02 6.13802e+02 1.80000e-01
6.14565e+02 1.42667e+00 6.14565e+02 8.00000e-02 6.14565e+02 5.05532e+02 6.14565e+02 1.72222e-01
6.15329e+02 1.14444e+00 6.15329e+02 8.00000e-02 6.15329e+02 5.17982e+02 6.15329e+02 1.70000e-01
6.16092e+02 8.65556e-01 6.16092e+02 8.00000e-02 6.16092e+02 5.29510e+02 6.16092e+02 1.70000e-01
6.16855e+02 7.34444e-01 6.16855e+02 8.00000e-02 6.16855e+02 5.41164e+02 6.16855e+02 1.70000e-01
6.17618e+02 6.22222e-01 6.17618e+02 8.00000e-02 6.17618e+02 5.52696e+02 6.17618e+02 1.70000e-01
6.18382e+02 6.37778e-01 6.18382e+02 8.00000e-02 6.18382e+02 5.64049e+02 6.18382e+02 1.70000e-01
6.19145e+02 7.96667e-01 6.19145e+02 8.00000e-02 6.19145e+02 5.75452e+02 6.19145e+02 1.70000e-01
6.19908e+02 8.36667e-01 6.19908e+02 8.00000e-02 6.19908e+02 5.86001e+02 6.19908e+02 1.70000e-01
6.20671e+02 9.07778e-01 6.20671e+02 8.00000e-02 6.20671e+02 5.95797e+02 6.20671e+02 1.70000e-01
6.21433e+02 1.02111e+00 6.21433e+02 8.00000e-02 6.21433e+02 6.05272e+02 6.21433e+02 1.70000e-01
6.22196e+02 1.09667e+00 6.22196e+02 8.00000e-02 6.22196e+02 6.14394e+02 6.22196e+02 1.70000e-01
6.22959e+02 1.20889e+00 6.22959e+02 8.00000e-02 6.22959e+02 6.22659e+02 6.22959e+02 1.61111e-01
6.23721e+02 1.08778e+00 6.23721e+02 8.00000e-02 6.23721e+02 6.30442e+02 6.23721e+02 1.60000e-01
6.24484e+02 7.76667e-01 6.24484e+02 8.00000e-02 6.24484e+02 6.37566e+02 6.24484e+02 1.60000e-01
6.25246e+02 7.36667e-01 6.25246e+02 8.00000e-02 6.25246e+02 6.44577e+02 6.25246e+02 1.60000e-01
6.26009e+02 3.78889e-01 6.26009e+02 8.00000e-02 6.26009e+02 6.51016e+02 6.26009e+02 1.60000e-01
6.26771e+02 3.50000e-01 6.26771e+02 8.00000e-02 6.26771e+02 6.58153e+02 6.26771e+02 1.60000e-01
6.27533e+02 2.42222e-01 6.27533e+02 8.00000e-02 6.27533e+02 6.63974e+02 6.27533e+02 1.60000e-01
6.28295e+02 3.43333e-01 6.28295e+02 8.00000e-02 6.28295e+02 6.70187e+02 6.28295e+02 1.60000e-01
6.29057e+02 3.33333e-01 6.29057e+02 8.00000e-02 6.29057e+02 6.75526e+02 6.29057e+02 1.60000e-01
6.29819e+02 3.58889e-01 6.29819e+02 8.00000e-02 6.29819e+02 6.80352e+02 6.29819e+02 1.60000e-01
6.30581e+02 4.31111e-01 6.30581e+02 8.00000e-02 6.30581e+02 6.84781e+02 6.30581e+02 1.60000e-01
6.31343e+02 7.01111e-01 6.31343e+02 8.00000e-02 6.31343e+02 6.88687e+02 6.31343e+02 1.60000e-01
6.32104e+02 8.24444e-01 6.32104e+02 8.00000e-02 6.32104e+02 6.91359e+02 6.32104e+02 1.58889e-01
6.32866e+02 7.04444e-01 6.32866e+02 8.00000e-02 6.32866e+02 6.93578e+02 6.32866e+02 1.55556e-01
6.33627e+02 7.78889e-01 6.33627e+02 8.00000e-02 6.33627e+02 6.95502e+02 6.33627e+02 1.55556e-01
6.34389e+02 6.26667e-01 6.34389e+02 8.00000e-02 6.34389e+02 6.96309e+02 6.34389e+02 1.57778e-01
6.35150e+02 6.42222e-01 6.35150e+02 8.00000e-02 6.35150e+02 6.96733e+02 6.35150e+02 1.55556e-01
6.35911e+02 2.26667e-01 6.35911e+02 8.00000e-02 6.35911e+02 6.96068e+02 6.35911e+02 1.53333e-01
6.36673e+02 2.12222e-01 6.36673e+02 8.00000e-02 6.36673e+02 6.94950e+02 6.36673e+02 1.50000e-01
6.37434e+02 -6.55556e-02 6.37434e+02 8.00000e-02 6.37434e+02 6.93593e+02 6.37434e+02 1.50000e-01
6.38195e+02 1.88889e-02 6.38195e+02 8.00000e-02 6.38195e+02 6.91710e+02 6.38195e+02 1.50000e-01
6.38956e+02 -3.08889e-01 6.38956e+02 8.00000e-02 6.38956e+02 6.88319e+02 6.38956e+02 1.50000e-01
6.39717e+02 -2.30000e-01 6.39717e+02 8.00000e-02 6.39717e+02 6.84983e+02 6.39717e+02 1.50000e-01
6.40477e+02 -8.55556e-02 6.40477e+02 8.00000e-02 6.40477e+02 6.80912e+02 6.40477e+02 1.50000e-01
6.41238e+02 2.20000e-01 6.41238e+02 8.00000e-02 6.41238e+02 6.76861e+02 6.41238e+02 1.50000e-01
6.41999e+02 3.33333e-02 6.41999e+02 8.00000e-02 6.41999e+02 6.71953e+02 6.41999e+02 1.48889e-01
6.42759e+02 1.30000e-01 6.42759e+02 8.00000e-02 6.42759e+02 6.65733e+02 6.42759e+02 1.40000e-01
6.43520e+02 2.31111e-01 6.43520e+02 8.00000e-02 6.43520e+02 6.58899e+02 6.43520e+02 1.40000e-01
6.44280e+02 1.76667e-01 6.44280e+02 8.00000e-02 6.44280e+02 6.51663e+02 6.44280e+02 1.40000e-01
6.45041e+02 2.76667e-01 6.45041e+02 8.00000e-02 6.45041e+02 6.44141e+02 6.45041e+02 1.40000e-01
6.45801e+02 2.41111e-01 6.45801e+02 8.00000e-02 6.45801e+02 6.35727e+02 6.45801e+02 1.40000e-01
6.46561e+02 2.44444e-01 6.46561e+02 8.00000e-02 6.46561e+02 6.26614e+02 6.46561e+02 1.40000e-01
6.47321e+02 2.77778e-01 6.47321e+02 7.00000e-02 6.47321e+02 6.17233e+02 6.47321e+02 1.40000e-01
6.48081e+02 2.46667e-01 6.48081e+02 7.00000e-02 6.48081e+02 6.07796e+02 6.48081e+02 1.40000e-01
6.48841e+02 4.44444e-02 6.48841e+02 7.00000e-02 6.48841e+02 5.98160e+02 6.48841e+02 1.40000e-01
6.49601e+02 3.51111e-01 6.49601e+02 7.00000e-02 6.49601e+02 5.88804e+02 6.49601e+02 1.40000e-01
6.50360e+02 3.38889e-01 6.50360e+02 7.11111e-02 6.50360e+02 5.78424e+02 6.50360e+02 1.40000e-01
6.51120e+02 1.54444e-01 6.51120e+02 7.22222e-02 6.51120e+02 5.67570e+02 6.51120e+02 1.40000e-01
6.51880e+02 -2.03333e-01 6.51880e+02 7.22222e-02 6.51880e+02 5.56272e+02 6.51880e+02 1.40000e-01
6.52639e+02 -1.01111e-01 6.52639e+02 7.22222e-02 6.52639e+02 5.45062e+02 6.52639e+02 1.40000e-01
6.53399e+02 -9.44444e-02 6.53399e+02 7.22222e-02 6.53399e+02 5.33414e+02 6.53399e+02 1.37778e-01
6.54158e+02 5.22222e-02 6.54158e+02 7.22222e-02 6.54158e+02 5.21487e+02 6.54158e+02 1.31111e-01
6.54917e+02 5.55556e-02 6.54917e+02 7.00000e-02 6.54917e+02 5.08776e+02 6.54917e+02 1.37778e-01
6.55676e+02 -1.65556e-01 6.55676e+02 7.00000e-02 6.55676e+02 4.95761e+02 6.55676e+02 1.40000e-01
6.56435e+02 5.88889e-02 6.56435e+02 7.00000e-02 6.56435e+02 4.83418e+02 6.56435e+02 1.30000e-01
6.57194e+02 3.96667e-01 6.57194e+02 7.00000e-02 6.57194e+02 4.70731e+02 6.57194e+02 1.30000e-01
6.57953e+02 3.18889e-01 6.57953e+02 7.00000e-02 6.57953e+02 4.57251e+02 6.57953e+02 1.30000e-01
6.58712e+02 4.25556e-01 6.58712e+02 7.00000e-02 6.58712e+02 4.44303e+02 6.58712e+02 1.30000e-01
6.59471e+02 6.27778e-01 6.59471e+02 7.00000e-02 6.59471e+02 4.31048e+02 6.59471e+02 1.30000e-01
6.60230e+02 7.31111e-01 6.60230e+02 7.00000e-02 6.60230e+02 4.18228e+02 6.60230e+02 1.30000e-01
6.60988e+02 1.01000e+00 6.60988e+02 7.00000e-02 6.60988e+02 4.05330e+02 6.60988e+02 1.30000e-01
6.61747e+02 9.97778e-01 6.61747e+02 7.00000e-02 6.61747e+02 3.92200e+02 6.61747e+02 1.30000e-01
6.62505e+02 9.81111e-01 6.62505e+02 7.00000e-02 6.62505e+02 3.79244e+02 6.62505e+02 1.30000e-01
6.63264e+02 1.11444e+00 6.63264e+02 7.22222e-02 6.63264e+02 3.66951e+02 6.63264e+02 1.30000e-01
6.64022e+02 9.31111e-01 6.64022e+02 7.22222e-02 6.64022e+02 3.53972e+02 6.64022e+02 1.30000e-01
6.64780e+02 6.32222e-01 6.64780e+02 7.00000e-02 6.64780e+02 3.41283e+02 6.64780e+02 1.30000e-01
6.65538e+02 5.03333e-01 6.65538e+02 7.33333e-02 6.65538e+02 3.28607e+02 6.65538e+02 1.30000e-01
6.66296e+02 1.68889e-01 6.66296e+02 8.00000e-02 6.66296e+02 3.16424e+02 6.66296e+02 1.30000e-01
6.67054e+02 2.84444e-01 6.67054e+02 8.00000e-02 6.67054e+02 3.04393e+02 6.67054e+02 1.30000e-01
6.67812e+02 2.23333e-01 6.67812e+02 8.00000e-02 6.67812e+02 2.92741e+02 6.67812e+02 1.30000e-01
6.68570e+02 5.68889e-01 6.68570e+02 8.00000e-02 6.68570e+02 2.81547e+02 6.68570e+02 1.30000e-01
6.69327e+02 5.68889e-01 6.69327e+02 7.88889e-02 6.69327e+02 2.70616e+02 6.69327e+02 1.30000e-01
6.70085e+02 5.44444e-01 6.70085e+02 7.00000e-02 6.70085e+02 2.59780e+02 6.70085e+02 1.30000e-01
6.70843e+02 5.31111e-01 6.70843e+02 7.00000e-02 6.70843e+02 2.49354e+02 6.70843e+02 1.30000e-01
6.71600e+02 6.93333e-01 6.71600e+02 7.00000e-02 6.71600e+02 2.39274e+02 6.71600e+02 1.30000e-01
6.72357e+02 6.23333e-01 6.72357e+02 7.00000e-02 6.72357e+02 2.29269e+02 6.72357e+02 1.21111e-01
6.73115e+02 5.12222e-01 6.73115e+02 7.00000e-02 6.73115e+02 2.19340e+02 6.73115e+02 1.30000e-01
6.73872e+02 -7.77778e-03 6.73872e+02 7.00000e-02 6.73872e+02 2.09433e+02 6.73872e+02 1.30000e-01
6.74629e+02 6.66667e-02 6.74629e+02 7.00000e-02 6.74629e+02 2.00470e+02 6.74629e+02 1.30000e-01
6.75386e+02 3.98889e-01 6.75386e+02 7.00000e-02 6.75386e+02 1.92206e+02 6.75386e+02 1.30000e-01
6.76143e+02 4.33333e-01 6.76143e+02 7.00000e-02 6.76143e+02 1.83878e+02 6.76143e+02 1.30000e-01
6.76900e+02 2.66667e-01 6.76900e+02 7.00000e-02 6.76900e+02 1.75828e+02 6.76900e+02 1.30000e-01
6.77657e+02 -5.11111e-02 6.77657e+02 7.22222e-02 6.77657e+02 1.68142e+02 6.77657e+02 1.30000e-01
6.78413e+02 2.13333e-01 6.78413e+02 7.22222e-02 6.78413e+02 1.61363e+02 6.78413e+02 1.30000e-01
6.79170e+02 5.43333e-01 6.79170e+02 7.00000e-02 6.79170e+02 1.54704e+02 6.79170e+02 1.30000e-01
6.79927e+02 5.72222e-01 6.79927e+02 7.00000e-02 6.79927e+02 1.48100e+02 6.79927e+02 1.30000e-01
6.80683e+02 2.90000e-01 6.80683e+02 7.00000e-02 6.80683e+02 1.41460e+02 6.80683e+02 1.30000e-01
6.81439e+02 2.90000e-01 6.81439e+02 7.00000e-02 6.81439e+02 1.35136e+02 6.81439e+02 1.30000e-01
6.82196e+02 7.78889e-01 6.82196e+02 7.00000e-02 6.82196e+02 1.29337e+02 6.82196e+02 1.30000e-01
6.82952e+02 9.54444e-01 6.82952e+02 7.00000e-02 6.82952e+02 1.23656e+02 6.82952e+02 1.30000e-01
6.83708e+02 8.47778e-01 6.83708e+02 7.00000e-02 6.83708e+02 1.17887e+02 6.83708e+02 1.30000e-01
6.84464e+02 6.72222e-01 6.84464e+02 7.00000e-02 6.84464e+02 1.12434e+02 6.84464e+02 1.30000e-01
6.85220e+02 4.78889e-01 6.85220e+02 7.00000e-02 6.85220e+02 1.07236e+02 6.85220e+02 1.30000e-01
6.85976e+02 6.13333e-01 6.85976e+02 7.00000e-02 6.85976e+02 1.02621e+02 6.85976e+02 1.30000e-01
6.86732e+02 6.12222e-01 6.86732e+02 7.00000e-02 6.86732e+02 9.81156e+01 6.86732e+02 1.30000e-01
6.87488e+02 2.92222e-01 6.87488e+02 7.22222e-02 6.87488e+02 9.35156e+01 6.87488e+02 1.30000e-01
6.88243e+02 2.11111e-01 6.88243e+02 7.11111e-02 6.88243e+02 8.90511e+01 6.88243e+02 1.30000e-01
6.88999e+02 9.33333e-02 6.88999e+02 7.00000e-02 6.88999e+02 8.48133e+01 6.88999e+02 1.30000e-01
6.89754e+02 2.77778e-02 6.89754e+02 7.11111e-02 6.89754e+02 8.10633e+01 6.89754e+02 1.30000e-01
6.90510e+02 2.48889e-01 6.90510e+02 7.00000e-02 6.90510e+02 7.74767e+01 6.90510e+02 1.30000e-01
6.91265e+02 2.05556e-01 6.91265e+02 7.00000e-02 6.91265e+02 7.39556e+01 6.91265e+02 1.20000e-01
6.92020e+02 5.77778e-02 6.92020e+02 7.00000e-02 6.92020e+02 7.05000e+01 6.92020e+02 1.20000e-01
6.92775e+02 -7.22222e-02 6.92775e+02 7.00000e-02 6.92775e+02 6.72333e+01 6.92775e+02 1.20000e-01
6.93530e+02 1.55556e-02 6.93530e+02 7.00000e-02 6.93530e+02 6.44522e+01 6.93530e+02 1.20000e-01
6.94285e+02 9.00000e-02 6.94285e+02 7.00000e-02 6.94285e+02 6.17011e+01 6.94285e+02 1.20000e-01
6.95040e+02 1.47778e-01 6.95040e+02 7.00000e-02 6.95040e+02 5.87922e+01 6.95040e+02 1.20000e-01
6.95795e+02 4.33333e-02 6.95795e+02 7.00000e-02 6.95795e+02 5.60400e+01 6.95795e+02 1.20000e-01
