x_CsPbBr_dilute_00 CsPbBr_dilute_00_mean x_CsPbBr_dilute_02 CsPbBr_dilute_02_mean x_CsPbBr_dilute_04 CsPbBr_dilute_04_mean x_CsPbBr_dilute_08 CsPbBr_dilute_08_mean x_CsPbBr_dilute_16 CsPbBr_dilute_16_mean
3.23657e+02 -3.41111e-01 3.23657e+02 -3.77778e-02 3.23657e+02 1.11111e-02 3.23657e+02 -1.07778e-01 3.23657e+02 2.10000e-01
3.24448e+02 -3.45556e-01 3.24448e+02 -7.22222e-02 3.24448e+02 -5.44444e-02 3.24448e+02 -7.66667e-02 3.24448e+02 2.17778e-01
3.25240e+02 -5.03333e-01 3.25240e+02 -2.26667e-01 3.25240e+02 -2.58889e-01 3.25240e+02 -2.04444e-01 3.25240e+02 2.00000e-02
3.26031e+02 -7.13333e-01 3.26031e+02 -4.03333e-01 3.26031e+02 -4.12222e-01 3.26031e+02 -3.61111e-01 3.26031e+02 -2.53333e-01
3.26823e+02 -6.86667e-01 3.26823e+02 -4.06667e-01 3.26823e+02 -4.28889e-01 3.26823e+02 -2.51111e-01 3.26823e+02 -2.41111e-01
3.27614e+02 -7.18889e-01 3.27614e+02 -4.27778e-01 3.27614e+02 -4.60000e-01 3.27614e+02 -2.53333e-01 3.27614e+02 -2.60000e-01
3.28405e+02 -6.10000e-01 3.28405e+02 -4.50000e-01 3.28405e+02 -4.35556e-01 3.28405e+02 -2.03333e-01 3.28405e+02 -2.45556e-01
3.29196e+02 -4.65556e-01 3.29196e+02 -4.50000e-01 3.29196e+02 -3.52222e-01 3.29196e+02 -1.26667e-01 3.29196e+02 -1.93333e-01
3.29987e+02 -4.13333e-01 3.29987e+02 -4.15556e-01 3.29987e+02 -2.63333e-01 3.29987e+02 -1.36667e-01 3.29987e+02 -1.72222e-01
3.30778e+02 -5.33333e-02 3.30778e+02 -7.77778e-03 3.30778e+02 1.08889e-01 3.30778e+02 2.75556e-01 3.30778e+02 2.72222e-01
3.31569e+02 9.33333e-02 3.31569e+02 9.66667e-02 3.31569e+02 2.06667e-01 3.31569e+02 3.17778e-01 3.31569e+02 4.12222e-01
3.32360e+02 2.45556e-01 3.32360e+02 2.52222e-01 3.32360e+02 3.51111e-01 3.32360e+02 4.60000e-01 3.32360e+02 5.58889e-01
3.33150e+02 2.94444e-01 3.33150e+02 2.53333e-01 3.33150e+02 3.24444e-01 3.33150e+02 4.75556e-01 3.33150e+02 5.34444e-01
3.33941e+02 2.24444e-01 3.33941e+02 2.37778e-01 3.33941e+02 2.52222e-01 3.33941e+02 4.15556e-01 3.33941e+02 4.58889e-01
3.34731e+02 8.88889e-02 3.34731e+02 2.10000e-01 3.34731e+02 1.53333e-01 3.34731e+02 4.05556e-01 3.34731e+02 4.22222e-01
3.35522e+02 -3.11111e-02 3.35522e+02 9.77778e-02 3.35522e+02 5.44444e-02 3.35522e+02 2.64444e-01 3.35522e+02 3.95556e-01
3.36312e+02 -8.00000e-02 3.36312e+02 6.66667e-03 3.36312e+02 -2.66667e-02 3.36312e+02 1.92222e-01 3.36312e+02 3.18889e-01
3.37103e+02 -1.15556e-01 3.37103e+02 4.44444e-02 3.37103e+02 -5.55556e-03 3.37103e+02 2.21111e-01 3.37103e+02 3.60000e-01
3.37893e+02 -1.24444e-01 3.37893e+02 2.44444e-02 3.37893e+02 5.66667e-02 3.37893e+02 2.22222e-01 3.37893e+02 3.03333e-01
3.38683e+02 -3.90000e-01 3.38683e+02 -1.38889e-01 3.38683e+02 -6.55556e-02 3.38683e+02 -6.66667e-03 3.38683e+02 1.60000e-01
3.39473e+02 -5.75556e-01 3.39473e+02 -2.94444e-01 3.39473e+02 -1.97778e-01 3.39473e+02 -1.44444e-01 3.39473e+02 7.11111e-02
3.40264e+02 -4.06667e-01 3.40264e+02 -1.57778e-01 3.40264e+02 -7.88889e-02 3.40264e+02 -3.22222e-02 3.40264e+02 2.30000e-01
3.41054e+02 -3.77778e-01 3.41054e+02 -1.75556e-01 3.41054e+02 -1.54444e-01 3.41054e+02 2.11111e-02 3.41054e+02 1.47778e-01
3.41844e+02 -4.85556e-01 3.41844e+02 -2.72222e-01 3.41844e+02 -2.46667e-01 3.41844e+02 -9.33333e-02 3.41844e+02 7.66667e-02
3.42633e+02 -4.56667e-01 3.42633e+02 -2.50000e-01 3.42633e+02 -2.35556e-01 3.42633e+02 -4.77778e-02 3.42633e+02 1.37778e-01
3.43423e+02 -6.28889e-01 3.43423e+02 -4.57778e-01 3.43423e+02 -4.70000e-01 3.43423e+02 -2.55556e-01 3.43423e+02 1.55556e-02
3.44213e+02 -4.81111e-01 3.44213e+02 -4.64444e-01 3.44213e+02 -4.51111e-01 3.44213e+02 -1.34444e-01 3.44213e+02 7.11111e-02
3.45003e+02 -2.83333e-01 3.45003e+02 -3.47778e-01 3.45003e+02 -3.05556e-01 3.45003e+02 7.00000e-02 3.45003e+02 2.97778e-01
3.45792e+02 -4.82222e-01 3.45792e+02 -5.06667e-01 3.45792e+02 -4.81111e-01 3.45792e+02 -1.64444e-01 3.45792e+02 1.56667e-01
3.46582e+02 -3.48889e-01 3.46582e+02 -3.68889e-01 3.46582e+02 -3.03333e-01 3.46582e+02 -1.22222e-02 3.46582e+02 3.64444e-01
3.47371e+02 -2.71111e-01 3.47371e+02 -3.60000e-01 3.47371e+02 -1.73333e-01 3.47371e+02 -1.66667e-02 3.47371e+02 3.63333e-01
3.48161e+02 -3.20000e-01 3.48161e+02 -3.94444e-01 3.48161e+02 -1.33333e-01 3.48161e+02 -1.33333e-02 3.48161e+02 3.45556e-01
3.48950e+02 -2.08889e-01 3.48950e+02 -2.24444e-01 3.48950e+02 2.00000e-02 3.48950e+02 1.05556e-01 3.48950e+02 5.97778e-01
3.49739e+02 4.44444e-02 3.49739e+02 8.55556e-02 3.49739e+02 3.25556e-01 3.49739e+02 3.91111e-01 3.49739e+02 9.32222e-01
3.50528e+02 -4.44444e-02 3.50528e+02 1.44444e-02 3.50528e+02 2.34444e-01 3.50528e+02 2.78889e-01 3.50528e+02 8.74444e-01
3.51317e+02 1.14444e-01 3.51317e+02 1.85556e-01 3.51317e+02 4.32222e-01 3.51317e+02 4.65556e-01 3.51317e+02 1.12556e+00
3.52106e+02 3.77778e-02 3.52106e+02 1.37778e-01 3.52106e+02 3.44444e-01 3.52106e+02 4.23333e-01 3.52106e+02 1.19667e+00
3.52895e+02 -1.36667e-01 3.52895e+02 5.11111e-02 3.52895e+02 2.30000e-01 3.52895e+02 4.14444e-01 3.52895e+02 1.30889e+00
3.53684e+02 -2.75556e-01 3.53684e+02 -1.63333e-01 3.53684e+02 1.02222e-01 3.53684e+02 3.05556e-01 3.53684e+02 1.44889e+00
3.54473e+02 -4.02222e-01 3.54473e+02 -2.52222e-01 3.54473e+02 1.25556e-01 3.54473e+02 4.41111e-01 3.54473e+02 1.70556e+00
3.55262e+02 -6.17778e-01 3.55262e+02 -4.48889e-01 3.55262e+02 5.22222e-02 3.55262e+02 5.86667e-01 3.55262e+02 2.28667e+00
3.56051e+02 -6.83333e-01 3.56051e+02 -3.31111e-01 3.56051e+02 2.38889e-01 3.56051e+02 9.81111e-01 3.56051e+02 3.17889e+00
3.56839e+02 -6.50000e-01 3.56839e+02 -3.14444e-01 3.56839e+02 4.71111e-01 3.56839e+02 1.42667e+00 3.56839e+02 4.39222e+00
3.57628e+02 -3.90000e-01 3.57628e+02 1.35556e-01 3.57628e+02 1.08667e+00 3.57628e+02 2.36000e+00 3.57628e+02 6.33667e+00
3.58416e+02 -2.44444e-01 3.58416e+02 3.86667e-01 3.58416e+02 1.54667e+00 3.58416e+02 3.24000e+00 3.58416e+02 8.61444e+00
3.59205e+02 -2.22222e-03 3.59205e+02 7.81111e-01 3.59205e+02 2.16000e+00 3.59205e+02 4.47889e+00 3.59205e+02 1.15867e+01
3.59993e+02 3.11111e-02 3.59993e+02 9.78889e-01 3.59993e+02 2.68333e+00 3.59993e+02 5.58778e+00 3.59993e+02 1.48433e+01
3.60781e+02 1.80000e-01 3.60781e+02 1.30667e+00 3.60781e+02 3.42889e+00 3.60781e+02 6.82000e+00 3.60781e+02 1.85389e+01
3.61569e+02 5.88889e-01 3.61569e+02 1.84444e+00 3.61569e+02 4.46556e+00 3.61569e+02 8.51111e+00 3.61569e+02 2.28933e+01
3.62357e+02 6.36667e-01 3.62357e+02 2.23889e+00 3.62357e+02 5.18444e+00 3.62357e+02 9.90222e+00 3.62357e+02 2.67711e+01
3.63145e+02 5.80000e-01 3.63145e+02 2.22333e+00 3.63145e+02 5.60333e+00 3.63145e+02 1.07544e+01 3.63145e+02 2.97767e+01
3.63933e+02 7.35556e-01 3.63933e+02 2.47667e+00 3.63933e+02 6.13778e+00 3.63933e+02 1.16389e+01 3.63933e+02 3.21911e+01
3.64721e+02 7.37778e-01 3.64721e+02 2.61889e+00 3.64721e+02 6.44667e+00 3.64721e+02 1.20689e+01 3.64721e+02 3.34111e+01
3.65509e+02 9.81111e-01 3.65509e+02 2.87778e+00 3.65509e+02 6.73778e+00 3.65509e+02 1.23322e+01 3.65509e+02 3.36889e+01
3.66297e+02 9.65556e-01 3.66297e+02 2.94111e+00 3.66297e+02 6.68000e+00 3.66297e+02 1.20489e+01 3.66297e+02 3.27089e+01
3.67085e+02 7.73333e-01 3.67085e+02 2.70556e+00 3.67085e+02 6.13556e+00 3.67085e+02 1.12333e+01 3.67085e+02 3.05011e+01
3.67872e+02 9.30000e-01 3.67872e+02 2.65444e+00 3.67872e+02 5.84111e+00 3.67872e+02 1.05256e+01 3.67872e+02 2.79978e+01
3.68660e+02 8.76667e-01 3.68660e+02 2.55111e+00 3.68660e+02 5.43222e+00 3.68660e+02 9.69889e+00 3.68660e+02 2.52078e+01
3.69447e+02 8.00000e-01 3.69447e+02 2.33000e+00 3.69447e+02 4.97333e+00 3.69447e+02 8.74889e+00 3.69447e+02 2.24067e+01
3.70235e+02 7.13333e-01 3.70235e+02 2.08667e+00 3.70235e+02 4.45111e+00 3.70235e+02 7.64000e+00 3.70235e+02 1.95700e+01
3.71022e+02 4.90000e-01 3.71022e+02 1.78667e+00 3.71022e+02 3.82111e+00 3.71022e+02 6.57889e+00 3.71022e+02 1.69200e+01
3.71809e+02 5.48889e-01 3.71809e+02 1.74667e+00 3.71809e+02 3.50889e+00 3.71809e+02 5.98333e+00 3.71809e+02 1.47556e+01
3.72596e+02 3.74444e-01 3.72596e+02 1.45333e+00 3.72596e+02 3.11111e+00 3.72596e+02 5.19222e+00 3.72596e+02 1.26556e+01
3.73383e+02 2.46667e-01 3.73383e+02 1.25111e+00 3.73383e+02 2.77667e+00 3.73383e+02 4.56222e+00 3.73383e+02 1.08900e+01
3.74170e+02 1.87778e-01 3.74170e+02 1.16222e+00 3.74170e+02 2.46444e+00 3.74170e+02 4.06778e+00 3.74170e+02 9.42667e+00
3.74957e+02 -6.55556e-02 3.74957e+02 8.71111e-01 3.74957e+02 2.09222e+00 3.74957e+02 3.41333e+00 3.74957e+02 7.98111e+00
3.75744e+02 -5.88889e-02 3.75744e+02 8.57778e-01 3.75744e+02 1.97000e+00 3.75744e+02 3.26444e+00 3.75744e+02 7.06444e+00
3.76531e+02 2.22222e-03 3.76531e+02 8.80000e-01 3.76531e+02 1.92667e+00 3.76531e+02 3.17222e+00 3.76531e+02 6.34667e+00
3.77318e+02 -2.64444e-01 3.77318e+02 5.32222e-01 3.77318e+02 1.39333e+00 3.77318e+02 2.68111e+00 3.77318e+02 5.42000e+00
3.78105e+02 -1.28889e-01 3.78105e+02 5.54444e-01 3.78105e+02 1.43111e+00 3.78105e+02 2.65778e+00 3.78105e+02 5.00444e+00
3.78891e+02 -1.17778e-01 3.78891e+02 4.70000e-01 3.78891e+02 1.37222e+00 3.78891e+02 2.46222e+00 3.78891e+02 4.56778e+00
3.79678e+02 -2.75556e-01 3.79678e+02 2.41111e-01 3.79678e+02 1.20778e+00 3.79678e+02 2.22222e+00 3.79678e+02 4.08889e+00
3.80464e+02 -3.77778e-02 3.80464e+02 3.96667e-01 3.80464e+02 1.23111e+00 3.80464e+02 2.40778e+00 3.80464e+02 4.03778e+00
3.81251e+02 -1.30000e-01 3.81251e+02 3.22222e-01 3.81251e+02 1.12111e+00 3.81251e+02 2.26000e+00 3.81251e+02 3.87556e+00
3.82037e+02 -1.95556e-01 3.82037e+02 2.03333e-01 3.82037e+02 9.80000e-01 3.82037e+02 2.04222e+00 3.82037e+02 3.62667e+00
3.82823e+02 -4.11111e-02 3.82823e+02 3.51111e-01 3.82823e+02 1.20889e+00 3.82823e+02 2.20667e+00 3.82823e+02 3.65333e+00
3.83609e+02 4.11111e-02 3.83609e+02 4.18889e-01 3.83609e+02 1.21000e+00 3.83609e+02 2.15222e+00 3.83609e+02 3.62333e+00
3.84395e+02 -4.44444e-03 3.84395e+02 4.00000e-01 3.84395e+02 1.16111e+00 3.84395e+02 2.20000e+00 3.84395e+02 3.53000e+00
3.85181e+02 3.55556e-02 3.85181e+02 3.90000e-01 3.85181e+02 1.10222e+00 3.85181e+02 2.14889e+00 3.85181e+02 3.49444e+00
3.85967e+02 1.43333e-01 3.85967e+02 5.73333e-01 3.85967e+02 1.32000e+00 3.85967e+02 2.20222e+00 3.85967e+02 3.54778e+00
3.86753e+02 2.25556e-01 3.86753e+02 6.52222e-01 3.86753e+02 1.43111e+00 3.86753e+02 2.30889e+00 3.86753e+02 3.51111e+00
3.87539e+02 2.97778e-01 3.87539e+02 7.45556e-01 3.87539e+02 1.55556e+00 3.87539e+02 2.44444e+00 3.87539e+02 3.58333e+00
3.88325e+02 3.16667e-01 3.88325e+02 7.06667e-01 3.88325e+02 1.62444e+00 3.88325e+02 2.42444e+00 3.88325e+02 3.59444e+00
3.89110e+02 1.90000e-01 3.89110e+02 5.95556e-01 3.89110e+02 1.64444e+00 3.89110e+02 2.37556e+00 3.89110e+02 3.47000e+00
3.89896e+02 2.77778e-02 3.89896e+02 4.78889e-01 3.89896e+02 1.51444e+00 3.89896e+02 2.31333e+00 3.89896e+02 3.45222e+00
3.90682e+02 -2.22222e-03 3.90682e+02 4.70000e-01 3.90682e+02 1.61000e+00 3.90682e+02 2.32556e+00 3.90682e+02 3.45111e+00
3.91467e+02 -1.77778e-01 3.91467e+02 2.82222e-01 3.91467e+02 1.37667e+00 3.91467e+02 2.25778e+00 3.91467e+02 3.29111e+00
3.92252e+02 -3.15556e-01 3.92252e+02 9.55556e-02 3.92252e+02 1.23333e+00 3.92252e+02 2.03333e+00 3.92252e+02 3.15000e+00
3.93038e+02 -2.87778e-01 3.93038e+02 1.96667e-01 3.93038e+02 1.39778e+00 3.93038e+02 2.14000e+00 3.93038e+02 3.27889e+00
3.93823e+02 -3.73333e-01 3.93823e+02 7.44444e-02 3.93823e+02 1.31111e+00 3.93823e+02 2.06556e+00 3.93823e+02 3.15222e+00
3.94608e+02 -3.20000e-01 3.94608e+02 2.40000e-01 3.94608e+02 1.30889e+00 3.94608e+02 2.23556e+00 3.94608e+02 3.26889e+00
3.95393e+02 -2.68889e-01 3.95393e+02 2.91111e-01 3.95393e+02 1.39222e+00 3.95393e+02 2.19333e+00 3.95393e+02 3.31889e+00
3.96178e+02 -2.38889e-01 3.96178e+02 3.95556e-01 3.96178e+02 1.41778e+00 3.96178e+02 2.33778e+00 3.96178e+02 3.45556e+00
3.96963e+02 -2.75556e-01 3.96963e+02 3.35556e-01 3.96963e+02 1.47111e+00 3.96963e+02 2.23222e+00 3.96963e+02 3.47667e+00
3.97748e+02 -7.44444e-02 3.97748e+02 6.43333e-01 3.97748e+02 1.74222e+00 3.97748e+02 2.65111e+00 3.97748e+02 3.81444e+00
3.98533e+02 -2.02222e-01 3.98533e+02 5.07778e-01 3.98533e+02 1.56444e+00 3.98533e+02 2.61667e+00 3.98533e+02 3.65556e+00
3.99318e+02 -4.20000e-01 3.99318e+02 3.36667e-01 3.99318e+02 1.38556e+00 3.99318e+02 2.39889e+00 3.99318e+02 3.52778e+00
4.00102e+02 -4.58889e-01 4.00102e+02 1.68889e-01 4.00102e+02 1.37222e+00 4.00102e+02 2.28889e+00 4.00102e+02 3.51111e+00
4.00887e+02 -4.55556e-01 4.00887e+02 1.75556e-01 4.00887e+02 1.43667e+00 4.00887e+02 2.38778e+00 4.00887e+02 3.54111e+00
4.01671e+02 -1.43333e-01 4.01671e+02 4.22222e-01 4.01671e+02 1.72000e+00 4.01671e+02 2.68333e+00 4.01671e+02 3.81222e+00
4.02456e+02 -9.88889e-02 4.02456e+02 5.02222e-01 4.02456e+02 1.80333e+00 4.02456e+02 2.84222e+00 4.02456e+02 3.85333e+00
4.03240e+02 -8.88889e-02 4.03240e+02 4.20000e-01 4.03240e+02 1.72444e+00 4.03240e+02 2.79778e+00 4.03240e+02 3.84111e+00
4.04025e+02 -1.44444e-02 4.04025e+02 4.85556e-01 4.04025e+02 1.79444e+00 4.04025e+02 2.83889e+00 4.04025e+02 4.00667e+00
4.04809e+02 1.45556e-01 4.04809e+02 6.24444e-01 4.04809e+02 1.87556e+00 4.04809e+02 3.08000e+00 4.04809e+02 4.13222e+00
4.05593e+02 2.21111e-01 4.05593e+02 7.67778e-01 4.05593e+02 1.97667e+00 4.05593e+02 3.26333e+00 4.05593e+02 4.26444e+00
4.06377e+02 1.23333e-01 4.06377e+02 7.01111e-01 4.06377e+02 1.86667e+00 4.06377e+02 3.24778e+00 4.06377e+02 4.23222e+00
4.07161e+02 -1.96667e-01 4.07161e+02 3.64444e-01 4.07161e+02 1.56222e+00 4.07161e+02 2.91111e+00 4.07161e+02 3.93222e+00
4.07945e+02 -6.66667e-02 4.07945e+02 5.22222e-01 4.07945e+02 1.69000e+00 4.07945e+02 3.14556e+00 4.07945e+02 4.11000e+00
4.08729e+02 1.11111e-02 4.08729e+02 6.11111e-01 4.08729e+02 1.81333e+00 4.08729e+02 3.29556e+00 4.08729e+02 4.21556e+00
4.09513e+02 1.66667e-02 4.09513e+02 6.11111e-01 4.09513e+02 1.83444e+00 4.09513e+02 3.34889e+00 4.09513e+02 4.20444e+00
4.10296e+02 6.00000e-02 4.10296e+02 7.13333e-01 4.10296e+02 1.96778e+00 4.10296e+02 3.39222e+00 4.10296e+02 4.34111e+00
4.11080e+02 2.22222e-02 4.11080e+02 7.07778e-01 4.11080e+02 1.99556e+00 4.11080e+02 3.27778e+00 4.11080e+02 4.34333e+00
4.11863e+02 3.07778e-01 4.11863e+02 9.56667e-01 4.11863e+02 2.29889e+00 4.11863e+02 3.48889e+00 4.11863e+02 4.57778e+00
4.12647e+02 2.75556e-01 4.12647e+02 9.52222e-01 4.12647e+02 2.37111e+00 4.12647e+02 3.50667e+00 4.12647e+02 4.58778e+00
4.13430e+02 1.31111e-01 4.13430e+02 7.08889e-01 4.13430e+02 2.17778e+00 4.13430e+02 3.24556e+00 4.13430e+02 4.46778e+00
4.14214e+02 3.12222e-01 4.14214e+02 8.85556e-01 4.14214e+02 2.33889e+00 4.14214e+02 3.33667e+00 4.14214e+02 4.49778e+00
4.14997e+02 1.71111e-01 4.14997e+02 7.40000e-01 4.14997e+02 2.21556e+00 4.14997e+02 3.12889e+00 4.14997e+02 4.36111e+00
4.15780e+02 -1.11111e-03 4.15780e+02 6.63333e-01 4.15780e+02 2.17667e+00 4.15780e+02 3.05222e+00 4.15780e+02 4.26778e+00
4.16563e+02 -1.60000e-01 4.16563e+02 5.16667e-01 4.16563e+02 1.96111e+00 4.16563e+02 2.95222e+00 4.16563e+02 4.11000e+00
4.17346e+02 -3.94444e-01 4.17346e+02 3.27778e-01 4.17346e+02 1.73000e+00 4.17346e+02 2.72222e+00 4.17346e+02 3.86333e+00
4.18129e+02 -4.05556e-01 4.18129e+02 3.65556e-01 4.18129e+02 1.71778e+00 4.18129e+02 2.70667e+00 4.18129e+02 3.85000e+00
4.18912e+02 -6.02222e-01 4.18912e+02 2.55556e-01 4.18912e+02 1.61778e+00 4.18912e+02 2.51667e+00 4.18912e+02 3.62556e+00
4.19695e+02 -9.77778e-01 4.19695e+02 -1.02222e-01 4.19695e+02 1.28111e+00 4.19695e+02 2.17778e+00 4.19695e+02 3.33222e+00
4.20478e+02 -8.58889e-01 4.20478e+02 1.33333e-02 4.20478e+02 1.46111e+00 4.20478e+02 2.30444e+00 4.20478e+02 3.41778e+00
4.21261e+02 -6.84444e-01 4.21261e+02 1.51111e-01 4.21261e+02 1.55889e+00 4.21261e+02 2.43667e+00 4.21261e+02 3.42222e+00
4.22043e+02 -5.86667e-01 4.22043e+02 2.54444e-01 4.22043e+02 1.69556e+00 4.22043e+02 2.53111e+00 4.22043e+02 3.47333e+00
4.22826e+02 -6.10000e-01 4.22826e+02 1.86667e-01 4.22826e+02 1.66667e+00 4.22826e+02 2.49667e+00 4.22826e+02 3.45222e+00
4.23608e+02 -5.14444e-01 4.23608e+02 2.83333e-01 4.23608e+02 1.74667e+00 4.23608e+02 2.57778e+00 4.23608e+02 3.58111e+00
4.24391e+02 -3.94444e-01 4.24391e+02 3.68889e-01 4.24391e+02 1.89667e+00 4.24391e+02 2.78444e+00 4.24391e+02 3.69333e+00
4.25173e+02 -2.31111e-01 4.25173e+02 5.20000e-01 4.25173e+02 2.12556e+00 4.25173e+02 2.89222e+00 4.25173e+02 3.76778e+00
4.25955e+02 -1.06667e-01 4.25955e+02 5.71111e-01 4.25955e+02 2.21667e+00 4.25955e+02 2.97444e+00 4.25955e+02 3.87556e+00
4.26737e+02 1.68889e-01 4.26737e+02 8.20000e-01 4.26737e+02 2.50222e+00 4.26737e+02 3.17556e+00 4.26737e+02 4.16889e+00
4.27520e+02 2.71111e-01 4.27520e+02 9.12222e-01 4.27520e+02 2.59111e+00 4.27520e+02 3.25111e+00 4.27520e+02 4.20667e+00
4.28302e+02 4.30000e-01 4.28302e+02 1.18556e+00 4.28302e+02 2.80111e+00 4.28302e+02 3.43000e+00 4.28302e+02 4.31222e+00
4.29084e+02 2.40000e-01 4.29084e+02 1.03556e+00 4.29084e+02 2.68444e+00 4.29084e+02 3.26111e+00 4.29084e+02 4.09556e+00
4.29865e+02 1.55556e-01 4.29865e+02 1.16556e+00 4.29865e+02 2.68889e+00 4.29865e+02 3.13444e+00 4.29865e+02 4.05222e+00
4.30647e+02 -6.11111e-02 4.30647e+02 1.03889e+00 4.30647e+02 2.54111e+00 4.30647e+02 2.89333e+00 4.30647e+02 3.94000e+00
4.31429e+02 -5.88889e-02 4.31429e+02 1.07222e+00 4.31429e+02 2.62111e+00 4.31429e+02 2.82889e+00 4.31429e+02 3.84778e+00
4.32211e+02 -2.43333e-01 4.32211e+02 8.77778e-01 4.32211e+02 2.39889e+00 4.32211e+02 2.64000e+00 4.32211e+02 3.65778e+00
4.32992e+02 -3.44444e-01 4.32992e+02 9.10000e-01 4.32992e+02 2.53222e+00 4.32992e+02 2.61556e+00 4.32992e+02 3.62889e+00
4.33774e+02 -3.18889e-01 4.33774e+02 8.58889e-01 4.33774e+02 2.55000e+00 4.33774e+02 2.58222e+00 4.33774e+02 3.47111e+00
4.34555e+02 -2.46667e-01 4.34555e+02 9.62222e-01 4.34555e+02 2.69000e+00 4.34555e+02 2.63222e+00 4.34555e+02 3.50889e+00
4.35337e+02 -1.52222e-01 4.35337e+02 1.04333e+00 4.35337e+02 2.80556e+00 4.35337e+02 2.67333e+00 4.35337e+02 3.60000e+00
4.36118e+02 -1.01111e-01 4.36118e+02 1.11556e+00 4.36118e+02 2.87111e+00 4.36118e+02 2.78556e+00 4.36118e+02 3.58667e+00
4.36899e+02 -1.63333e-01 4.36899e+02 1.18667e+00 4.36899e+02 2.90889e+00 4.36899e+02 2.84444e+00 4.36899e+02 3.63889e+00
4.37680e+02 -2.64444e-01 4.37680e+02 1.24667e+00 4.37680e+02 3.06444e+00 4.37680e+02 2.71778e+00 4.37680e+02 3.53111e+00
4.38461e+02 -3.06667e-01 4.38461e+02 1.14333e+00 4.38461e+02 3.02889e+00 4.38461e+02 2.55444e+00 4.38461e+02 3.39778e+00
4.39242e+02 -4.04444e-01 4.39242e+02 1.26333e+00 4.39242e+02 3.17111e+00 4.39242e+02 2.44778e+00 4.39242e+02 3.38111e+00
4.40023e+02 -2.68889e-01 4.40023e+02 1.46444e+00 4.40023e+02 3.41556e+00 4.40023e+02 2.50556e+00 4.40023e+02 3.35000e+00
4.40804e+02 -1.38889e-01 4.40804e+02 1.58444e+00 4.40804e+02 3.75222e+00 4.40804e+02 2.54333e+00 4.40804e+02 3.37556e+00
4.41585e+02 -1.90000e-01 4.41585e+02 1.68444e+00 4.41585e+02 3.94778e+00 4.41585e+02 2.44889e+00 4.41585e+02 3.30333e+00
4.42366e+02 -2.51111e-01 4.42366e+02 1.81222e+00 4.42366e+02 4.12889e+00 4.42366e+02 2.40556e+00 4.42366e+02 3.15556e+00
4.43146e+02 -1.53333e-01 4.43146e+02 1.95889e+00 4.43146e+02 4.31778e+00 4.43146e+02 2.51778e+00 4.43146e+02 3.20778e+00
4.43927e+02 -3.22222e-02 4.43927e+02 2.22111e+00 4.43927e+02 4.55333e+00 4.43927e+02 2.63222e+00 4.43927e+02 3.25667e+00
4.44707e+02 -1.60000e-01 4.44707e+02 2.15889e+00 4.44707e+02 4.61556e+00 4.44707e+02 2.58000e+00 4.44707e+02 3.04667e+00
4.45488e+02 -3.25556e-01 4.45488e+02 2.10444e+00 4.45488e+02 4.66889e+00 4.45488e+02 2.47889e+00 4.45488e+02 2.93333e+00
4.46268e+02 -1.51111e-01 4.46268e+02 2.44000e+00 4.46268e+02 5.04556e+00 4.46268e+02 2.71889e+00 4.46268e+02 3.04444e+00
4.47048e+02 1.18889e-01 4.47048e+02 2.77000e+00 4.47048e+02 5.50778e+00 4.47048e+02 3.00556e+00 4.47048e+02 3.23889e+00
4.47828e+02 3.45556e-01 4.47828e+02 3.11889e+00 4.47828e+02 5.96778e+00 4.47828e+02 3.22222e+00 4.47828e+02 3.43222e+00
4.48609e+02 3.58889e-01 4.48609e+02 3.35333e+00 4.48609e+02 6.32556e+00 4.48609e+02 3.23333e+00 4.48609e+02 3.38333e+00
4.49389e+02 4.80000e-01 4.49389e+02 3.69889e+00 4.49389e+02 6.80444e+00 4.49389e+02 3.34556e+00 4.49389e+02 3.40889e+00
4.50169e+02 7.86667e-01 4.50169e+02 4.18556e+00 4.50169e+02 7.44111e+00 4.50169e+02 3.56222e+00 4.50169e+02 3.73111e+00
4.50948e+02 1.16778e+00 4.50948e+02 4.70333e+00 4.50948e+02 8.14222e+00 4.50948e+02 3.86333e+00 4.50948e+02 3.97111e+00
4.51728e+02 1.08111e+00 4.51728e+02 4.80222e+00 4.51728e+02 8.38556e+00 4.51728e+02 3.77000e+00 4.51728e+02 3.75778e+00
4.52508e+02 1.11556e+00 4.52508e+02 5.10222e+00 4.52508e+02 8.85889e+00 4.52508e+02 3.83778e+00 4.52508e+02 3.67556e+00
4.53288e+02 1.03333e+00 4.53288e+02 5.21667e+00 4.53288e+02 9.13778e+00 4.53288e+02 3.75000e+00 4.53288e+02 3.47111e+00
4.54067e+02 1.18889e+00 4.54067e+02 5.65556e+00 4.54067e+02 9.76444e+00 4.54067e+02 3.85333e+00 4.54067e+02 3.47000e+00
4.54847e+02 1.31222e+00 4.54847e+02 6.03889e+00 4.54847e+02 1.03433e+01 4.54847e+02 4.05667e+00 4.54847e+02 3.53667e+00
4.55626e+02 1.35000e+00 4.55626e+02 6.42222e+00 4.55626e+02 1.09600e+01 4.55626e+02 4.10111e+00 4.55626e+02 3.44000e+00
4.56406e+02 1.50333e+00 4.56406e+02 6.94111e+00 4.56406e+02 1.16767e+01 4.56406e+02 4.23222e+00 4.56406e+02 3.38333e+00
