r_Cl_64micl g_Cl_64micl r_Cl_32micl g_Cl_32micl r_Cl_16micl g_Cl_16micl r_Cl_8micl g_Cl_8micl r_CsPbBr2_10m g_CsPbBr2_10m r_I_8micl g_I_8micl r_I_16micl g_I_16micl r_I_32micl g_I_32micl r_I_64micl g_I_64micl
1.15400000e+01 -1.78959000e-01 1.15400000e+01 -2.38711000e-01 1.15400000e+01 -2.78025000e-01 1.15400000e+01 -2.98454000e-01 1.15400000e+01 -2.55792000e-01 1.15400000e+01 -3.00185000e-01 1.15400000e+01 -3.06827000e-01 1.15400000e+01 -2.57210000e-01 1.15400000e+01 -1.50893000e-01
1.15500000e+01 -1.68016000e-01 1.15500000e+01 -2.27874000e-01 1.15500000e+01 -2.67483000e-01 1.15500000e+01 -2.87886000e-01 1.15500000e+01 -2.46799000e-01 1.15500000e+01 -2.92481000e-01 1.15500000e+01 -3.01710000e-01 1.15500000e+01 -2.54270000e-01 1.15500000e+01 -1.50301000e-01
1.15600000e+01 -1.57408000e-01 1.15600000e+01 -2.17398000e-01 1.15600000e+01 -2.57030000e-01 1.15600000e+01 -2.77353000e-01 1.15600000e+01 -2.37787000e-01 1.15600000e+01 -2.84729000e-01 1.15600000e+01 -2.96364000e-01 1.15600000e+01 -2.51069000e-01 1.15600000e+01 -1.49570000e-01
1.15700000e+01 -1.47185000e-01 1.15700000e+01 -2.07309000e-01 1.15700000e+01 -2.46697000e-01 1.15700000e+01 -2.66888000e-01 1.15700000e+01 -2.28790000e-01 1.15700000e+01 -2.76962000e-01 1.15700000e+01 -2.90833000e-01 1.15700000e+01 -2.47647000e-01 1.15700000e+01 -1.48727000e-01
1.15800000e+01 -1.37391000e-01 1.15800000e+01 -1.97625000e-01 1.15800000e+01 -2.36516000e-01 1.15800000e+01 -2.56525000e-01 1.15800000e+01 -2.19841000e-01 1.15800000e+01 -2.69212000e-01 1.15800000e+01 -2.85161000e-01 1.15800000e+01 -2.44052000e-01 1.15800000e+01 -1.47797000e-01
1.15900000e+01 -1.28068000e-01 1.15900000e+01 -1.88363000e-01 1.15900000e+01 -2.26517000e-01 1.15900000e+01 -2.46301000e-01 1.15900000e+01 -2.10977000e-01 1.15900000e+01 -2.61510000e-01 1.15900000e+01 -2.79392000e-01 1.15900000e+01 -2.40328000e-01 1.15900000e+01 -1.46809000e-01
1.16000000e+01 -1.19249000e-01 1.16000000e+01 -1.79534000e-01 1.16000000e+01 -2.16734000e-01 1.16000000e+01 -2.36251000e-01 1.16000000e+01 -2.02234000e-01 1.16000000e+01 -2.53886000e-01 1.16000000e+01 -2.73572000e-01 1.16000000e+01 -2.36523000e-01 1.16000000e+01 -1.45789000e-01
1.16100000e+01 -1.10961000e-01 1.16100000e+01 -1.71144000e-01 1.16100000e+01 -2.07196000e-01 1.16100000e+01 -2.26411000e-01 1.16100000e+01 -1.93650000e-01 1.16100000e+01 -2.46368000e-01 1.16100000e+01 -2.67744000e-01 1.16100000e+01 -2.32682000e-01 1.16100000e+01 -1.44765000e-01
1.16200000e+01 -1.03221000e-01 1.16200000e+01 -1.63192000e-01 1.16200000e+01 -1.97933000e-01 1.16200000e+01 -2.16818000e-01 1.16200000e+01 -1.85261000e-01 1.16200000e+01 -2.38982000e-01 1.16200000e+01 -2.61951000e-01 1.16200000e+01 -2.28850000e-01 1.16200000e+01 -1.43761000e-01
1.16300000e+01 -9.60394000e-02 1.16300000e+01 -1.55676000e-01 1.16300000e+01 -1.88974000e-01 1.16300000e+01 -2.07506000e-01 1.16300000e+01 -1.77106000e-01 1.16300000e+01 -2.31756000e-01 1.16300000e+01 -2.56231000e-01 1.16300000e+01 -2.25067000e-01 1.16300000e+01 -1.42801000e-01
1.16400000e+01 -8.94220000e-02 1.16400000e+01 -1.48587000e-01 1.16400000e+01 -1.80348000e-01 1.16400000e+01 -1.98510000e-01 1.16400000e+01 -1.69222000e-01 1.16400000e+01 -2.24715000e-01 1.16400000e+01 -2.50624000e-01 1.16400000e+01 -2.21371000e-01 1.16400000e+01 -1.41907000e-01
1.16500000e+01 -8.33478000e-02 1.16500000e+01 -1.41901000e-01 1.16500000e+01 -1.72073000e-01 1.16500000e+01 -1.89855000e-01 1.16500000e+01 -1.61639000e-01 1.16500000e+01 -2.17877000e-01 1.16500000e+01 -2.45158000e-01 1.16500000e+01 -2.17794000e-01 1.16500000e+01 -1.41094000e-01
1.16600000e+01 -7.77948000e-02 1.16600000e+01 -1.35596000e-01 1.16600000e+01 -1.64165000e-01 1.16600000e+01 -1.81566000e-01 1.16600000e+01 -1.54385000e-01 1.16600000e+01 -2.11263000e-01 1.16600000e+01 -2.39860000e-01 1.16600000e+01 -2.14360000e-01 1.16600000e+01 -1.40376000e-01
1.16700000e+01 -7.27308000e-02 1.16700000e+01 -1.29640000e-01 1.16700000e+01 -1.56637000e-01 1.16700000e+01 -1.73662000e-01 1.16700000e+01 -1.47487000e-01 1.16700000e+01 -2.04888000e-01 1.16700000e+01 -2.34751000e-01 1.16700000e+01 -2.11089000e-01 1.16700000e+01 -1.39762000e-01
1.16800000e+01 -6.81142000e-02 1.16800000e+01 -1.24000000e-01 1.16800000e+01 -1.49500000e-01 1.16800000e+01 -1.66160000e-01 1.16800000e+01 -1.40967000e-01 1.16800000e+01 -1.98767000e-01 1.16800000e+01 -2.29846000e-01 1.16800000e+01 -2.07994000e-01 1.16800000e+01 -1.39258000e-01
1.16900000e+01 -6.38940000e-02 1.16900000e+01 -1.18634000e-01 1.16900000e+01 -1.42754000e-01 1.16900000e+01 -1.59071000e-01 1.16900000e+01 -1.34841000e-01 1.16900000e+01 -1.92911000e-01 1.16900000e+01 -2.25155000e-01 1.16900000e+01 -2.05080000e-01 1.16900000e+01 -1.38863000e-01
1.17000000e+01 -6.00116000e-02 1.17000000e+01 -1.13499000e-01 1.17000000e+01 -1.36399000e-01 1.17000000e+01 -1.52400000e-01 1.17000000e+01 -1.29121000e-01 1.17000000e+01 -1.87330000e-01 1.17000000e+01 -2.20680000e-01 1.17000000e+01 -2.02347000e-01 1.17000000e+01 -1.38574000e-01
1.17100000e+01 -5.64009000e-02 1.17100000e+01 -1.08546000e-01 1.17100000e+01 -1.30426000e-01 1.17100000e+01 -1.46145000e-01 1.17100000e+01 -1.23815000e-01 1.17100000e+01 -1.82029000e-01 1.17100000e+01 -2.16420000e-01 1.17100000e+01 -1.99788000e-01 1.17100000e+01 -1.38384000e-01
1.17200000e+01 -5.29905000e-02 1.17200000e+01 -1.03723000e-01 1.17200000e+01 -1.24823000e-01 1.17200000e+01 -1.40302000e-01 1.17200000e+01 -1.18923000e-01 1.17200000e+01 -1.77011000e-01 1.17200000e+01 -2.12367000e-01 1.17200000e+01 -1.97387000e-01 1.17200000e+01 -1.38279000e-01
1.17300000e+01 -4.97047000e-02 1.17300000e+01 -9.89769000e-02 1.17300000e+01 -1.19571000e-01 1.17300000e+01 -1.34859000e-01 1.17300000e+01 -1.14439000e-01 1.17300000e+01 -1.72275000e-01 1.17300000e+01 -2.08508000e-01 1.17300000e+01 -1.95126000e-01 1.17300000e+01 -1.38245000e-01
1.17400000e+01 -4.64652000e-02 1.17400000e+01 -9.42519000e-02 1.17400000e+01 -1.14645000e-01 1.17400000e+01 -1.29797000e-01 1.17400000e+01 -1.10355000e-01 1.17400000e+01 -1.67820000e-01 1.17400000e+01 -2.04825000e-01 1.17400000e+01 -1.92980000e-01 1.17400000e+01 -1.38263000e-01
1.17500000e+01 -4.31930000e-02 1.17500000e+01 -8.94936000e-02 1.17500000e+01 -1.10018000e-01 1.17500000e+01 -1.25096000e-01 1.17500000e+01 -1.06652000e-01 1.17500000e+01 -1.63637000e-01 1.17500000e+01 -2.01297000e-01 1.17500000e+01 -1.90922000e-01 1.17500000e+01 -1.38310000e-01
1.17600000e+01 -3.98102000e-02 1.17600000e+01 -8.46480000e-02 1.17600000e+01 -1.05658000e-01 1.17600000e+01 -1.20727000e-01 1.17600000e+01 -1.03311000e-01 1.17600000e+01 -1.59719000e-01 1.17600000e+01 -1.97899000e-01 1.17600000e+01 -1.88918000e-01 1.17600000e+01 -1.38363000e-01
1.17700000e+01 -3.62379000e-02 1.17700000e+01 -7.96611000e-02 1.17700000e+01 -1.01530000e-01 1.17700000e+01 -1.16663000e-01 1.17700000e+01 -1.00308000e-01 1.17700000e+01 -1.56055000e-01 1.17700000e+01 -1.94605000e-01 1.17700000e+01 -1.86934000e-01 1.17700000e+01 -1.38396000e-01
1.17800000e+01 -3.24056000e-02 1.17800000e+01 -7.44853000e-02 1.17800000e+01 -9.75938000e-02 1.17800000e+01 -1.12867000e-01 1.17800000e+01 -9.76102000e-02 1.17800000e+01 -1.52628000e-01 1.17800000e+01 -1.91385000e-01 1.17800000e+01 -1.84936000e-01 1.17800000e+01 -1.38381000e-01
1.17900000e+01 -2.82511000e-02 1.17900000e+01 -6.90786000e-02 1.17900000e+01 -9.38062000e-02 1.17900000e+01 -1.09298000e-01 1.17900000e+01 -9.51801000e-02 1.17900000e+01 -1.49418000e-01 1.17900000e+01 -1.88207000e-01 1.17900000e+01 -1.82886000e-01 1.17900000e+01 -1.38293000e-01
1.18000000e+01 -2.37190000e-02 1.18000000e+01 -6.34047000e-02 1.18000000e+01 -9.01257000e-02 1.18000000e+01 -1.05917000e-01 1.18000000e+01 -9.29803000e-02 1.18000000e+01 -1.46405000e-01 1.18000000e+01 -1.85043000e-01 1.18000000e+01 -1.80751000e-01 1.18000000e+01 -1.38106000e-01
1.18100000e+01 -1.87637000e-02 1.18100000e+01 -5.74338000e-02 1.18100000e+01 -8.65105000e-02 1.18100000e+01 -1.02683000e-01 1.18100000e+01 -9.09715000e-02 1.18100000e+01 -1.43564000e-01 1.18100000e+01 -1.81864000e-01 1.18100000e+01 -1.78499000e-01 1.18100000e+01 -1.37794000e-01
1.18200000e+01 -1.33504000e-02 1.18200000e+01 -5.11446000e-02 1.18200000e+01 -8.29195000e-02 1.18200000e+01 -9.95536000e-02 1.18200000e+01 -8.91127000e-02 1.18200000e+01 -1.40871000e-01 1.18200000e+01 -1.78642000e-01 1.18200000e+01 -1.76101000e-01 1.18200000e+01 -1.37335000e-01
1.18300000e+01 -7.45623000e-03 1.18300000e+01 -4.45239000e-02 1.18300000e+01 -7.93135000e-02 1.18300000e+01 -9.64894000e-02 1.18300000e+01 -8.73628000e-02 1.18300000e+01 -1.38299000e-01 1.18300000e+01 -1.75354000e-01 1.18300000e+01 -1.73532000e-01 1.18300000e+01 -1.36709000e-01
1.18400000e+01 -1.07073000e-03 1.18400000e+01 -3.75683000e-02 1.18400000e+01 -7.56556000e-02 1.18400000e+01 -9.34504000e-02 1.18400000e+01 -8.56811000e-02 1.18400000e+01 -1.35818000e-01 1.18400000e+01 -1.71977000e-01 1.18400000e+01 -1.70770000e-01 1.18400000e+01 -1.35897000e-01
1.18500000e+01 5.80360000e-03 1.18500000e+01 -3.02835000e-02 1.18500000e+01 -7.19127000e-02 1.18500000e+01 -9.03991000e-02 1.18500000e+01 -8.40283000e-02 1.18500000e+01 -1.33400000e-01 1.18500000e+01 -1.68492000e-01 1.18500000e+01 -1.67801000e-01 1.18500000e+01 -1.34887000e-01
1.18600000e+01 1.31513000e-02 1.18600000e+01 -2.26851000e-02 1.18600000e+01 -6.80553000e-02 1.18600000e+01 -8.73008000e-02 1.18600000e+01 -8.23674000e-02 1.18600000e+01 -1.31014000e-01 1.18600000e+01 -1.64887000e-01 1.18600000e+01 -1.64614000e-01 1.18600000e+01 -1.33666000e-01
1.18700000e+01 2.09440000e-02 1.18700000e+01 -1.47981000e-02 1.18700000e+01 -6.40588000e-02 1.18700000e+01 -8.41238000e-02 1.18700000e+01 -8.06642000e-02 1.18700000e+01 -1.28628000e-01 1.18700000e+01 -1.61149000e-01 1.18700000e+01 -1.61204000e-01 1.18700000e+01 -1.32228000e-01
1.18800000e+01 2.91415000e-02 1.18800000e+01 -6.65668000e-03 1.18800000e+01 -5.99037000e-02 1.18800000e+01 -8.08406000e-02 1.18800000e+01 -7.88882000e-02 1.18800000e+01 -1.26211000e-01 1.18800000e+01 -1.57273000e-01 1.18800000e+01 -1.57573000e-01 1.18800000e+01 -1.30572000e-01
1.18900000e+01 3.76921000e-02 1.18900000e+01 1.69661000e-03 1.18900000e+01 -5.55756000e-02 1.18900000e+01 -7.74275000e-02 1.18900000e+01 -7.70129000e-02 1.18900000e+01 -1.23734000e-01 1.18900000e+01 -1.53256000e-01 1.18900000e+01 -1.53727000e-01 1.18900000e+01 -1.28697000e-01
1.19000000e+01 4.65349000e-02 1.19000000e+01 1.02120000e-02 1.19000000e+01 -5.10653000e-02 1.19000000e+01 -7.38650000e-02 1.19000000e+01 -7.50160000e-02 1.19000000e+01 -1.21166000e-01 1.19000000e+01 -1.49099000e-01 1.19000000e+01 -1.49677000e-01 1.19000000e+01 -1.26609000e-01
1.19100000e+01 5.56005000e-02 1.19100000e+01 1.88326000e-02 1.19100000e+01 -4.63674000e-02 1.19100000e+01 -7.01363000e-02 1.19100000e+01 -7.28785000e-02 1.19100000e+01 -1.18476000e-01 1.19100000e+01 -1.44808000e-01 1.19100000e+01 -1.45438000e-01 1.19100000e+01 -1.24314000e-01
1.19200000e+01 6.48067000e-02 1.19200000e+01 2.74939000e-02 1.19200000e+01 -4.14875000e-02 1.19200000e+01 -6.62341000e-02 1.19200000e+01 -7.05906000e-02 1.19200000e+01 -1.15640000e-01 1.19200000e+01 -1.40393000e-01 1.19200000e+01 -1.41035000e-01 1.19200000e+01 -1.21828000e-01
1.19300000e+01 7.40714000e-02 1.19300000e+01 3.61304000e-02 1.19300000e+01 -3.64330000e-02 1.19300000e+01 -6.21534000e-02 1.19300000e+01 -6.81455000e-02 1.19300000e+01 -1.12631000e-01 1.19300000e+01 -1.35865000e-01 1.19300000e+01 -1.36492000e-01 1.19300000e+01 -1.19168000e-01
1.19400000e+01 8.33098000e-02 1.19400000e+01 4.46750000e-02 1.19400000e+01 -3.12163000e-02 1.19400000e+01 -5.78932000e-02 1.19400000e+01 -6.55414000e-02 1.19400000e+01 -1.09430000e-01 1.19400000e+01 -1.31241000e-01 1.19400000e+01 -1.31836000e-01 1.19400000e+01 -1.16351000e-01
1.19500000e+01 9.24368000e-02 1.19500000e+01 5.30604000e-02 1.19500000e+01 -2.58532000e-02 1.19500000e+01 -5.34563000e-02 1.19500000e+01 -6.27807000e-02 1.19500000e+01 -1.06015000e-01 1.19500000e+01 -1.26535000e-01 1.19500000e+01 -1.27098000e-01 1.19500000e+01 -1.13398000e-01
1.19600000e+01 1.01369000e-01 1.19600000e+01 6.12212000e-02 1.19600000e+01 -2.03632000e-02 1.19600000e+01 -4.88491000e-02 1.19600000e+01 -5.98699000e-02 1.19600000e+01 -1.02371000e-01 1.19600000e+01 -1.21765000e-01 1.19600000e+01 -1.22306000e-01 1.19600000e+01 -1.10330000e-01
1.19700000e+01 1.10027000e-01 1.19700000e+01 6.90955000e-02 1.19700000e+01 -1.47678000e-02 1.19700000e+01 -4.40806000e-02 1.19700000e+01 -5.68191000e-02 1.19700000e+01 -9.84848000e-02 1.19700000e+01 -1.16950000e-01 1.19700000e+01 -1.17492000e-01 1.19700000e+01 -1.07172000e-01
1.19800000e+01 1.18337000e-01 1.19800000e+01 7.66270000e-02 1.19800000e+01 -9.09035000e-03 1.19800000e+01 -3.91623000e-02 1.19800000e+01 -5.36409000e-02 1.19800000e+01 -9.43476000e-02 1.19800000e+01 -1.12106000e-01 1.19800000e+01 -1.12684000e-01 1.19800000e+01 -1.03947000e-01
1.19900000e+01 1.26236000e-01 1.19900000e+01 8.37663000e-02 1.19900000e+01 -3.35453000e-03 1.19900000e+01 -3.41069000e-02 1.19900000e+01 -5.03500000e-02 1.19900000e+01 -8.99538000e-02 1.19900000e+01 -1.07252000e-01 1.19900000e+01 -1.07911000e-01 1.19900000e+01 -1.00677000e-01
1.20000000e+01 1.33667000e-01 1.20000000e+01 9.04727000e-02 1.20000000e+01 2.41612000e-03 1.20000000e+01 -2.89285000e-02 1.20000000e+01 -4.69626000e-02 1.20000000e+01 -8.53021000e-02 1.20000000e+01 -1.02404000e-01 1.20000000e+01 -1.03197000e-01 1.20000000e+01 -9.73856000e-02
1.20100000e+01 1.40588000e-01 1.20100000e+01 9.67156000e-02 1.20100000e+01 8.19935000e-03 1.20100000e+01 -2.36411000e-02 1.20100000e+01 -4.34949000e-02 1.20100000e+01 -8.03948000e-02 1.20100000e+01 -9.75753000e-02 1.20100000e+01 -9.85650000e-02 1.20100000e+01 -9.40946000e-02
1.20200000e+01 1.46967000e-01 1.20200000e+01 1.02475000e-01 1.20200000e+01 1.39750000e-02 1.20200000e+01 -1.82584000e-02 1.20200000e+01 -3.99629000e-02 1.20200000e+01 -7.52387000e-02 1.20200000e+01 -9.27798000e-02 1.20200000e+01 -9.40338000e-02 1.20200000e+01 -9.08239000e-02
1.20300000e+01 1.52790000e-01 1.20300000e+01 1.07745000e-01 1.20300000e+01 1.97259000e-02 1.20300000e+01 -1.27932000e-02 1.20300000e+01 -3.63810000e-02 1.20300000e+01 -6.98443000e-02 1.20300000e+01 -8.80272000e-02 1.20300000e+01 -8.96181000e-02 1.20300000e+01 -8.75914000e-02
1.20400000e+01 1.58047000e-01 1.20400000e+01 1.12522000e-01 1.20400000e+01 2.54376000e-02 1.20400000e+01 -7.25567000e-03 1.20400000e+01 -3.27616000e-02 1.20400000e+01 -6.42234000e-02 1.20400000e+01 -8.33261000e-02 1.20400000e+01 -8.53303000e-02 1.20400000e+01 -8.44138000e-02
1.20500000e+01 1.62755000e-01 1.20500000e+01 1.16830000e-01 1.20500000e+01 3.11010000e-02 1.20500000e+01 -1.65559000e-03 1.20500000e+01 -2.91147000e-02 1.20500000e+01 -5.83963000e-02 1.20500000e+01 -7.86813000e-02 1.20500000e+01 -8.11757000e-02 1.20500000e+01 -8.13040000e-02
1.20600000e+01 1.66948000e-01 1.20600000e+01 1.20703000e-01 1.20600000e+01 3.67116000e-02 1.20600000e+01 4.00016000e-03 1.20600000e+01 -2.54468000e-02 1.20600000e+01 -5.23864000e-02 1.20600000e+01 -7.40947000e-02 1.20600000e+01 -7.71551000e-02 1.20600000e+01 -7.82721000e-02
1.20700000e+01 1.70668000e-01 1.20700000e+01 1.24185000e-01 1.20700000e+01 4.22701000e-02 1.20700000e+01 9.70791000e-03 1.20700000e+01 -2.17601000e-02 1.20700000e+01 -4.62187000e-02 1.20700000e+01 -6.95660000e-02 1.20700000e+01 -7.32659000e-02 1.20700000e+01 -7.53255000e-02
1.20800000e+01 1.73974000e-01 1.20800000e+01 1.27332000e-01 1.20800000e+01 4.77817000e-02 1.20800000e+01 1.54669000e-02 1.20800000e+01 -1.80526000e-02 1.20800000e+01 -3.99210000e-02 1.20800000e+01 -6.50929000e-02 1.20800000e+01 -6.95019000e-02 1.20800000e+01 -7.24689000e-02
1.20900000e+01 1.76933000e-01 1.20900000e+01 1.30209000e-01 1.20900000e+01 5.32570000e-02 1.20900000e+01 2.12794000e-02 1.20900000e+01 -1.43180000e-02 1.20900000e+01 -3.35235000e-02 1.20900000e+01 -6.06705000e-02 1.20900000e+01 -6.58531000e-02 1.20900000e+01 -6.97044000e-02
1.21000000e+01 1.79625000e-01 1.21000000e+01 1.32891000e-01 1.21000000e+01 5.87112000e-02 1.21000000e+01 2.71505000e-02 1.21000000e+01 -1.05456000e-02 1.21000000e+01 -2.70582000e-02 1.21000000e+01 -5.62927000e-02 1.21000000e+01 -6.23071000e-02 1.21000000e+01 -6.70316000e-02
1.21100000e+01 1.82139000e-01 1.21100000e+01 1.35462000e-01 1.21100000e+01 6.41640000e-02 1.21100000e+01 3.30881000e-02 1.21100000e+01 -6.72025000e-03 1.21100000e+01 -2.05586000e-02 1.21100000e+01 -5.19517000e-02 1.21100000e+01 -5.88489000e-02 1.21100000e+01 -6.44478000e-02
1.21200000e+01 1.84572000e-01 1.21200000e+01 1.38008000e-01 1.21200000e+01 6.96386000e-02 1.21200000e+01 3.91026000e-02 1.21200000e+01 -2.82293000e-03 1.21200000e+01 -1.40589000e-02 1.21200000e+01 -4.76390000e-02 1.21200000e+01 -5.54623000e-02 1.21200000e+01 -6.19483000e-02
1.21300000e+01 1.87022000e-01 1.21300000e+01 1.40622000e-01 1.21300000e+01 7.51618000e-02 1.21300000e+01 4.52064000e-02 1.21300000e+01 1.16894000e-03 1.21300000e+01 -7.59386000e-03 1.21300000e+01 -4.33456000e-02 1.21300000e+01 -5.21298000e-02 1.21300000e+01 -5.95267000e-02
1.21400000e+01 1.89593000e-01 1.21400000e+01 1.43397000e-01 1.21400000e+01 8.07626000e-02 1.21400000e+01 5.14136000e-02 1.21400000e+01 5.28087000e-03 1.21400000e+01 -1.19758000e-03 1.21400000e+01 -3.90626000e-02 1.21400000e+01 -4.88340000e-02 1.21400000e+01 -5.71755000e-02
1.21500000e+01 1.92387000e-01 1.21500000e+01 1.46424000e-01 1.21500000e+01 8.64713000e-02 1.21500000e+01 5.77392000e-02 1.21500000e+01 9.54061000e-03 1.21500000e+01 5.09660000e-03 1.21500000e+01 -3.47816000e-02 1.21500000e+01 -4.55581000e-02 1.21500000e+01 -5.48860000e-02
1.21600000e+01 1.95504000e-01 1.21600000e+01 1.49793000e-01 1.21600000e+01 9.23191000e-02 1.21600000e+01 6.41989000e-02 1.21600000e+01 1.39773000e-02 1.21600000e+01 1.12569000e-02 1.21600000e+01 -3.04949000e-02 1.21600000e+01 -4.22863000e-02 1.21600000e+01 -5.26491000e-02
1.21700000e+01 1.99040000e-01 1.21700000e+01 1.53588000e-01 1.21700000e+01 9.83371000e-02 1.21700000e+01 7.08088000e-02 1.21700000e+01 1.86212000e-02 1.21700000e+01 1.72531000e-02 1.21700000e+01 -2.61963000e-02 1.21700000e+01 -3.90048000e-02 1.21700000e+01 -5.04558000e-02
1.21800000e+01 2.03093000e-01 1.21800000e+01 1.57895000e-01 1.21800000e+01 1.04558000e-01 1.21800000e+01 7.75861000e-02 1.21800000e+01 2.35055000e-02 1.21800000e+01 2.30549000e-02 1.21800000e+01 -2.18807000e-02 1.21800000e+01 -3.57014000e-02 1.21800000e+01 -4.82971000e-02
1.21900000e+01 2.07732000e-01 1.21900000e+01 1.62773000e-01 1.21900000e+01 1.11005000e-01 1.21900000e+01 8.45415000e-02 1.21900000e+01 2.86542000e-02 1.21900000e+01 2.86417000e-02 1.21900000e+01 -1.75454000e-02 1.21900000e+01 -3.23677000e-02 1.21900000e+01 -4.61638000e-02
1.22000000e+01 2.13025000e-01 1.22000000e+01 1.68277000e-01 1.22000000e+01 1.17701000e-01 1.22000000e+01 9.16863000e-02 1.22000000e+01 3.40920000e-02 1.22000000e+01 3.39936000e-02 1.22000000e+01 -1.31898000e-02 1.22000000e+01 -2.89979000e-02 1.22000000e+01 -4.40482000e-02
1.22100000e+01 2.19026000e-01 1.22100000e+01 1.74449000e-01 1.22100000e+01 1.24666000e-01 1.22100000e+01 9.90291000e-02 1.22100000e+01 3.98404000e-02 1.22100000e+01 3.90949000e-02 1.22100000e+01 -8.81504000e-03 1.22100000e+01 -2.55897000e-02 1.22100000e+01 -4.19435000e-02
1.22200000e+01 2.25774000e-01 1.22200000e+01 1.81318000e-01 1.22200000e+01 1.31912000e-01 1.22200000e+01 1.06575000e-01 1.22200000e+01 4.59164000e-02 1.22200000e+01 4.39346000e-02 1.22200000e+01 -4.42430000e-03 1.22200000e+01 -2.21437000e-02 1.22200000e+01 -3.98443000e-02
1.22300000e+01 2.33293000e-01 1.22300000e+01 1.88899000e-01 1.22300000e+01 1.39448000e-01 1.22300000e+01 1.14327000e-01 1.22300000e+01 5.23316000e-02 1.22300000e+01 4.85061000e-02 1.22300000e+01 -2.27400000e-05 1.22300000e+01 -1.86639000e-02 1.22300000e+01 -3.77465000e-02
1.22400000e+01 2.41595000e-01 1.22400000e+01 1.97191000e-01 1.22400000e+01 1.47276000e-01 1.22400000e+01 1.22284000e-01 1.22400000e+01 5.90918000e-02 1.22400000e+01 5.28081000e-02 1.22400000e+01 4.38283000e-03 1.22400000e+01 -1.51569000e-02 1.22400000e+01 -3.56472000e-02
1.22500000e+01 2.50671000e-01 1.22500000e+01 2.06178000e-01 1.22500000e+01 1.55392000e-01 1.22500000e+01 1.30438000e-01 1.22500000e+01 6.61963000e-02 1.22500000e+01 5.68441000e-02 1.22500000e+01 8.78417000e-03 1.22500000e+01 -1.16320000e-02 1.22500000e+01 -3.35449000e-02
1.22600000e+01 2.60502000e-01 1.22600000e+01 2.15832000e-01 1.22600000e+01 1.63786000e-01 1.22600000e+01 1.38782000e-01 1.22600000e+01 7.36377000e-02 1.22600000e+01 6.06227000e-02 1.22600000e+01 1.31720000e-02 1.22600000e+01 -8.10064000e-03 1.22600000e+01 -3.14395000e-02
1.22700000e+01 2.71050000e-01 1.22700000e+01 2.26107000e-01 1.22700000e+01 1.72439000e-01 1.22700000e+01 1.47302000e-01 1.22700000e+01 8.14013000e-02 1.22700000e+01 6.41574000e-02 1.22700000e+01 1.75361000e-02 1.22700000e+01 -4.57563000e-03 1.22700000e+01 -2.93321000e-02
1.22800000e+01 2.82266000e-01 1.22800000e+01 2.36949000e-01 1.22800000e+01 1.81331000e-01 1.22800000e+01 1.55981000e-01 1.22800000e+01 8.94656000e-02 1.22800000e+01 6.74666000e-02 1.22800000e+01 2.18665000e-02 1.22800000e+01 -1.07087000e-03 1.22800000e+01 -2.72245000e-02
1.22900000e+01 2.94088000e-01 1.22900000e+01 2.48289000e-01 1.22900000e+01 1.90431000e-01 1.22900000e+01 1.64797000e-01 1.22900000e+01 9.78022000e-02 1.22900000e+01 7.05727000e-02 1.22900000e+01 2.61528000e-02 1.22900000e+01 2.39947000e-03 1.22900000e+01 -2.51196000e-02
1.23000000e+01 3.06442000e-01 1.23000000e+01 2.60050000e-01 1.23000000e+01 1.99708000e-01 1.23000000e+01 1.73728000e-01 1.23000000e+01 1.06376000e-01 1.23000000e+01 7.35024000e-02 1.23000000e+01 3.03857000e-02 1.23000000e+01 5.82157000e-03 1.23000000e+01 -2.30207000e-02
1.23100000e+01 3.19251000e-01 1.23100000e+01 2.72150000e-01 1.23100000e+01 2.09124000e-01 1.23100000e+01 1.82748000e-01 1.23100000e+01 1.15148000e-01 1.23100000e+01 7.62846000e-02 1.23100000e+01 3.45560000e-02 1.23100000e+01 9.18168000e-03 1.23100000e+01 -2.09315000e-02
1.23200000e+01 3.32420000e-01 1.23200000e+01 2.84495000e-01 1.23200000e+01 2.18638000e-01 1.23200000e+01 1.91828000e-01 1.23200000e+01 1.24071000e-01 1.23200000e+01 7.89540000e-02 1.23200000e+01 3.86568000e-02 1.23200000e+01 1.24687000e-02 1.23200000e+01 -1.88557000e-02
1.23300000e+01 3.45852000e-01 1.23300000e+01 2.96988000e-01 1.23300000e+01 2.28204000e-01 1.23300000e+01 2.00936000e-01 1.23300000e+01 1.33090000e-01 1.23300000e+01 8.15472000e-02 1.23300000e+01 4.26840000e-02 1.23300000e+01 1.56745000e-02 1.23300000e+01 -1.67965000e-02
1.23400000e+01 3.59450000e-01 1.23400000e+01 3.09535000e-01 1.23400000e+01 2.37781000e-01 1.23400000e+01 2.10044000e-01 1.23400000e+01 1.42154000e-01 1.23400000e+01 8.41014000e-02 1.23400000e+01 4.66347000e-02 1.23400000e+01 1.87929000e-02 1.23400000e+01 -1.47567000e-02
1.23500000e+01 3.73118000e-01 1.23500000e+01 3.22044000e-01 1.23500000e+01 2.47323000e-01 1.23500000e+01 2.19121000e-01 1.23500000e+01 1.51207000e-01 1.23500000e+01 8.66544000e-02 1.23500000e+01 5.05089000e-02 1.23500000e+01 2.18213000e-02 1.23500000e+01 -1.27382000e-02
