r_Cl_64micl g_Cl_64micl r_Cl_32micl g_Cl_32micl r_Cl_16micl g_Cl_16micl r_Cl_8micl g_Cl_8micl r_CsPbBr2_10m g_CsPbBr2_10m r_I_8micl g_I_8micl r_I_16micl g_I_16micl r_I_32micl g_I_32micl r_I_64micl g_I_64micl
8.38200000e+01 -2.20626000e-02 8.38200000e+01 -1.71511000e-02 8.38200000e+01 -7.12550000e-03 8.38200000e+01 -2.39573000e-03 8.38200000e+01 -1.08709000e-02 8.38200000e+01 -9.26664000e-04 8.38200000e+01 -2.77804000e-03 8.38200000e+01 -1.99512000e-03 8.38200000e+01 -5.91601000e-03
8.38300000e+01 -2.12227000e-02 8.38300000e+01 -1.64300000e-02 8.38300000e+01 -7.24452000e-03 8.38300000e+01 -2.20396000e-03 8.38300000e+01 -1.08315000e-02 8.38300000e+01 -6.46521000e-05 8.38300000e+01 -2.38726000e-03 8.38300000e+01 -1.48761000e-03 8.38300000e+01 -5.25187000e-03
8.38400000e+01 -1.99452000e-02 8.38400000e+01 -1.53354000e-02 8.38400000e+01 -7.17524000e-03 8.38400000e+01 -1.94194000e-03 8.38400000e+01 -1.05335000e-02 8.38400000e+01 8.50413000e-04 8.38400000e+01 -1.91111000e-03 8.38400000e+01 -9.15364000e-04 8.38400000e+01 -4.47318000e-03
8.38500000e+01 -1.82720000e-02 8.38500000e+01 -1.38994000e-02 8.38500000e+01 -6.92169000e-03 8.38500000e+01 -1.61730000e-03 8.38500000e+01 -9.99117000e-03 8.38500000e+01 1.79140000e-03 8.38500000e+01 -1.36341000e-03 8.38500000e+01 -2.97077000e-04 8.38500000e+01 -3.60486000e-03
8.38600000e+01 -1.62481000e-02 8.38600000e+01 -1.21568000e-02 8.38600000e+01 -6.48995000e-03 8.38600000e+01 -1.23814000e-03 8.38600000e+01 -9.22091000e-03 8.38600000e+01 2.73151000e-03 8.38600000e+01 -7.58521000e-04 8.38600000e+01 3.48217000e-04 8.38600000e+01 -2.67192000e-03
8.38700000e+01 -1.39274000e-02 8.38700000e+01 -1.01506000e-02 8.38700000e+01 -5.89062000e-03 8.38700000e+01 -8.13898000e-04 8.38700000e+01 -8.24487000e-03 8.38700000e+01 3.64384000e-03 8.38700000e+01 -1.12327000e-04 8.38700000e+01 1.00056000e-03 8.38700000e+01 -1.70074000e-03
8.38800000e+01 -1.13709000e-02 8.38800000e+01 -7.93021000e-03 8.38800000e+01 -5.13859000e-03 8.38800000e+01 -3.55138000e-04 8.38800000e+01 -7.09025000e-03 8.38800000e+01 4.50219000e-03 8.38800000e+01 5.58171000e-04 8.38800000e+01 1.63967000e-03 8.38800000e+01 -7.18291000e-04
8.38900000e+01 -8.64537000e-03 8.38900000e+01 -5.55066000e-03 8.38900000e+01 -4.25263000e-03 8.38900000e+01 1.26725000e-04 8.38900000e+01 -5.78859000e-03 8.38900000e+01 5.28175000e-03 8.38900000e+01 1.23532000e-03 8.38900000e+01 2.24555000e-03 8.38900000e+01 2.48601000e-04
8.39000000e+01 -5.82157000e-03 8.39000000e+01 -3.07098000e-03 8.39000000e+01 -3.25499000e-03 8.39000000e+01 6.19717000e-04 8.39000000e+01 -4.37498000e-03 8.39000000e+01 5.95980000e-03 8.39000000e+01 1.90129000e-03 8.39000000e+01 2.79908000e-03 8.39000000e+01 1.17399000e-03
8.39100000e+01 -2.97247000e-03 8.39100000e+01 -5.52758000e-04 8.39100000e+01 -2.17076000e-03 8.39100000e+01 1.11160000e-03 8.39100000e+01 -2.88712000e-03 8.39100000e+01 6.51636000e-03 8.39100000e+01 2.53855000e-03 8.39100000e+01 3.28259000e-03 8.39100000e+01 2.03354000e-03
8.39200000e+01 -1.71362000e-04 8.39200000e+01 1.94143000e-03 8.39200000e+01 -1.02730000e-03 8.39200000e+01 1.59017000e-03 8.39200000e+01 -1.36432000e-03 8.39200000e+01 6.93476000e-03 8.39200000e+01 3.13037000e-03 8.39200000e+01 3.68044000e-03 8.39200000e+01 2.80515000e-03
8.39300000e+01 2.51003000e-03 8.39300000e+01 4.34964000e-03 8.39300000e+01 1.46484000e-04 8.39300000e+01 2.04359000e-03 8.39300000e+01 1.53484000e-04 8.39300000e+01 7.20211000e-03 8.39300000e+01 3.66123000e-03 8.39300000e+01 3.97946000e-03 8.39300000e+01 3.46955000e-03
8.39400000e+01 5.00332000e-03 8.39400000e+01 6.61215000e-03 8.39400000e+01 1.32086000e-03 8.39400000e+01 2.46065000e-03 8.39400000e+01 1.62677000e-03 8.39400000e+01 7.30969000e-03 8.39400000e+01 4.11729000e-03 8.39400000e+01 4.16938000e-03 8.39400000e+01 4.01081000e-03
8.39500000e+01 7.24523000e-03 8.39500000e+01 8.67298000e-03 8.39500000e+01 2.46604000e-03 8.39500000e+01 2.83107000e-03 8.39500000e+01 3.01749000e-03 8.39500000e+01 7.25321000e-03 8.39500000e+01 4.48676000e-03 8.39500000e+01 4.24316000e-03 8.39500000e+01 4.41675000e-03
8.39600000e+01 9.17917000e-03 8.39600000e+01 1.04813000e-02 8.39600000e+01 3.55291000e-03 8.39600000e+01 3.14574000e-03 8.39600000e+01 4.28999000e-03 8.39600000e+01 7.03294000e-03 8.39600000e+01 4.76020000e-03 8.39600000e+01 4.19723000e-03 8.39600000e+01 4.67920000e-03
8.39700000e+01 1.07507000e-02 8.39700000e+01 1.19877000e-02 8.39700000e+01 4.55214000e-03 8.39700000e+01 3.39591000e-03 8.39700000e+01 5.40928000e-03 8.39700000e+01 6.65153000e-03 8.39700000e+01 4.92918000e-03 8.39700000e+01 4.02988000e-03 8.39700000e+01 4.79201000e-03
8.39800000e+01 1.19235000e-02 8.39800000e+01 1.31579000e-02 8.39800000e+01 5.43851000e-03 8.39800000e+01 3.57602000e-03 8.39800000e+01 6.34820000e-03 8.39800000e+01 6.12031000e-03 8.39800000e+01 4.99078000e-03 8.39800000e+01 3.74621000e-03 8.39800000e+01 4.75715000e-03
8.39900000e+01 1.26713000e-02 8.39900000e+01 1.39657000e-02 8.39900000e+01 6.18996000e-03 8.39900000e+01 3.68211000e-03 8.39900000e+01 7.08460000e-03 8.39900000e+01 5.45394000e-03 8.39900000e+01 4.94465000e-03 8.39900000e+01 3.35426000e-03 8.39900000e+01 4.58013000e-03
8.40000000e+01 1.29767000e-02 8.40000000e+01 1.43928000e-02 8.40000000e+01 6.78743000e-03 8.40000000e+01 3.71176000e-03 8.40000000e+01 7.60106000e-03 8.40000000e+01 4.67009000e-03 8.40000000e+01 4.79286000e-03 8.40000000e+01 2.86483000e-03 8.40000000e+01 4.26972000e-03
8.40100000e+01 1.28340000e-02 8.40100000e+01 1.44305000e-02 8.40100000e+01 7.21577000e-03 8.40100000e+01 3.66447000e-03 8.40100000e+01 7.88609000e-03 8.40100000e+01 3.78983000e-03 8.40100000e+01 4.54043000e-03 8.40100000e+01 2.29176000e-03 8.40100000e+01 3.83838000e-03
8.40200000e+01 1.22487000e-02 8.40200000e+01 1.40802000e-02 8.40200000e+01 7.46415000e-03 8.40200000e+01 3.54160000e-03 8.40200000e+01 7.93434000e-03 8.40200000e+01 2.83702000e-03 8.40200000e+01 4.19509000e-03 8.40200000e+01 1.65159000e-03 8.40200000e+01 3.30184000e-03
8.40300000e+01 1.12377000e-02 8.40300000e+01 1.33530000e-02 8.40300000e+01 7.52630000e-03 8.40300000e+01 3.34639000e-03 8.40300000e+01 7.74678000e-03 8.40300000e+01 1.83765000e-03 8.40300000e+01 3.76717000e-03 8.40300000e+01 9.63064000e-04 8.40300000e+01 2.67862000e-03
8.40400000e+01 9.82849000e-03 8.40400000e+01 1.22695000e-02 8.40400000e+01 7.40073000e-03 8.40400000e+01 3.08385000e-03 8.40400000e+01 7.33052000e-03 8.40400000e+01 8.19160000e-04 8.40400000e+01 3.26921000e-03 8.40400000e+01 2.46614000e-04 8.40400000e+01 1.98947000e-03
8.40500000e+01 8.05873000e-03 8.40500000e+01 1.08596000e-02 8.40500000e+01 7.09072000e-03 8.40500000e+01 2.76062000e-03 8.40500000e+01 6.69870000e-03 8.40500000e+01 -1.90353000e-04 8.40500000e+01 2.71570000e-03 8.40500000e+01 -4.76240000e-04 8.40500000e+01 1.25671000e-03
8.40600000e+01 5.97494000e-03 8.40600000e+01 9.16080000e-03 8.40600000e+01 6.60426000e-03 8.40600000e+01 2.38479000e-03 8.40600000e+01 5.87002000e-03 8.40600000e+01 -1.16289000e-03 8.40600000e+01 2.12264000e-03 8.40600000e+01 -1.18350000e-03 8.40600000e+01 5.03592000e-04
8.40700000e+01 3.63142000e-03 8.40700000e+01 7.21823000e-03 8.40700000e+01 5.95386000e-03 8.40700000e+01 1.96572000e-03 8.40700000e+01 4.86825000e-03 8.40700000e+01 -2.07136000e-03 8.40700000e+01 1.50707000e-03 8.40700000e+01 -1.85332000e-03 8.40700000e+01 -2.46389000e-04
8.40800000e+01 1.08876000e-03 8.40800000e+01 5.08276000e-03 8.40800000e+01 5.15622000e-03 8.40800000e+01 1.51379000e-03 8.40800000e+01 3.72156000e-03 8.40800000e+01 -2.89029000e-03 8.40800000e+01 8.86645000e-04 8.40800000e+01 -2.46469000e-03 8.40800000e+01 -9.70183000e-04
8.40900000e+01 -1.58769000e-03 8.40900000e+01 2.81000000e-03 8.40900000e+01 4.23183000e-03 8.40900000e+01 1.04015000e-03 8.40900000e+01 2.46176000e-03 8.40900000e+01 -3.59660000e-03 8.40900000e+01 2.79129000e-04 8.40900000e+01 -2.99799000e-03 8.40900000e+01 -1.64585000e-03
8.41000000e+01 -4.32950000e-03 8.41000000e+01 4.58635000e-04 8.41000000e+01 3.20406000e-03 8.41000000e+01 5.56416000e-04 8.41000000e+01 1.12327000e-03 8.41000000e+01 -4.16953000e-03 8.41000000e+01 -2.97901000e-04 8.41000000e+01 -3.43512000e-03 8.41000000e+01 -2.25277000e-03
8.41100000e+01 -7.06511000e-03 8.41100000e+01 -1.90951000e-03 8.41100000e+01 2.09924000e-03 8.41100000e+01 7.47400000e-05 8.41100000e+01 -2.56960000e-04 8.41100000e+01 -4.59069000e-03 8.41100000e+01 -8.27067000e-04 8.41100000e+01 -3.75955000e-03 8.41100000e+01 -2.77173000e-03
8.41200000e+01 -9.72439000e-03 8.41200000e+01 -4.23273000e-03 8.41200000e+01 9.47430000e-04 8.41200000e+01 -3.93012000e-04 8.41200000e+01 -1.64037000e-03 8.41200000e+01 -4.84999000e-03 8.41200000e+01 -1.29380000e-03 8.41200000e+01 -3.96093000e-03 8.41200000e+01 -3.18889000e-03
8.41300000e+01 -1.22406000e-02 8.41300000e+01 -6.45214000e-03 8.41300000e+01 -2.21690000e-04 8.41300000e+01 -8.35527000e-04 8.41300000e+01 -2.98980000e-03 8.41300000e+01 -4.93978000e-03 8.41300000e+01 -1.68485000e-03 8.41300000e+01 -4.03087000e-03 8.41300000e+01 -3.49260000e-03
8.41400000e+01 -1.45509000e-02 8.41400000e+01 -8.51193000e-03 8.41400000e+01 -1.37799000e-03 8.41400000e+01 -1.24216000e-03 8.41400000e+01 -4.26926000e-03 8.41400000e+01 -4.85710000e-03 8.41400000e+01 -1.98916000e-03 8.41400000e+01 -3.96469000e-03 8.41400000e+01 -3.67476000e-03
8.41500000e+01 -1.65981000e-02 8.41500000e+01 -1.03608000e-02 8.41500000e+01 -2.49164000e-03 8.41500000e+01 -1.60319000e-03 8.41500000e+01 -5.44484000e-03 8.41500000e+01 -4.60378000e-03 8.41500000e+01 -2.19814000e-03 8.41500000e+01 -3.76157000e-03 8.41500000e+01 -3.73103000e-03
8.41600000e+01 -1.83320000e-02 8.41600000e+01 -1.19532000e-02 8.41600000e+01 -3.53390000e-03 8.41600000e+01 -1.91002000e-03 8.41600000e+01 -6.48559000e-03 8.41600000e+01 -4.18639000e-03 8.41600000e+01 -2.30593000e-03 8.41600000e+01 -3.42462000e-03 8.41600000e+01 -3.66091000e-03
8.41700000e+01 -1.97104000e-02 8.41700000e+01 -1.32506000e-02 8.41700000e+01 -4.47782000e-03 8.41700000e+01 -2.15541000e-03 8.41700000e+01 -7.36431000e-03 8.41700000e+01 -3.61612000e-03 8.41700000e+01 -2.30953000e-03 8.41700000e+01 -2.96087000e-03 8.41700000e+01 -3.46771000e-03
8.41800000e+01 -2.07004000e-02 8.41800000e+01 -1.42222000e-02 8.41800000e+01 -5.29891000e-03 8.41800000e+01 -2.33361000e-03 8.41800000e+01 -8.05820000e-03 8.41800000e+01 -2.90845000e-03 8.41800000e+01 -2.20895000e-03 8.41800000e+01 -2.38106000e-03 8.41800000e+01 -3.15845000e-03
8.41900000e+01 -2.12788000e-02 8.41900000e+01 -1.48460000e-02 8.41900000e+01 -5.97581000e-03 8.41900000e+01 -2.44050000e-03 8.41900000e+01 -8.54948000e-03 8.41900000e+01 -2.08275000e-03 8.41900000e+01 -2.00714000e-03 8.41900000e+01 -1.69940000e-03 8.41900000e+01 -2.74357000e-03
8.42000000e+01 -2.14328000e-02 8.42000000e+01 -1.51088000e-02 8.42000000e+01 -6.49078000e-03 8.42000000e+01 -2.47365000e-03 8.42000000e+01 -8.82574000e-03 8.42000000e+01 -1.16176000e-03 8.42000000e+01 -1.70996000e-03 8.42000000e+01 -9.33206000e-04 8.42000000e+01 -2.23664000e-03
8.42100000e+01 -2.11600000e-02 8.42100000e+01 -1.50072000e-02 8.42100000e+01 -6.83016000e-03 8.42100000e+01 -2.43238000e-03 8.42100000e+01 -8.88027000e-03 8.42100000e+01 -1.70978000e-04 8.42100000e+01 -1.32601000e-03 8.42100000e+01 -1.02452000e-04 8.42100000e+01 -1.65392000e-03
8.42200000e+01 -2.04687000e-02 8.42200000e+01 -1.45469000e-02 8.42200000e+01 -6.98473000e-03 8.42200000e+01 -2.31775000e-03 8.42200000e+01 -8.71218000e-03 8.42200000e+01 8.62051000e-04 8.42200000e+01 -8.66378000e-04 8.42200000e+01 7.70784000e-04 8.42200000e+01 -1.01385000e-03
8.42300000e+01 -1.93773000e-02 8.42300000e+01 -1.37429000e-02 8.42300000e+01 -6.94995000e-03 8.42300000e+01 -2.13251000e-03 8.42300000e+01 -8.32635000e-03 8.42300000e+01 1.90847000e-03 8.42300000e+01 -3.44326000e-04 8.42300000e+01 1.66290000e-03 8.42300000e+01 -3.36498000e-04
8.42400000e+01 -1.79090000e-02 8.42400000e+01 -1.26148000e-02 8.42400000e+01 -6.72340000e-03 8.42400000e+01 -1.88017000e-03 8.42400000e+01 -7.73055000e-03 8.42400000e+01 2.93827000e-03 8.42400000e+01 2.25481000e-04 8.42400000e+01 2.54897000e-03 8.42400000e+01 3.56930000e-04
8.42500000e+01 -1.61049000e-02 8.42500000e+01 -1.11983000e-02 8.42500000e+01 -6.31201000e-03 8.42500000e+01 -1.56736000e-03 8.42500000e+01 -6.94293000e-03 8.42500000e+01 3.92177000e-03 8.42500000e+01 8.25683000e-04 8.42500000e+01 3.40374000e-03 8.42500000e+01 1.04423000e-03
8.42600000e+01 -1.40122000e-02 8.42600000e+01 -9.53475000e-03 8.42600000e+01 -5.72678000e-03 8.42600000e+01 -1.20172000e-03 8.42600000e+01 -5.98558000e-03 8.42600000e+01 4.83123000e-03 8.42600000e+01 1.43856000e-03 8.42600000e+01 4.20312000e-03 8.42600000e+01 1.70409000e-03
8.42700000e+01 -1.16822000e-02 8.42700000e+01 -7.66952000e-03 8.42700000e+01 -4.98203000e-03 8.42700000e+01 -7.91656000e-04 8.42700000e+01 -4.88356000e-03 8.42700000e+01 5.64076000e-03 8.42700000e+01 2.04628000e-03 8.42700000e+01 4.92422000e-03 8.42700000e+01 2.31620000e-03
8.42800000e+01 -9.17146000e-03 8.42800000e+01 -5.65289000e-03 8.42800000e+01 -4.09607000e-03 8.42800000e+01 -3.46487000e-04 8.42800000e+01 -3.66546000e-03 8.42800000e+01 6.32712000e-03 8.42800000e+01 2.63110000e-03 8.42800000e+01 5.54603000e-03 8.42800000e+01 2.86177000e-03
8.42900000e+01 -6.53997000e-03 8.42900000e+01 -3.53863000e-03 8.42900000e+01 -3.09076000e-03 8.42900000e+01 1.23774000e-04 8.42900000e+01 -2.36260000e-03 8.42900000e+01 6.87038000e-03 8.42900000e+01 3.17588000e-03 8.42900000e+01 6.04998000e-03 8.42900000e+01 3.32405000e-03
8.43000000e+01 -3.84990000e-03 8.43000000e+01 -1.38258000e-03 8.43000000e+01 -1.99094000e-03 8.43000000e+01 6.08664000e-04 8.43000000e+01 -1.00817000e-03 8.43000000e+01 7.25448000e-03 8.43000000e+01 3.66459000e-03 8.43000000e+01 6.42051000e-03 8.43000000e+01 3.68880000e-03
8.43100000e+01 -1.16390000e-03 8.43100000e+01 7.58792000e-04 8.43100000e+01 -8.23836000e-04 8.43100000e+01 1.09751000e-03 8.43100000e+01 3.63629000e-04 8.43100000e+01 7.46766000e-03 8.43100000e+01 4.08273000e-03 8.43100000e+01 6.64552000e-03 8.43100000e+01 3.94475000e-03
8.43200000e+01 1.45643000e-03 8.43200000e+01 2.82982000e-03 8.43200000e+01 3.81652000e-04 8.43200000e+01 1.57970000e-03 8.43200000e+01 1.71845000e-03 8.43200000e+01 7.50282000e-03 8.43200000e+01 4.41774000e-03 8.43200000e+01 6.71670000e-03 8.43200000e+01 4.08384000e-03
8.43300000e+01 3.95201000e-03 8.43300000e+01 4.77709000e-03 8.43300000e+01 1.59566000e-03 8.43300000e+01 2.04489000e-03 8.43300000e+01 3.02271000e-03 8.43300000e+01 7.35768000e-03 8.43300000e+01 4.65942000e-03 8.43300000e+01 6.62984000e-03 8.43300000e+01 4.10152000e-03
8.43400000e+01 6.26771000e-03 8.43400000e+01 6.55073000e-03 8.43400000e+01 2.78812000e-03 8.43400000e+01 2.48327000e-03 8.43400000e+01 4.24446000e-03 8.43400000e+01 7.03488000e-03 8.43400000e+01 4.80013000e-03 8.43400000e+01 6.38493000e-03 8.43400000e+01 3.99680000e-03
8.43500000e+01 8.35364000e-03 8.43500000e+01 8.10571000e-03 8.43500000e+01 3.92948000e-03 8.43500000e+01 2.88574000e-03 8.43500000e+01 5.35412000e-03 8.43500000e+01 6.54194000e-03 8.43500000e+01 4.83509000e-03 8.43500000e+01 5.98621000e-03 8.43500000e+01 3.77232000e-03
8.43600000e+01 1.01663000e-02 8.43600000e+01 9.40289000e-03 8.43600000e+01 4.99147000e-03 8.43600000e+01 3.24415000e-03 8.43600000e+01 6.32528000e-03 8.43600000e+01 5.89098000e-03 8.43600000e+01 4.76248000e-03 8.43600000e+01 5.44212000e-03 8.43600000e+01 3.43424000e-03
8.43700000e+01 1.16680000e-02 8.43700000e+01 1.04088000e-02 8.43700000e+01 5.94730000e-03 8.43700000e+01 3.55122000e-03 8.43700000e+01 7.13461000e-03 8.43700000e+01 5.09802000e-03 8.43700000e+01 4.58314000e-03 8.43700000e+01 4.76462000e-03 8.43700000e+01 2.99170000e-03
8.43800000e+01 1.28260000e-02 8.43800000e+01 1.10944000e-02 8.43800000e+01 6.77118000e-03 8.43800000e+01 3.80030000e-03 8.43800000e+01 7.76119000e-03 8.43800000e+01 4.18250000e-03 8.43800000e+01 4.30022000e-03 8.43800000e+01 3.96881000e-03 8.43800000e+01 2.45649000e-03
8.43900000e+01 1.36261000e-02 8.43900000e+01 1.14484000e-02 8.43900000e+01 7.44458000e-03 8.43900000e+01 3.98782000e-03 8.43900000e+01 8.19431000e-03 8.43900000e+01 3.17055000e-03 8.43900000e+01 3.92275000e-03 8.43900000e+01 3.07639000e-03 8.43900000e+01 1.84567000e-03
8.44000000e+01 1.40582000e-02 8.44000000e+01 1.14634000e-02 8.44000000e+01 7.95099000e-03 8.44000000e+01 4.11081000e-03 8.44000000e+01 8.42567000e-03 8.44000000e+01 2.08860000e-03 8.44000000e+01 3.46073000e-03 8.44000000e+01 2.10960000e-03 8.44000000e+01 1.17679000e-03
8.44100000e+01 1.41209000e-02 8.44100000e+01 1.11403000e-02 8.44100000e+01 8.27804000e-03 8.44100000e+01 4.16774000e-03 8.44100000e+01 8.45211000e-03 8.44100000e+01 9.64976000e-04 8.44100000e+01 2.92658000e-03 8.44100000e+01 1.09281000e-03 8.44100000e+01 4.69090000e-04
8.44200000e+01 1.38216000e-02 8.44200000e+01 1.04886000e-02 8.44200000e+01 8.41781000e-03 8.44200000e+01 4.15856000e-03 8.44200000e+01 8.27560000e-03 8.44200000e+01 -1.70909000e-04 8.44200000e+01 2.33476000e-03 8.44200000e+01 5.19000000e-05 8.44200000e+01 -2.57084000e-04
8.44300000e+01 1.31759000e-02 8.44300000e+01 9.52609000e-03 8.44300000e+01 8.36695000e-03 8.44300000e+01 4.08464000e-03 8.44300000e+01 7.90314000e-03 8.44300000e+01 -1.28936000e-03 8.44300000e+01 1.70144000e-03 8.44300000e+01 -9.86451000e-04 8.44300000e+01 -9.80850000e-04
8.44400000e+01 1.22074000e-02 8.44400000e+01 8.27774000e-03 8.44400000e+01 8.12679000e-03 8.44400000e+01 3.94873000e-03 8.44400000e+01 7.34649000e-03 8.44400000e+01 -2.36120000e-03 8.44400000e+01 1.04398000e-03 8.44400000e+01 -1.99546000e-03 8.44400000e+01 -1.68140000e-03
8.44500000e+01 1.09464000e-02 8.44500000e+01 6.77551000e-03 8.44500000e+01 7.70330000e-03 8.44500000e+01 3.75483000e-03 8.44500000e+01 6.62178000e-03 8.44500000e+01 -3.35859000e-03 8.44500000e+01 3.80479000e-04 8.44500000e+01 -2.94895000e-03 8.44500000e+01 -2.33858000e-03
8.44600000e+01 9.42911000e-03 8.44600000e+01 5.05724000e-03 8.44600000e+01 7.10686000e-03 8.44600000e+01 3.50813000e-03 8.44600000e+01 5.74902000e-03 8.44600000e+01 -4.25580000e-03 8.44600000e+01 -2.70714000e-04 8.44600000e+01 -3.82205000e-03 8.44600000e+01 -2.93348000e-03
8.44700000e+01 7.69698000e-03 8.44700000e+01 3.16561000e-03 8.44700000e+01 6.35204000e-03 8.44700000e+01 3.21481000e-03 8.44700000e+01 4.75158000e-03 8.44700000e+01 -5.02986000e-03 8.44700000e+01 -8.91551000e-04 8.44700000e+01 -4.59187000e-03 8.44700000e+01 -3.44896000e-03
8.44800000e+01 5.79505000e-03 8.44800000e+01 1.14702000e-03 8.44800000e+01 5.45720000e-03 8.44800000e+01 2.88191000e-03 8.44800000e+01 3.65548000e-03 8.44800000e+01 -5.66125000e-03 8.44800000e+01 -1.46477000e-03 8.44800000e+01 -5.23808000e-03 8.44800000e+01 -3.87011000e-03
8.44900000e+01 3.77099000e-03 8.44900000e+01 -9.49656000e-04 8.44900000e+01 4.44400000e-03 8.44900000e+01 2.51716000e-03 8.44900000e+01 2.48873000e-03 8.44900000e+01 -6.13440000e-03 8.44900000e+01 -1.97436000e-03 8.44900000e+01 -5.74349000e-03 8.44900000e+01 -4.18471000e-03
8.45000000e+01 1.67376000e-03 8.45000000e+01 -3.07433000e-03 8.45000000e+01 3.33689000e-03 8.45000000e+01 2.12877000e-03 8.45000000e+01 1.28057000e-03 8.45000000e+01 -6.43810000e-03 8.45000000e+01 -2.40608000e-03 8.45000000e+01 -6.09449000e-03 8.45000000e+01 -4.38352000e-03
8.45100000e+01 -4.47197000e-04 8.45100000e+01 -5.17600000e-03 8.45100000e+01 2.16194000e-03 8.45100000e+01 1.72515000e-03 8.45100000e+01 6.09815000e-05 8.45100000e+01 -6.56344000e-03 8.45100000e+01 -2.74642000e-03 8.45100000e+01 -6.27915000e-03 8.45100000e+01 -4.45890000e-03
8.45200000e+01 -2.54254000e-03 8.45200000e+01 -7.20490000e-03 8.45200000e+01 9.48478000e-04 8.45200000e+01 1.31527000e-03 8.45200000e+01 -1.13974000e-03 8.45200000e+01 -6.51005000e-03 8.45200000e+01 -2.98618000e-03 8.45200000e+01 -6.29313000e-03 8.45200000e+01 -4.40916000e-03
8.45300000e+01 -4.56662000e-03 8.45300000e+01 -9.11525000e-03 8.45300000e+01 -2.74212000e-04 8.45300000e+01 9.07730000e-04 8.45300000e+01 -2.29320000e-03 8.45300000e+01 -6.28257000e-03 8.45300000e+01 -3.11920000e-03 8.45300000e+01 -6.13672000e-03 8.45300000e+01 -4.23623000e-03
8.45400000e+01 -6.47732000e-03 8.45400000e+01 -1.08649000e-02 8.45400000e+01 -1.47730000e-03 8.45400000e+01 5.10734000e-04 8.45400000e+01 -3.37280000e-03 8.45400000e+01 -5.88921000e-03 8.45400000e+01 -3.14174000e-03 8.45400000e+01 -5.81348000e-03 8.45400000e+01 -3.94464000e-03
8.45500000e+01 -8.23682000e-03 8.45500000e+01 -1.24165000e-02 8.45500000e+01 -2.63267000e-03 8.45500000e+01 1.32036000e-04 8.45500000e+01 -4.35435000e-03 8.45500000e+01 -5.34267000e-03 8.45500000e+01 -3.05308000e-03 8.45500000e+01 -5.33126000e-03 8.45500000e+01 -3.54221000e-03
8.45600000e+01 -9.81228000e-03 8.45600000e+01 -1.37381000e-02 8.45600000e+01 -3.71362000e-03 8.45600000e+01 -2.21237000e-04 8.45600000e+01 -5.21655000e-03 8.45600000e+01 -4.65977000e-03 8.45600000e+01 -2.85563000e-03 8.45600000e+01 -4.70198000e-03 8.45600000e+01 -3.03978000e-03
8.45700000e+01 -1.11765000e-02 8.45700000e+01 -1.48044000e-02 8.45700000e+01 -4.69551000e-03 8.45700000e+01 -5.42718000e-04 8.45700000e+01 -5.94149000e-03 8.45700000e+01 -3.86093000e-03 8.45700000e+01 -2.55479000e-03 8.45700000e+01 -3.94129000e-03 8.45700000e+01 -2.45091000e-03
8.45800000e+01 -1.23084000e-02 8.45800000e+01 -1.55965000e-02 8.45800000e+01 -5.55636000e-03 8.45800000e+01 -8.26923000e-04 8.45800000e+01 -6.51500000e-03 8.45800000e+01 -2.96961000e-03 8.45800000e+01 -2.15888000e-03 8.45800000e+01 -3.06818000e-03 8.45800000e+01 -1.79146000e-03
8.45900000e+01 -1.31931000e-02 8.45900000e+01 -1.61029000e-02 8.45900000e+01 -6.27737000e-03 8.45900000e+01 -1.06934000e-03 8.45900000e+01 -6.92689000e-03 8.45900000e+01 -2.01163000e-03 8.45900000e+01 -1.67884000e-03 8.45900000e+01 -2.10447000e-03 8.45900000e+01 -1.07919000e-03
8.46000000e+01 -1.38222000e-02 8.46000000e+01 -1.63193000e-02 8.46000000e+01 -6.84336000e-03 8.46000000e+01 -1.26653000e-03 8.46000000e+01 -7.17111000e-03 8.46000000e+01 -1.01441000e-03 8.46000000e+01 -1.12797000e-03 8.46000000e+01 -1.07419000e-03 8.46000000e+01 -3.33192000e-04
8.46100000e+01 -1.41934000e-02 8.46100000e+01 -1.62488000e-02 8.46100000e+01 -7.24314000e-03 8.46100000e+01 -1.41613000e-03 8.46100000e+01 -7.24578000e-03 8.46100000e+01 -6.21763000e-06 8.46100000e+01 -5.21553000e-04 8.46100000e+01 -2.98080000e-06 8.46100000e+01 4.26635000e-04
8.46200000e+01 -1.43106000e-02 8.46200000e+01 -1.59012000e-02 8.46200000e+01 -7.46974000e-03 8.46200000e+01 -1.51691000e-03 8.46200000e+01 -7.15312000e-03 8.46200000e+01 9.84648000e-04 8.46200000e+01 1.23580000e-04 8.46200000e+01 1.08258000e-03 8.46200000e+01 1.18013000e-03
8.46300000e+01 -1.41833000e-02 8.46300000e+01 -1.52932000e-02 8.46300000e+01 -7.52055000e-03 8.46300000e+01 -1.56877000e-03 8.46300000e+01 -6.89930000e-03 8.46300000e+01 1.93066000e-03 8.46300000e+01 7.89520000e-04 8.46300000e+01 2.15572000e-03 8.46300000e+01 1.90743000e-03
8.46400000e+01 -1.38252000e-02 8.46400000e+01 -1.44466000e-02 8.46400000e+01 -7.39686000e-03 8.46400000e+01 -1.57258000e-03 8.46400000e+01 -6.49369000e-03 8.46400000e+01 2.80557000e-03 8.46400000e+01 1.45772000e-03 8.46400000e+01 3.18994000e-03 8.46400000e+01 2.58935000e-03
