Wavelength Abs_008
8.66406e+02 0.00000e+00
8.67141e+02 0.00000e+00
8.67876e+02 0.00000e+00
8.68611e+02 0.00000e+00
8.69345e+02 0.00000e+00
8.70080e+02 0.00000e+00
8.70814e+02 0.00000e+00
8.71549e+02 0.00000e+00
8.72283e+02 0.00000e+00
8.73018e+02 0.00000e+00
8.73752e+02 0.00000e+00
8.74486e+02 0.00000e+00
8.75220e+02 0.00000e+00
8.75954e+02 0.00000e+00
8.76688e+02 0.00000e+00
8.77421e+02 0.00000e+00
8.78155e+02 0.00000e+00
8.78889e+02 0.00000e+00
8.79622e+02 0.00000e+00
8.80355e+02 -0.00000e+00
8.81089e+02 -0.00000e+00
8.81822e+02 -0.00000e+00
8.82555e+02 -0.00000e+00
8.83288e+02 -0.00000e+00
8.84021e+02 0.00000e+00
8.84754e+02 0.00000e+00
8.85487e+02 0.00000e+00
8.86219e+02 0.00000e+00
8.86952e+02 0.00000e+00
8.87684e+02 0.00000e+00
8.88417e+02 0.00000e+00
8.89149e+02 0.00000e+00
8.89881e+02 0.00000e+00
8.90613e+02 0.00000e+00
8.91345e+02 0.00000e+00
8.92077e+02 1.00000e-02
8.92809e+02 0.00000e+00
8.93541e+02 0.00000e+00
8.94273e+02 0.00000e+00
8.95004e+02 0.00000e+00
8.95736e+02 0.00000e+00
8.96467e+02 0.00000e+00
8.97199e+02 0.00000e+00
8.97930e+02 0.00000e+00
8.98661e+02 0.00000e+00
8.99392e+02 0.00000e+00
9.00123e+02 0.00000e+00
9.00854e+02 0.00000e+00
9.01584e+02 0.00000e+00
9.02315e+02 0.00000e+00
9.03046e+02 0.00000e+00
9.03776e+02 -0.00000e+00
9.04507e+02 -0.00000e+00
9.05237e+02 -0.00000e+00
9.05967e+02 -0.00000e+00
9.06697e+02 -0.00000e+00
9.07427e+02 -0.00000e+00
9.08157e+02 -0.00000e+00
9.08887e+02 0.00000e+00
9.09617e+02 0.00000e+00
9.10347e+02 0.00000e+00
9.11076e+02 0.00000e+00
9.11806e+02 0.00000e+00
9.12535e+02 0.00000e+00
9.13264e+02 0.00000e+00
9.13994e+02 0.00000e+00
9.14723e+02 0.00000e+00
9.15452e+02 0.00000e+00
9.16181e+02 -0.00000e+00
9.16910e+02 -0.00000e+00
9.17638e+02 -0.00000e+00
9.18367e+02 -0.00000e+00
9.19096e+02 -0.00000e+00
9.19824e+02 -0.00000e+00
9.20553e+02 -0.00000e+00
9.21281e+02 -0.00000e+00
9.22009e+02 -0.00000e+00
9.22737e+02 -0.00000e+00
9.23465e+02 0.00000e+00
9.24193e+02 0.00000e+00
9.24921e+02 0.00000e+00
9.25649e+02 0.00000e+00
9.26377e+02 0.00000e+00
9.27104e+02 1.00000e-02
9.27832e+02 1.00000e-02
9.28559e+02 1.00000e-02
9.29286e+02 1.00000e-02
9.30014e+02 0.00000e+00
9.30741e+02 0.00000e+00
9.31468e+02 0.00000e+00
9.32195e+02 0.00000e+00
9.32922e+02 0.00000e+00
9.33648e+02 0.00000e+00
9.34375e+02 0.00000e+00
9.35102e+02 0.00000e+00
9.35828e+02 0.00000e+00
9.36554e+02 0.00000e+00
9.37281e+02 -0.00000e+00
9.38007e+02 -0.00000e+00
9.38733e+02 -0.00000e+00
9.39459e+02 -0.00000e+00
9.40185e+02 -0.00000e+00
9.40911e+02 -0.00000e+00
9.41637e+02 -0.00000e+00
9.42362e+02 -0.00000e+00
9.43088e+02 -0.00000e+00
9.43813e+02 0.00000e+00
9.44539e+02 0.00000e+00
9.45264e+02 0.00000e+00
9.45989e+02 0.00000e+00
9.46714e+02 0.00000e+00
9.47439e+02 0.00000e+00
9.48164e+02 0.00000e+00
9.48889e+02 0.00000e+00
9.49614e+02 0.00000e+00
9.50338e+02 0.00000e+00
9.51063e+02 0.00000e+00
9.51787e+02 -0.00000e+00
9.52512e+02 -0.00000e+00
9.53236e+02 0.00000e+00
9.53960e+02 0.00000e+00
9.54684e+02 0.00000e+00
9.55408e+02 0.00000e+00
9.56132e+02 0.00000e+00
9.56856e+02 0.00000e+00
9.57580e+02 0.00000e+00
9.58303e+02 0.00000e+00
9.59027e+02 0.00000e+00
9.59750e+02 0.00000e+00
9.60474e+02 0.00000e+00
9.61197e+02 0.00000e+00
9.61920e+02 0.00000e+00
9.62643e+02 0.00000e+00
9.63366e+02 0.00000e+00
9.64089e+02 0.00000e+00
9.64812e+02 0.00000e+00
9.65534e+02 0.00000e+00
9.66257e+02 0.00000e+00
9.66979e+02 0.00000e+00
9.67702e+02 0.00000e+00
9.68424e+02 0.00000e+00
9.69146e+02 -0.00000e+00
9.69869e+02 -0.00000e+00
9.70591e+02 -0.00000e+00
9.71313e+02 -0.00000e+00
9.72034e+02 -0.00000e+00
9.72756e+02 -0.00000e+00
9.73478e+02 -0.00000e+00
9.74199e+02 -0.00000e+00
9.74921e+02 -0.00000e+00
9.75642e+02 0.00000e+00
9.76364e+02 0.00000e+00
9.77085e+02 0.00000e+00
9.77806e+02 -0.00000e+00
9.78527e+02 -0.00000e+00
9.79248e+02 -0.00000e+00
9.79969e+02 -0.00000e+00
9.80689e+02 -0.00000e+00
9.81410e+02 -0.00000e+00
9.82131e+02 -0.00000e+00
9.82851e+02 -0.00000e+00
9.83571e+02 0.00000e+00
9.84292e+02 0.00000e+00
9.85012e+02 0.00000e+00
9.85732e+02 0.00000e+00
9.86452e+02 0.00000e+00
9.87172e+02 0.00000e+00
9.87892e+02 0.00000e+00
9.88611e+02 0.00000e+00
9.89331e+02 0.00000e+00
9.90050e+02 0.00000e+00
9.90770e+02 0.00000e+00
9.91489e+02 0.00000e+00
9.92208e+02 0.00000e+00
9.92928e+02 0.00000e+00
9.93647e+02 0.00000e+00
