,Wavelength,Absorbance
0,197.74229431152344,0.15938680490392831
1,198.54447826629888,0.2624217538910592
2,199.3465966950384,0.1342153609137113
3,200.14864957034217,0.0953055906048478
4,200.9506368648104,0.17701152110242213
5,201.75255855104328,0.1832724941841984
6,202.55441460164096,0.17556038804892804
7,203.35620498920363,0.17550604121271288
8,204.1579296863315,0.1768398657770336
9,204.95958866562475,0.1822539363195848
10,205.76118189968352,0.18595305421517688
11,206.5627093611081,0.19890047788565798
12,207.3641710224985,0.1929527837907517
13,208.16556685645503,0.19872186680283493
14,208.96689683557796,0.19715057956066162
15,209.76816093246725,0.19438875384951385
16,210.56935911972323,0.21391615802248068
17,211.37049136994605,0.21837260456104862
18,212.1715576557359,0.22056009907257476
19,212.972557949693,0.23645554418309342
20,213.77349222441745,0.2436391339436315
21,214.5743604525095,0.2528133547358046
22,215.3751626065693,0.258156197617276
23,216.17589865919703,0.2647377786071462
24,216.97656858299297,0.25852875910529294
25,217.7771723505572,0.26138780527594246
26,218.5777099344899,0.26734536380343643
27,219.3781813073913,0.27016647272430344
28,220.1785864418616,0.2708793244601899
29,220.9789253105009,0.269002350934697
30,221.77919788590947,0.2650029293072596
31,222.57940414068744,0.2592283280594968
32,223.37954404743505,0.2492299704774814
33,224.17961757875244,0.239276266808211
34,224.9796247072398,0.23079145702931908
35,225.77956540549727,0.21962679369409924
36,226.5794396461252,0.20932898260567592
37,227.3792474017236,0.20074400635434853
38,228.1789886448927,0.19433236580161492
39,228.97866334823271,0.1893005270517975
40,229.7782714843438,0.18499556971198566
41,230.57781302582617,0.18256770617393003
42,231.37728794528,0.18263232965752754
43,232.1766962153054,0.18656675537603948
44,232.97603780850267,0.19231351401518942
45,233.77531269747192,0.19896338339458108
46,234.5745208548134,0.20862218353516754
47,235.3736622531272,0.21944855673111152
48,236.1727368650136,0.23509439467300108
49,236.97174466307268,0.25051152252394593
50,237.77068561990475,0.26635769163322437
51,238.5695597081099,0.28521418808954807
52,239.36836690028832,0.3031110551079101
53,240.16710716904024,0.3259024748846125
54,240.96578048696583,0.34724977854800815
55,241.76438682666523,0.3685363739412077
56,242.5629261607387,0.38898461164860976
57,243.3613984617864,0.4118545669358493
58,244.1598037024084,0.433684794886699
59,244.95814185520507,0.4537505299154389
60,245.7564128927765,0.470590251316046
61,246.5546167877229,0.4834707260055706
62,247.3527535126444,0.49404958217732464
63,248.1508230401412,0.49898213921981016
64,248.9488253428135,0.49904376861294986
65,249.74676039326152,0.49683977189276884
66,250.5446281640854,0.49701545285271975
67,251.3424286278853,0.4927656713465136
68,252.14016175726152,0.4852994521321844
69,252.9378275248141,0.4702298612433672
70,253.73542590314332,0.4510417385898392
71,254.53295686484933,0.42142308486528557
72,255.33042038253237,0.38508152732851997
73,256.12781642879247,0.34315883199032254
74,256.92514497623,0.2994540315146131
75,257.722405997445,0.2536473750238284
76,258.51959946503774,0.2079220234970116
77,259.3167253516084,0.16511290343981064
78,260.1137836297571,0.12548618601692085
79,260.9107742720841,0.09123159536351955
80,261.7076972511896,0.06293510792908202
81,262.5045525396736,0.04128035016775383
82,263.3013401101365,0.024203202782061506
83,264.0980599351784,0.012511343029130984
84,264.8947119873995,0.0028115932223982676
85,265.69129623939995,-0.005513875887494246
86,266.48781266377995,-0.007597495782245778
87,267.2842612331397,-0.010954481059164578
88,268.0806419200794,-0.011733805051022672
89,268.8769546971992,-0.012375096897715376
90,269.6731995370993,-0.0118250129939107
91,270.46937641237986,-0.012773098464876176
92,271.2654852956411,-0.011653414674505702
93,272.06152615948315,-0.008997999099953913
94,272.8574989765063,-0.008573779689361294
95,273.65340371931063,-0.006661594037923435
96,274.44924036049633,-0.004982219299689283
97,275.2450088726636,-0.003400471698769225
98,276.0407092284127,-0.0018492448513824367
99,276.83634140034377,-0.003472668623669517
100,277.6319053610569,-0.006828606958455663
101,278.4274010831524,-0.008565470886946536
102,279.2228285392304,-0.008315007178950673
103,280.01818770189107,-0.005776159211656695
104,280.8134785437346,-0.0014242315086946955
105,281.60870103736124,0.002488763089674717
106,282.4038551553711,0.0038694986519102748
107,283.1989408703644,-0.0010678375900232129
108,283.99395815494125,-0.004250353015726849
109,284.7889069817019,-0.003645631095977153
110,285.5837873232466,-0.0014709158548356638
111,286.3785991521754,0.003370295649313626
112,287.1733424410886,0.006149174668647672
113,287.9680171625863,0.009649962576858462
114,288.7626232892688,0.012274603724013178
115,289.55716079373605,0.01416888897279861
116,290.35162964858847,0.015820633675970863
117,291.1460298264262,0.017355934463331057
118,291.94036129984926,0.0165851084402604
119,292.73462404145806,0.019135523655643305
120,293.52881802385264,0.023505088434206678
121,294.32294321963326,0.024586154857140607
122,295.11699960140004,0.026626565996217155
123,295.9109871417532,0.028560698278644603
124,296.7049058132929,0.03262996619536801
125,297.49875558861936,0.03644472861791537
126,298.29253644033275,0.03608601404518169
127,299.08624834103324,0.04003883607728148
128,299.87989126332104,0.043198483779278846
129,300.6734651797963,0.046547586664999197
130,301.46697006305925,0.04802924587630633
131,302.26040588571004,0.04920072793481317
132,303.05377262034887,0.05044532119787884
133,303.8470702395759,0.05041779837336399
134,304.6402987159913,0.048220270121171305
135,305.43345802219534,0.04925006188953196
136,306.22654813078816,0.04909135637179332
137,307.0195690143699,0.05317048371191005
138,307.8125206455408,0.059321618037326884
139,308.605402996901,0.062065751908610495
140,309.3982160410507,0.06399469533330657
141,310.19095975059014,0.06268096271326537
142,310.9836340981194,0.06228794933300236
143,311.77623905623875,0.05995778826490142
144,312.5687745975483,0.06360959005009673
145,313.3612406946484,0.06431359365929537
146,314.15363732013896,0.06788003816526395
147,314.9459644466204,0.06973280475432134
148,315.7382220466928,0.06986377922032144
149,316.53041009295634,0.07142710558653423
150,317.32252855801124,0.07290022224281761
151,318.1145774144577,0.07463472839507443
152,318.9065566348959,0.07553475539832885
