Wavelength Dark Reference Sample Absorbance
3.75744e+02 -1.29167e+00 1.26581e+04 1.07076e+04 7.26672e-02
3.76531e+02 4.16667e-02 1.24563e+04 1.05825e+04 7.08011e-02
3.77318e+02 -6.94444e-02 1.25481e+04 1.07052e+04 6.89835e-02
3.78105e+02 -6.94444e-02 1.30527e+04 1.11401e+04 6.88105e-02
3.78891e+02 -8.47222e-01 1.38269e+04 1.18477e+04 6.70842e-02
3.79678e+02 -6.25000e-01 1.45312e+04 1.24435e+04 6.73556e-02
3.80464e+02 -2.91667e-01 1.47128e+04 1.26471e+04 6.57030e-02
3.81251e+02 -1.18056e+00 1.48948e+04 1.28538e+04 6.39950e-02
3.82037e+02 -8.47222e-01 1.49647e+04 1.29126e+04 6.40482e-02
3.82823e+02 -1.06944e+00 1.50929e+04 1.30642e+04 6.26850e-02
3.83609e+02 -5.13889e-01 1.49453e+04 1.29697e+04 6.15718e-02
3.84395e+02 -7.36111e-01 1.47213e+04 1.28235e+04 5.99365e-02
3.85181e+02 1.59722e+00 1.44844e+04 1.26026e+04 6.04476e-02
3.85967e+02 3.75000e-01 1.42561e+04 1.24327e+04 5.94356e-02
3.86753e+02 -6.25000e-01 1.41744e+04 1.23727e+04 5.90371e-02
3.87539e+02 1.15278e+00 1.42885e+04 1.25318e+04 5.69777e-02
3.88325e+02 -2.91667e-01 1.43548e+04 1.25840e+04 5.71775e-02
3.89110e+02 3.75000e-01 1.42427e+04 1.24912e+04 5.69890e-02
3.89896e+02 3.75000e-01 1.39377e+04 1.22253e+04 5.69320e-02
3.90682e+02 -6.25000e-01 1.40344e+04 1.23807e+04 5.44457e-02
3.91467e+02 -2.91667e-01 1.44192e+04 1.26967e+04 5.52481e-02
3.92252e+02 -1.80556e-01 1.49257e+04 1.31831e+04 5.39161e-02
3.93038e+02 2.63889e-01 1.54178e+04 1.36168e+04 5.39458e-02
3.93823e+02 1.52778e-01 1.53261e+04 1.35334e+04 5.40251e-02
3.94608e+02 -6.25000e-01 1.53027e+04 1.35563e+04 5.26235e-02
3.95393e+02 -6.25000e-01 1.57573e+04 1.39825e+04 5.18949e-02
3.96178e+02 -1.73611e+00 1.63084e+04 1.44530e+04 5.24495e-02
3.96963e+02 7.08333e-01 1.70990e+04 1.52135e+04 5.07431e-02
3.97748e+02 8.19444e-01 1.80212e+04 1.60427e+04 5.05079e-02
3.98533e+02 -1.29167e+00 1.86361e+04 1.65803e+04 5.07591e-02
3.99318e+02 3.75000e-01 1.81828e+04 1.62008e+04 5.01233e-02
4.00102e+02 -1.40278e+00 1.73084e+04 1.54555e+04 4.91700e-02
4.00887e+02 -9.58333e-01 1.68355e+04 1.50298e+04 4.92696e-02
4.01671e+02 -5.13889e-01 1.65330e+04 1.48131e+04 4.77047e-02
4.02456e+02 -1.29167e+00 1.61610e+04 1.44792e+04 4.77198e-02
4.03240e+02 4.16667e-02 1.60740e+04 1.43758e+04 4.84903e-02
4.04025e+02 4.16667e-02 1.59832e+04 1.43808e+04 4.58796e-02
4.04809e+02 4.16667e-02 1.60013e+04 1.43875e+04 4.61702e-02
4.05593e+02 -6.94444e-02 1.58494e+04 1.42360e+04 4.66267e-02
4.06377e+02 -2.91667e-01 1.50850e+04 1.35754e+04 4.57913e-02
