Wavelength Dark Reference Sample Absorbance
3.45003e+02 -5.41667e-01 1.94203e+04 5.06994e+03 5.83219e-01
3.45792e+02 -1.43056e+00 1.90609e+04 4.99372e+03 5.81627e-01
3.46582e+02 1.12500e+00 1.88252e+04 4.91917e+03 5.82922e-01
3.47371e+02 -1.09722e+00 1.86843e+04 4.88972e+03 5.82121e-01
3.48161e+02 -9.72222e-02 1.85331e+04 4.87417e+03 5.80041e-01
3.48950e+02 7.91667e-01 1.83870e+04 4.85794e+03 5.78110e-01
3.49739e+02 -1.20833e+00 1.82447e+04 4.87017e+03 5.73513e-01
3.50528e+02 -9.72222e-02 1.80808e+04 4.86128e+03 5.70460e-01
3.51317e+02 -3.19444e-01 1.77995e+04 4.85761e+03 5.63965e-01
3.52106e+02 -1.65278e+00 1.74685e+04 4.84661e+03 5.56711e-01
3.52895e+02 3.47222e-01 1.70888e+04 4.82161e+03 5.49541e-01
3.53684e+02 6.80556e-01 1.67084e+04 4.82172e+03 5.39777e-01
3.54473e+02 -3.19444e-01 1.64491e+04 4.80517e+03 5.34413e-01
3.55262e+02 -5.41667e-01 1.63258e+04 4.88061e+03 5.24366e-01
3.56051e+02 4.58333e-01 1.63789e+04 4.99994e+03 5.15347e-01
3.56839e+02 -3.19444e-01 1.65560e+04 5.16061e+03 5.06235e-01
3.57628e+02 1.23611e+00 1.67441e+04 5.37739e+03 4.93358e-01
3.58416e+02 -4.30556e-01 1.69154e+04 5.58061e+03 4.81579e-01
3.59205e+02 6.80556e-01 1.69349e+04 5.70983e+03 4.72193e-01
3.59993e+02 4.58333e-01 1.67469e+04 5.83194e+03 4.58143e-01
3.60781e+02 7.91667e-01 1.64194e+04 5.89361e+03 4.45014e-01
3.61569e+02 -9.72222e-02 1.61540e+04 5.99806e+03 4.30265e-01
3.62357e+02 7.91667e-01 1.59920e+04 6.15206e+03 4.14917e-01
3.63145e+02 -1.31944e+00 1.61483e+04 6.42994e+03 3.99866e-01
3.63933e+02 1.38889e-02 1.64528e+04 6.77528e+03 3.85312e-01
3.64721e+02 -6.52778e-01 1.68362e+04 7.16994e+03 3.70706e-01
3.65509e+02 -1.65278e+00 1.71805e+04 7.55028e+03 3.57021e-01
3.66297e+02 -3.19444e-01 1.74051e+04 7.95472e+03 3.40042e-01
3.67085e+02 -5.41667e-01 1.74824e+04 8.23872e+03 3.26727e-01
3.67872e+02 -1.09722e+00 1.72705e+04 8.47228e+03 3.09277e-01
3.68660e+02 -7.63889e-01 1.67993e+04 8.54006e+03 2.93812e-01
3.69447e+02 -9.72222e-02 1.64053e+04 8.63428e+03 2.78756e-01
3.70235e+02 4.58333e-01 1.59857e+04 8.72128e+03 2.63161e-01
3.71022e+02 -2.08333e-01 1.57720e+04 8.91550e+03 2.47736e-01
3.71809e+02 -9.86111e-01 1.58471e+04 9.25317e+03 2.33640e-01
3.72596e+02 -8.75000e-01 1.59977e+04 9.65872e+03 2.19121e-01
3.73383e+02 3.47222e-01 1.62808e+04 1.01302e+04 2.06064e-01
3.74170e+02 -4.30556e-01 1.65537e+04 1.06252e+04 1.92552e-01
3.74957e+02 -2.08333e-01 1.67040e+04 1.10147e+04 1.80844e-01
3.75744e+02 2.36111e-01 1.66490e+04 1.12542e+04 1.70077e-01
3.76531e+02 -9.72222e-02 1.63531e+04 1.13734e+04 1.57709e-01
3.77318e+02 1.23611e+00 1.64171e+04 1.17084e+04 1.46812e-01
3.78105e+02 4.58333e-01 1.70280e+04 1.24468e+04 1.36109e-01
3.78891e+02 -1.20833e+00 1.80147e+04 1.34926e+04 1.25520e-01
3.79678e+02 -1.20833e+00 1.89955e+04 1.44937e+04 1.17463e-01
3.80464e+02 -9.72222e-02 1.92662e+04 1.49694e+04 1.09592e-01
3.81251e+02 1.25000e-01 1.95179e+04 1.54714e+04 1.00904e-01
3.82037e+02 -8.75000e-01 1.95954e+04 1.58154e+04 9.30703e-02
3.82823e+02 -1.43056e+00 1.97907e+04 1.61926e+04 8.71363e-02
3.83609e+02 -6.52778e-01 1.95672e+04 1.63162e+04 7.89078e-02
3.84395e+02 6.80556e-01 1.92960e+04 1.62844e+04 7.36983e-02
3.85181e+02 -9.72222e-02 1.89878e+04 1.62495e+04 6.76334e-02
3.85967e+02 -2.08333e-01 1.86249e+04 1.61573e+04 6.17244e-02
3.86753e+02 -1.09722e+00 1.85361e+04 1.62535e+04 5.70678e-02
3.87539e+02 -6.52778e-01 1.86901e+04 1.65822e+04 5.19684e-02
3.88325e+02 1.56944e+00 1.87784e+04 1.68217e+04 4.77931e-02
3.89110e+02 -5.41667e-01 1.86028e+04 1.68436e+04 4.31409e-02
3.89896e+02 -2.08333e-01 1.81444e+04 1.65393e+04 4.02263e-02
3.90682e+02 1.25000e-01 1.82344e+04 1.68161e+04 3.51683e-02
3.91467e+02 1.38889e-02 1.86965e+04 1.73372e+04 3.27832e-02
3.92252e+02 1.38889e-02 1.93543e+04 1.80856e+04 2.94447e-02
3.93038e+02 1.25000e-01 2.00823e+04 1.88366e+04 2.78113e-02
3.93823e+02 -9.86111e-01 1.99304e+04 1.88114e+04 2.50945e-02
3.94608e+02 -6.52778e-01 1.98588e+04 1.88104e+04 2.35536e-02
3.95393e+02 -1.20833e+00 2.04421e+04 1.94508e+04 2.15859e-02
