Wavelength Dark Reference Sample Absorbance
3.24448e+02 1.72400e+03 1.06387e+04 6.07464e+03 1.62180e-01
3.25240e+02 1.72111e+03 1.06640e+04 6.15486e+03 1.61946e-01
3.26031e+02 1.72311e+03 1.07260e+04 6.23297e+03 1.62066e-01
3.26823e+02 1.72244e+03 1.07366e+04 6.26819e+03 1.59462e-01
3.27614e+02 1.72322e+03 1.07089e+04 6.26508e+03 1.57069e-01
3.28405e+02 1.72700e+03 1.06936e+04 6.26775e+03 1.56909e-01
3.29196e+02 1.72278e+03 1.07024e+04 6.28686e+03 1.55013e-01
3.29987e+02 1.72578e+03 1.07939e+04 6.37742e+03 1.54447e-01
3.30778e+02 1.72744e+03 1.09869e+04 6.54397e+03 1.49829e-01
3.31569e+02 1.72056e+03 1.12571e+04 6.75086e+03 1.52599e-01
3.32360e+02 1.72533e+03 1.14430e+04 6.92597e+03 1.45774e-01
3.33150e+02 1.72833e+03 1.15263e+04 7.04108e+03 1.46559e-01
3.33941e+02 1.72222e+03 1.15208e+04 7.06208e+03 1.41905e-01
3.34731e+02 1.72244e+03 1.14603e+04 7.04553e+03 1.43344e-01
3.35522e+02 1.72344e+03 1.14488e+04 7.10119e+03 1.36764e-01
3.36312e+02 1.72578e+03 1.14893e+04 7.17831e+03 1.33050e-01
3.37103e+02 1.72389e+03 1.16192e+04 7.34975e+03 1.28743e-01
3.37893e+02 1.72500e+03 1.17817e+04 7.47131e+03 1.30482e-01
3.38683e+02 1.72378e+03 1.18037e+04 7.54431e+03 1.25572e-01
3.39473e+02 1.72744e+03 1.17169e+04 7.55719e+03 1.24699e-01
3.40264e+02 1.72489e+03 1.16372e+04 7.52886e+03 1.18084e-01
3.41054e+02 1.72311e+03 1.14804e+04 7.46253e+03 1.15473e-01
3.41844e+02 1.72211e+03 1.13212e+04 7.36431e+03 1.15030e-01
3.42633e+02 1.72289e+03 1.10832e+04 7.18708e+03 1.16726e-01
3.43423e+02 1.72344e+03 1.08089e+04 7.03264e+03 1.13323e-01
3.44213e+02 1.72733e+03 1.05748e+04 6.89231e+03 1.06761e-01
3.45003e+02 1.72378e+03 1.03597e+04 6.74553e+03 1.05646e-01
3.45792e+02 1.72478e+03 1.01886e+04 6.64008e+03 1.04407e-01
3.46582e+02 1.72478e+03 1.00691e+04 6.56986e+03 1.06168e-01
3.47371e+02 1.72444e+03 9.99722e+03 6.54975e+03 1.02350e-01
3.48161e+02 1.72456e+03 9.94656e+03 6.55086e+03 9.84726e-02
3.48950e+02 1.72322e+03 9.90233e+03 6.53586e+03 9.60663e-02
3.49739e+02 1.72533e+03 9.83311e+03 6.49897e+03 9.77555e-02
3.50528e+02 1.72167e+03 9.74011e+03 6.48208e+03 9.18123e-02
3.51317e+02 1.72622e+03 9.61578e+03 6.40575e+03 9.29954e-02
3.52106e+02 1.72089e+03 9.48011e+03 6.28675e+03 9.35503e-02
3.52895e+02 1.72489e+03 9.30089e+03 6.17008e+03 9.15757e-02
3.53684e+02 1.72567e+03 9.11922e+03 6.01508e+03 9.19053e-02
3.54473e+02 1.72333e+03 9.00378e+03 5.95564e+03 8.60244e-02
3.55262e+02 1.72267e+03 8.92111e+03 5.91975e+03 8.52374e-02
3.56051e+02 1.72156e+03 8.93467e+03 5.94497e+03 8.39256e-02
3.56839e+02 1.72544e+03 9.04056e+03 6.03608e+03 8.54206e-02
