x_1E-4M 1E-4M_mean x_2E-4M 2E-4M_mean x_3E-4M 3E-4M_mean x_4E-4M 4E-4M_mean x_5E-4M 5E-4M_mean x_5E-3M 5E-3M_mean
2.64894712e+02 2.64500000e+00 2.64894712e+02 2.00500000e+00 2.64894712e+02 4.30000000e+00 2.64894712e+02 4.18500000e+00 2.64894712e+02 4.93000000e+00 2.64894712e+02 9.90000000e-01
2.65691296e+02 2.36500000e+00 2.65691296e+02 3.16500000e+00 2.65691296e+02 4.02000000e+00 2.65691296e+02 5.30500000e+00 2.65691296e+02 6.41000000e+00 2.65691296e+02 1.59000000e+00
2.66487813e+02 4.32500000e+00 2.66487813e+02 4.76500000e+00 2.66487813e+02 5.38000000e+00 2.66487813e+02 6.26500000e+00 2.66487813e+02 6.49000000e+00 2.66487813e+02 3.47000000e+00
2.67284261e+02 3.52500000e+00 2.67284261e+02 3.20500000e+00 2.67284261e+02 4.74000000e+00 2.67284261e+02 5.66500000e+00 2.67284261e+02 5.41000000e+00 2.67284261e+02 2.36000000e+00
2.68080642e+02 2.44500000e+00 2.68080642e+02 3.24500000e+00 2.68080642e+02 3.98000000e+00 2.68080642e+02 5.26500000e+00 2.68080642e+02 5.77000000e+00 2.68080642e+02 2.79000000e+00
2.68876955e+02 3.64500000e+00 2.68876955e+02 3.92500000e+00 2.68876955e+02 4.34000000e+00 2.68876955e+02 5.94500000e+00 2.68876955e+02 7.65000000e+00 2.68876955e+02 4.07000000e+00
2.69673200e+02 5.35000000e-01 2.69673200e+02 1.52500000e+00 2.69673200e+02 2.50000000e+00 2.69673200e+02 3.54500000e+00 2.69673200e+02 4.21000000e+00 2.69673200e+02 1.27000000e+00
2.70469376e+02 3.20500000e+00 2.70469376e+02 3.52500000e+00 2.70469376e+02 4.34000000e+00 2.70469376e+02 5.46500000e+00 2.70469376e+02 5.33000000e+00 2.70469376e+02 1.91000000e+00
2.71265485e+02 3.40500000e+00 2.71265485e+02 4.12500000e+00 2.71265485e+02 5.70000000e+00 2.71265485e+02 6.38500000e+00 2.71265485e+02 7.01000000e+00 2.71265485e+02 2.07000000e+00
2.72061526e+02 1.44500000e+00 2.72061526e+02 1.46500000e+00 2.72061526e+02 3.54000000e+00 2.72061526e+02 4.98500000e+00 2.72061526e+02 5.17000000e+00 2.72061526e+02 9.10000000e-01
2.72857499e+02 2.96500000e+00 2.72857499e+02 2.48500000e+00 2.72857499e+02 4.82000000e+00 2.72857499e+02 5.14500000e+00 2.72857499e+02 4.33000000e+00 2.72857499e+02 1.83000000e+00
2.73653404e+02 2.08500000e+00 2.73653404e+02 2.30500000e+00 2.73653404e+02 3.42000000e+00 2.73653404e+02 4.26500000e+00 2.73653404e+02 5.33000000e+00 2.73653404e+02 1.83000000e+00
2.74449240e+02 3.56500000e+00 2.74449240e+02 4.68500000e+00 2.74449240e+02 4.86000000e+00 2.74449240e+02 6.54500000e+00 2.74449240e+02 5.41000000e+00 2.74449240e+02 2.71000000e+00
2.75245009e+02 1.54500000e+00 2.75245009e+02 2.48500000e+00 2.75245009e+02 3.22000000e+00 2.75245009e+02 3.34500000e+00 2.75245009e+02 3.69000000e+00 2.75245009e+02 9.10000000e-01
2.76040709e+02 3.60500000e+00 2.76040709e+02 4.48500000e+00 2.76040709e+02 5.74000000e+00 2.76040709e+02 6.30500000e+00 2.76040709e+02 5.89000000e+00 2.76040709e+02 3.27000000e+00
2.76836341e+02 3.36500000e+00 2.76836341e+02 3.88500000e+00 2.76836341e+02 4.18000000e+00 2.76836341e+02 5.78500000e+00 2.76836341e+02 5.97000000e+00 2.76836341e+02 2.67000000e+00
2.77631905e+02 3.04500000e+00 2.77631905e+02 4.84500000e+00 2.77631905e+02 3.98000000e+00 2.77631905e+02 5.78500000e+00 2.77631905e+02 5.49000000e+00 2.77631905e+02 2.23000000e+00
2.78427401e+02 2.60500000e+00 2.78427401e+02 3.24500000e+00 2.78427401e+02 4.54000000e+00 2.78427401e+02 5.30500000e+00 2.78427401e+02 4.05000000e+00 2.78427401e+02 1.43000000e+00
2.79222829e+02 2.60500000e+00 2.79222829e+02 2.24500000e+00 2.79222829e+02 3.26000000e+00 2.79222829e+02 4.42500000e+00 2.79222829e+02 4.21000000e+00 2.79222829e+02 2.15000000e+00
2.80018188e+02 2.08500000e+00 2.80018188e+02 2.04500000e+00 2.80018188e+02 3.86000000e+00 2.80018188e+02 4.74500000e+00 2.80018188e+02 4.89000000e+00 2.80018188e+02 1.15000000e+00
2.80813479e+02 3.88500000e+00 2.80813479e+02 4.44500000e+00 2.80813479e+02 5.42000000e+00 2.80813479e+02 6.26500000e+00 2.80813479e+02 6.17000000e+00 2.80813479e+02 2.91000000e+00
2.81608701e+02 1.23500000e+00 2.81608701e+02 1.60500000e+00 2.81608701e+02 2.38000000e+00 2.81608701e+02 3.86500000e+00 2.81608701e+02 3.53000000e+00 2.81608701e+02 9.90000000e-01
2.82403855e+02 3.56500000e+00 2.82403855e+02 4.24500000e+00 2.82403855e+02 6.26000000e+00 2.82403855e+02 7.30500000e+00 2.82403855e+02 6.81000000e+00 2.82403855e+02 2.47000000e+00
2.83198941e+02 2.96500000e+00 2.83198941e+02 1.76500000e+00 2.83198941e+02 3.94000000e+00 2.83198941e+02 4.70500000e+00 2.83198941e+02 3.73000000e+00 2.83198941e+02 1.75000000e+00
2.83993958e+02 1.79500000e+00 2.83993958e+02 3.12500000e+00 2.83993958e+02 3.06000000e+00 2.83993958e+02 3.82500000e+00 2.83993958e+02 4.09000000e+00 2.83993958e+02 1.16000000e+00
2.84788907e+02 3.08500000e+00 2.84788907e+02 2.48500000e+00 2.84788907e+02 4.90000000e+00 2.84788907e+02 5.38500000e+00 2.84788907e+02 5.13000000e+00 2.84788907e+02 1.11000000e+00
2.85583787e+02 2.39500000e+00 2.85583787e+02 2.48500000e+00 2.85583787e+02 4.06000000e+00 2.85583787e+02 4.78500000e+00 2.85583787e+02 4.45000000e+00 2.85583787e+02 8.30000000e-01
2.86378599e+02 1.56500000e+00 2.86378599e+02 2.96500000e+00 2.86378599e+02 3.78000000e+00 2.86378599e+02 4.38500000e+00 2.86378599e+02 4.53000000e+00 2.86378599e+02 1.08000000e+00
2.87173342e+02 4.32500000e+00 2.87173342e+02 4.60500000e+00 2.87173342e+02 5.26000000e+00 2.87173342e+02 6.42500000e+00 2.87173342e+02 5.09000000e+00 2.87173342e+02 2.03000000e+00
2.87968017e+02 2.52500000e+00 2.87968017e+02 4.44500000e+00 2.87968017e+02 4.82000000e+00 2.87968017e+02 5.06500000e+00 2.87968017e+02 5.57000000e+00 2.87968017e+02 1.23000000e+00
