x_1E-4M 1E-4M_mean x_2E-4M 2E-4M_mean x_3E-4M 3E-4M_mean x_4E-4M 4E-4M_mean x_5E-4M 5E-4M_mean x_5E-3M 5E-3M_mean
2.74449e+02 2.76207e-01 2.74449e+02 3.81162e-01 2.74449e+02 2.05829e-01 2.74449e+02 2.25460e-01 2.74449e+02 6.53848e-01 2.74449e+02 8.20535e-01
2.75245e+02 2.75896e-01 2.75245e+02 3.82021e-01 2.75245e+02 2.08421e-01 2.75245e+02 2.28218e-01 2.75245e+02 6.55934e-01 2.75245e+02 8.51630e-01
2.76041e+02 2.75684e-01 2.76041e+02 3.82047e-01 2.76041e+02 2.10825e-01 2.76041e+02 2.30711e-01 2.76041e+02 6.57576e-01 2.76041e+02 8.85519e-01
2.76836e+02 2.76628e-01 2.76836e+02 3.83385e-01 2.76836e+02 2.12819e-01 2.76836e+02 2.34364e-01 2.76836e+02 6.60999e-01 2.76836e+02 9.22028e-01
2.77632e+02 2.76464e-01 2.77632e+02 3.83659e-01 2.77632e+02 2.14872e-01 2.77632e+02 2.36790e-01 2.77632e+02 6.62834e-01 2.77632e+02 9.60609e-01
2.78427e+02 2.77594e-01 2.78427e+02 3.85630e-01 2.78427e+02 2.18284e-01 2.78427e+02 2.40834e-01 2.78427e+02 6.67760e-01 2.78427e+02 9.99612e-01
2.79223e+02 2.78550e-01 2.79223e+02 3.88203e-01 2.79223e+02 2.21639e-01 2.79223e+02 2.44222e-01 2.79223e+02 6.71967e-01 2.79223e+02 1.04046e+00
2.80018e+02 2.81288e-01 2.80018e+02 3.91477e-01 2.80018e+02 2.26231e-01 2.80018e+02 2.50075e-01 2.80018e+02 6.77253e-01 2.80018e+02 1.08502e+00
2.80813e+02 2.79597e-01 2.80813e+02 3.89124e-01 2.80813e+02 2.26521e-01 2.80813e+02 2.51562e-01 2.80813e+02 6.76583e-01 2.80813e+02 1.13109e+00
2.81609e+02 2.79424e-01 2.81609e+02 3.90305e-01 2.81609e+02 2.29220e-01 2.81609e+02 2.54785e-01 2.81609e+02 6.80737e-01 2.81609e+02 1.18080e+00
2.82404e+02 2.80881e-01 2.82404e+02 3.93445e-01 2.82404e+02 2.32930e-01 2.82404e+02 2.59768e-01 2.82404e+02 6.86322e-01 2.82404e+02 1.22922e+00
2.83199e+02 2.82536e-01 2.83199e+02 3.96415e-01 2.83199e+02 2.38091e-01 2.83199e+02 2.65416e-01 2.83199e+02 6.92540e-01 2.83199e+02 1.28228e+00
2.83994e+02 2.83050e-01 2.83994e+02 3.96894e-01 2.83994e+02 2.40360e-01 2.83994e+02 2.69043e-01 2.83994e+02 6.95856e-01 2.83994e+02 1.33464e+00
2.84789e+02 2.83846e-01 2.84789e+02 3.98764e-01 2.84789e+02 2.43353e-01 2.84789e+02 2.73208e-01 2.84789e+02 7.00391e-01 2.84789e+02 1.38886e+00
2.85584e+02 2.86718e-01 2.85584e+02 4.02493e-01 2.85584e+02 2.48232e-01 2.85584e+02 2.79397e-01 2.85584e+02 7.07825e-01 2.85584e+02 1.44659e+00
2.86379e+02 2.87804e-01 2.86379e+02 4.05530e-01 2.86379e+02 2.52527e-01 2.86379e+02 2.83955e-01 2.86379e+02 7.14377e-01 2.86379e+02 1.50268e+00
2.87173e+02 2.88960e-01 2.87173e+02 4.08464e-01 2.87173e+02 2.56962e-01 2.87173e+02 2.90018e-01 2.87173e+02 7.21234e-01 2.87173e+02 1.56169e+00
2.87968e+02 2.89983e-01 2.87968e+02 4.10365e-01 2.87968e+02 2.60912e-01 2.87968e+02 2.95424e-01 2.87968e+02 7.26617e-01 2.87968e+02 1.62089e+00
2.88763e+02 2.91101e-01 2.88763e+02 4.14097e-01 2.88763e+02 2.65572e-01 2.88763e+02 3.01550e-01 2.88763e+02 7.34069e-01 2.88763e+02 1.68061e+00
2.89557e+02 2.92815e-01 2.89557e+02 4.16682e-01 2.89557e+02 2.69749e-01 2.89557e+02 3.07029e-01 2.89557e+02 7.41578e-01 2.89557e+02 1.73949e+00
2.90352e+02 2.94218e-01 2.90352e+02 4.19526e-01 2.90352e+02 2.74856e-01 2.90352e+02 3.13275e-01 2.90352e+02 7.47699e-01 2.90352e+02 1.80174e+00
2.91146e+02 2.95422e-01 2.91146e+02 4.22814e-01 2.91146e+02 2.79354e-01 2.91146e+02 3.19111e-01 2.91146e+02 7.55083e-01 2.91146e+02 1.86822e+00
2.91940e+02 2.97428e-01 2.91940e+02 4.25690e-01 2.91940e+02 2.84724e-01 2.91940e+02 3.26280e-01 2.91940e+02 7.62916e-01 2.91940e+02 1.93114e+00
2.92735e+02 2.98321e-01 2.92735e+02 4.29167e-01 2.92735e+02 2.90007e-01 2.92735e+02 3.32356e-01 2.92735e+02 7.69985e-01 2.92735e+02 1.99596e+00
2.93529e+02 2.99916e-01 2.93529e+02 4.31895e-01 2.93529e+02 2.95331e-01 2.93529e+02 3.39212e-01 2.93529e+02 7.77005e-01 2.93529e+02 2.05653e+00
2.94323e+02 3.01754e-01 2.94323e+02 4.35415e-01 2.94323e+02 3.00762e-01 2.94323e+02 3.46355e-01 2.94323e+02 7.85686e-01 2.94323e+02 2.12095e+00
2.95117e+02 3.03105e-01 2.95117e+02 4.38940e-01 2.95117e+02 3.06122e-01 2.95117e+02 3.53604e-01 2.95117e+02 7.95176e-01 2.95117e+02 2.18186e+00
2.95911e+02 3.05627e-01 2.95911e+02 4.42427e-01 2.95911e+02 3.12324e-01 2.95911e+02 3.61319e-01 2.95911e+02 8.04327e-01 2.95911e+02 2.23839e+00
2.96705e+02 3.07525e-01 2.96705e+02 4.46574e-01 2.96705e+02 3.18353e-01 2.96705e+02 3.69368e-01 2.96705e+02 8.13598e-01 2.96705e+02 2.29266e+00
2.97499e+02 3.08928e-01 2.97499e+02 4.50654e-01 2.97499e+02 3.24789e-01 2.97499e+02 3.77572e-01 2.97499e+02 8.21856e-01 2.97499e+02 2.33569e+00
2.98293e+02 3.11795e-01 2.98293e+02 4.55302e-01 2.98293e+02 3.31809e-01 2.98293e+02 3.86111e-01 2.98293e+02 8.32869e-01 2.98293e+02 2.37687e+00
2.99086e+02 3.13017e-01 2.99086e+02 4.58882e-01 2.99086e+02 3.37733e-01 2.99086e+02 3.94271e-01 2.99086e+02 8.42451e-01 2.99086e+02 2.40953e+00
2.99880e+02 3.15229e-01 2.99880e+02 4.63016e-01 2.99880e+02 3.44429e-01 2.99880e+02 4.02169e-01 2.99880e+02 8.50442e-01 2.99880e+02 2.42187e+00
3.00673e+02 3.16688e-01 3.00673e+02 4.66791e-01 3.00673e+02 3.50194e-01 3.00673e+02 4.09772e-01 3.00673e+02 8.60885e-01 3.00673e+02 2.45209e+00
3.01467e+02 3.18818e-01 3.01467e+02 4.69837e-01 3.01467e+02 3.56538e-01 3.01467e+02 4.17735e-01 3.01467e+02 8.69709e-01 3.01467e+02 2.45369e+00
