x_1E-4M 1E-4M_mean x_2E-4M 2E-4M_mean x_3E-4M 3E-4M_mean x_4E-4M 4E-4M_mean x_5E-4M 5E-4M_mean x_5E-3M 5E-3M_mean
2.85583787e+02 5.39379931e-02 2.85583787e+02 7.68414933e-02 2.85583787e+02 1.20922874e-01 2.85583787e+02 1.43800526e-01 2.85583787e+02 1.87908112e-01 2.85583787e+02 1.44301246e+00
2.86378599e+02 5.50408591e-02 2.86378599e+02 7.98905906e-02 2.86378599e+02 1.25233549e-01 2.86378599e+02 1.48416683e-01 2.86378599e+02 1.94523848e-01 2.86378599e+02 1.49910166e+00
2.87173342e+02 5.62135748e-02 2.87173342e+02 8.28370625e-02 2.87173342e+02 1.29683120e-01 2.87173342e+02 1.54537209e-01 2.87173342e+02 2.01443257e-01 2.87173342e+02 1.55809554e+00
2.87968017e+02 5.72530744e-02 2.87968017e+02 8.47503136e-02 2.87968017e+02 1.33647441e-01 2.87968017e+02 1.60001636e-01 2.87968017e+02 2.06889839e-01 2.87968017e+02 1.61729067e+00
2.88762623e+02 5.83868494e-02 2.88762623e+02 8.84938600e-02 2.88762623e+02 1.38322170e-01 2.88762623e+02 1.66184999e-01 2.88762623e+02 2.14404745e-01 2.88762623e+02 1.67700260e+00
2.89557161e+02 6.01175691e-02 2.89557161e+02 9.10912850e-02 2.89557161e+02 1.42514731e-01 2.89557161e+02 1.71722227e-01 2.89557161e+02 2.21976920e-01 2.89557161e+02 1.73588410e+00
2.90351630e+02 6.15376993e-02 2.90351630e+02 9.39473777e-02 2.90351630e+02 1.47636034e-01 2.90351630e+02 1.78025492e-01 2.90351630e+02 2.28160973e-01 2.90351630e+02 1.79812544e+00
2.91146030e+02 6.27580945e-02 2.91146030e+02 9.72472942e-02 2.91146030e+02 1.52149270e-01 2.91146030e+02 1.83920334e-01 2.91146030e+02 2.35608803e-01 2.91146030e+02 1.86459705e+00
2.91940361e+02 6.47797346e-02 2.91940361e+02 1.00135641e-01 2.91940361e+02 1.57533781e-01 2.91940361e+02 1.91147016e-01 2.91940361e+02 2.43504282e-01 2.91940361e+02 1.92750838e+00
2.92734624e+02 6.56898715e-02 2.92734624e+02 1.03625068e-01 2.92734624e+02 1.62831997e-01 2.92734624e+02 1.97281005e-01 2.92734624e+02 2.50636332e-01 2.92734624e+02 1.99231891e+00
2.93528818e+02 6.73015138e-02 2.93528818e+02 1.06364880e-01 2.93528818e+02 1.68169999e-01 2.93528818e+02 2.04194571e-01 2.93528818e+02 2.57720103e-01 2.93528818e+02 2.05288170e+00
2.94322943e+02 6.91551840e-02 2.94322943e+02 1.09896488e-01 2.94322943e+02 1.73616095e-01 2.94322943e+02 2.11395498e-01 2.94322943e+02 2.66463783e-01 2.94322943e+02 2.11730051e+00
2.95117000e+02 7.05230248e-02 2.95117000e+02 1.13433551e-01 2.95117000e+02 1.78991517e-01 2.95117000e+02 2.18702532e-01 2.95117000e+02 2.76017287e-01 2.95117000e+02 2.17820708e+00
